anther_count.1.high
raceme_size.1.width_high
rachis_base_size.1.thickness_high
rachis_bract_count.1.high
rachis_bract_size.1.length_high
rachis_bract_size.1.width_high
rachis_count.1.high
rachis_size.1.diameter_high
rachis_size.1.length_high
rachis_size.1.thickness_high
rachis_size.1.width_high
rachis_size.2.length_high
rachis_size.2.thickness_high
rachis_size.2.width_high
rachis_size.3.length_high
rachis_size.3.width_high
rachis_size_male.1.length_high
rachis_size_male.1.width_high
rachis_valve_count.1.high
receptacle_count.1.high
sepal_count.1.high
sepal_count.2.high
sheath_size.1.length_high
shrub_size.1.height_high
shrub_size.1.length_high
shrub_tree_size.1.length_high
solitary_axil_count.1.high
solitary_count.1.high
solitary_hair_size.1.diameter_high
solitary_hair_size.1.length_high
solitary_ray_count.1.high
solitary_size.1.diameter_high
solitary_size.1.length_high
solitary_size.1.width_high
solitary_size.2.length_high
solitary_size.2.width_high
solitary_size.3.width_high
solitary_size_male.1.length_high
spike_size.1.length_high
spike_size_male.1.length_high
spikes_count.1.high
spikes_count_male.1.high
spikes_size.1.length_high
spikes_size_male.1.length_high
spikes_size_staminate.1.length_high
stalk_base_size.1.length_high
stalk_bract_ray_count.1.high
stalk_bract_size_staminate.1.length_high
stalk_count.1.high
stalk_scales_count.1.high
stalk_size.1.length_high
stalk_size.1.thickness_high
stalk_size.1.width_high
stalk_size.2.length_high
stalk_size.2.width_high
stalk_size_staminate.1.length_high
stamen_count.1.high
stamen_count.2.high
stamen_count_bisexual.1.high
stamen_count_male.1.high
stamen_size.1.length_high
stamen_size_staminate.1.length_high
stamen_size_staminate.1.width_high
stem_size.1.length_high
stigma_count.1.high
stigma_size.1.length_high
stipe_size.1.length_high
stipe_size.2.thickness_high
stipule_count.1.high
stipule_scales_count.1.high
stipule_size.1.length_high
tepal_count.1.high
tree_count.1.high
tree_shrub_size.1.length_high
tree_size.1.height_high
tree_size.1.length_high
tree_size.2.length_high
trunk_size.1.dbh_high
trunk_size.1.height_high
trunk_size.1.length_high
trunk_size.2.dbh_high
twig_size.1.diameter_high
twig_size.1.length_high
twig_size.2.diameter_high
