,taxon,leaf_part_margin,leaf position,fruit_part_apex_shape,leaf_part_apex_shape,fruit_part_surface,flower_part_surface,leaf_part_venation_lateral,leaf_part_hair_shape,inflorescence_shape,leaf_part_venation,fruit_part_venation,part_color,article_surface,leaf_part_base_shape,leaf_part_hair_surface,leaf_part_lobe_shape,phyllichnia_shape,part_surface,leaf_part_color,inflorescence_surface,leaf_part_surface,fruit_part_shape,fruit_part_color,part_shape,leaf_part_margin_margin,flower_part_shape,leaf_part_shape,leaf_part_size_width,branch_length,inflorescence_size_width,part_size_width,part_size_length,fruit_part_size_width,leaf_part_size_length,part_size_diameter,part_size_thickness,article_width,inflorescence_size_length,fruit_part_size_thickness,article_length,leaf_part_size_thickness,leaflet_number,part_size_height,flower_part_size_length,fruit_part_size_length
453,Cyclobalanopsis kerrii,,,,3,28,,,,17,15,,,,36,,,,16,,,13,19,23,,16,,23,5.0,nan,2.25,nan,nan,2.4,5.5,nan,nan,nan,5.5,nan,nan,2.0,nan,20.0,nan,0.95
454,Cyclobalanopsis kiukiangensis,,,,8,28,,,,,4,,6,,36,,,,,13,,8,19,23,35,,,23,6.0,nan,nan,nan,nan,1.7750000000000001,8.0,nan,4.0,nan,nan,nan,nan,2.25,nan,30.0,nan,2.575
455,Cyclobalanopsis kouangsiensis,,,,3,28,,,,,5,,6,,27,,,,16,7,,31,29,7,9,6,,23,4.5,nan,nan,2.95,2.5,2.5,8.25,nan,nan,nan,1.5,nan,nan,1.5,nan,15.0,nan,4.0
456,Cyclobalanopsis lamellosa,,,,18,28,,,7,,15,,,,27,,,,16,23,,8,57,18,,11,,25,7.0,nan,nan,nan,nan,3.75,10.5,nan,nan,nan,nan,nan,nan,nan,nan,40.0,nan,3.05
457,Cyclobalanopsis litoralis,6,,,,28,,,,,5,,8,,27,,,,16,5,,31,19,4,,24,,17,7.5,nan,nan,nan,nan,2.825,7.083333333333334,nan,nan,nan,nan,nan,nan,4.0,nan,15.0,nan,2.875
458,Cyclobalanopsis litseoides,,,,32,28,,,,34,5,,,,27,,,,16,23,,8,29,4,,11,,42,1.9,nan,nan,nan,nan,5.5,4.75,nan,nan,nan,1.0,nan,nan,nan,nan,10.0,nan,3.575
459,Cyclobalanopsis lobbii,,,,3,28,,,7,,15,,8,,36,,,,2,,,8,19,23,25,6,,23,4.0,nan,nan,nan,nan,1.35,5.875,nan,nan,nan,nan,nan,nan,nan,nan,15.0,nan,4.75
460,Cyclobalanopsis longinux,,,,3,28,,,,,15,,,,27,,,,2,23,,8,32,4,23,6,,38,2.25,nan,nan,nan,nan,1.075,4.25,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.8
461,Cyclobalanopsis lungmaiensis,5,,,3,28,,,,,4,,,,27,2,,,16,23,,8,57,,35,,,86,3.5,nan,nan,1.5,0.85,nan,6.375,nan,nan,nan,2.5,nan,nan,nan,nan,30.0,nan,1.6
462,Cyclobalanopsis macrocalyx,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
463,Cyclobalanopsis macrocalyx var. litoralis,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
464,Cyclobalanopsis morii,,,9,18,10,,,,,4,,,,27,,,,4,,,8,19,3,13,,,43,3.25,nan,nan,nan,nan,1.575,4.666666666666667,nan,nan,nan,nan,nan,nan,1.0,nan,30.0,nan,1.9541666666666666
465,Cyclobalanopsis motuoensis,,,,18,22,,,,,4,,37,,33,,,,2,,,8,19,,25,16,,43,3.5,nan,nan,nan,nan,1.275,4.479166666666666,nan,nan,nan,nan,nan,nan,nan,nan,30.0,nan,1.4
466,Cyclobalanopsis multinervis,,,,8,17,,,,,15,,,,27,,,,,23,,,22,23,43,,,23,4.0,nan,nan,nan,nan,1.25,5.783333333333333,nan,nan,nan,nan,nan,nan,1.0,nan,12.0,nan,2.5375
467,Cyclobalanopsis myrsinifolia,,,9,3,18,,,,15,5,,8,,27,,,,2,18,,8,29,23,10,16,,57,2.9,nan,nan,nan,nan,1.325,5.125,nan,nan,nan,2.25,nan,nan,1.0,nan,20.0,nan,4.691666666666666
468,Cyclobalanopsis neglecta,,,,34,28,,,,,5,,8,,27,,,,12,,,8,19,4,,13,,32,1.15,nan,nan,nan,nan,1.35,5.25,nan,nan,nan,7.5,nan,nan,1.0,nan,20.0,nan,5.75
469,Cyclobalanopsis ningangensis,,,,3,7,,,7,15,15,,19,,27,,,,4,18,3,,30,,,24,,23,2.75,nan,nan,nan,nan,1.0,6.4375,nan,nan,nan,1.75,nan,nan,1.0,nan,15.0,nan,1.75
470,Cyclobalanopsis obovatifolia,5,,,8,22,,,7,,5,,,,27,,,,,23,,13,86,4,35,16,,47,2.0,nan,nan,nan,5.5,1.525,4.625,nan,nan,nan,nan,nan,nan,nan,nan,8.0,nan,4.35
471,Cyclobalanopsis oxyodon,,,,3,28,,,,15,15,,,,36,,,,16,23,,,19,23,,6,,17,5.5,nan,nan,nan,nan,1.45,10.25,nan,nan,nan,3.5,nan,nan,1.0,nan,20.0,nan,2.216666666666667
472,Cyclobalanopsis pachyloma,,,9,18,28,,,,8,15,,11,,27,,,,16,31,8,13,19,,,6,,47,3.5,nan,nan,nan,nan,2.25,6.083333333333334,nan,nan,nan,2.25,nan,nan,1.5,nan,17.0,nan,2.1333333333333333
473,Cyclobalanopsis patelliformis,,,,3,22,,,7,15,15,0,8,,33,,,,2,23,,,,4,4,24,,17,4.25,nan,nan,nan,nan,2.65,4.5,nan,nan,nan,4.75,nan,nan,3.0,nan,15.0,nan,2.708333333333333
474,Cyclobalanopsis pentacycla,,,,3,28,,,2,,15,,8,,33,,,,2,23,,8,19,9,,6,,86,5.0,nan,nan,nan,nan,1.2,7.083333333333334,nan,nan,nan,nan,nan,nan,1.0,nan,15.0,nan,3.4
475,Cyclobalanopsis phanera,,,,,28,,,,,5,,,,27,,,,16,23,,8,19,3,35,6,,23,4.0,nan,nan,nan,nan,2.2,6.800000000000001,nan,nan,nan,5.0,nan,nan,2.5,nan,25.0,nan,2.375
476,Cyclobalanopsis poilanei,,,,18,22,,,,34,15,,11,,36,,,,16,,,31,83,7,,16,,17,4.5,nan,nan,nan,nan,1.525,3.625,nan,nan,nan,1.5,nan,nan,1.8,nan,16.0,nan,4.666666666666666
477,Cyclobalanopsis rex,,,9,3,28,,,,,15,,6,,27,,,,16,5,,31,74,15,,29,,47,7.5,nan,nan,nan,nan,4.25,10.0,nan,nan,nan,nan,nan,nan,4.0,nan,30.0,nan,2.3
478,Cyclobalanopsis saravanensis,,,,18,7,,,,,5,,,,27,,,,2,23,,8,15,18,43,16,,25,3.5,nan,nan,nan,nan,1.875,11.5,nan,nan,nan,nan,nan,nan,1.5,nan,50.0,nan,1.75
479,Cyclobalanopsis semiserrata,,,9,3,15,,,,,15,,,,27,,,,16,,,8,74,3,,16,,46,5.0,nan,nan,nan,nan,2.35,9.333333333333334,nan,nan,nan,nan,nan,nan,nan,nan,10.0,nan,3.175
480,Cyclobalanopsis sessilifolia,,,,3,28,,,,15,15,,8,,27,,,,4,,,8,55,4,25,24,,23,2.75,nan,nan,nan,nan,1.15,9.25,nan,nan,nan,1.5,nan,nan,1.0,nan,25.0,nan,3.1
481,Cyclobalanopsis sichourensis,,,,8,28,,,,,4,,8,,36,,,,4,23,,31,19,7,25,6,,43,7.0,nan,nan,nan,nan,3.875,9.75,nan,nan,nan,nan,nan,nan,1.5,nan,20.0,nan,2.25
482,Cyclobalanopsis stenophylloides,,,,18,7,,,,15,5,,19,,36,,,,2,23,,8,29,14,36,6,,23,2.5,nan,nan,nan,nan,1.35,5.75,nan,nan,nan,2.25,nan,nan,1.0,nan,17.0,nan,1.55
483,Cyclobalanopsis stewardiana,,,,18,15,,,,,15,,,,27,,,,2,23,,8,63,4,,6,,22,3.0,nan,nan,nan,nan,nan,5.833333333333334,nan,nan,nan,2.0,nan,nan,nan,nan,12.0,nan,1.45
484,Cyclobalanopsis subhinoidea,,,,3,17,,,,,15,,6,,27,,,,,23,,31,19,17,,24,,43,3.375,nan,nan,nan,nan,2.75,4.166666666666667,nan,nan,nan,nan,nan,nan,nan,nan,13.0,nan,1.45
485,Cyclobalanopsis tenuicupula,,,,18,,,,,,4,,37,,27,,,,2,16,,8,74,14,43,11,,43,7.5,nan,nan,nan,nan,2.875,10.25,nan,nan,nan,4.0,nan,nan,1.0,nan,30.0,nan,3.1875
486,Cyclobalanopsis thorelii,,,,8,28,,,,,15,,37,,27,,,,,9,,13,74,3,43,16,,57,5.125,nan,nan,nan,nan,2.75,6.083333333333333,nan,nan,nan,nan,nan,nan,2.0,nan,30.0,nan,1.3333333333333335
487,Cyclobalanopsis tiaoloshanica,,,,8,17,,,,15,15,0,6,,27,,,,,5,,6,29,4,4,1,,43,2.1,nan,nan,nan,nan,1.5,7.0,nan,nan,nan,10.0,nan,nan,1.0,nan,12.0,nan,4.333333333333333
488,Cyclobalanopsis tomentosinervis,7,,,18,22,,,,,5,,,,27,,,,19,7,,31,32,7,35,16,,86,4.0,nan,nan,1.4,8.0,1.4,6.875,nan,nan,nan,6.0,nan,nan,1.0,nan,20.0,nan,4.05
489,Cyclobalanopsis xanthotricha,,,,3,17,,,,,15,,33,,27,9,,,,23,,21,29,3,36,11,,17,2.25,nan,nan,nan,nan,4.425,6.333333333333334,nan,nan,nan,nan,nan,nan,1.0,nan,8.0,nan,3.2
490,Cyclobalanopsis yin-qianii,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
491,Cyclobalanopsis yingjiangensis,,,,3,,,,7,34,,,33,,33,,,,,23,,,63,,43,24,,79,3.5,nan,nan,nan,nan,3.0,5.875,nan,nan,nan,3.0,2.0,nan,nan,nan,20.0,nan,2.0
492,Cyclobalanopsis yonganensis,,,,3,,,,,,4,,12,,15,,,,,13,,8,57,,,28,,32,3.3,nan,nan,nan,nan,1.6,6.550000000000001,nan,nan,nan,nan,nan,nan,nan,nan,20.0,nan,5.0
493,Fagaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,29,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
494,Fagus,,,,,,,,,,,,13,,,,,,15,,,,63,,,,,74,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
495,Fagus engleriana,,,,3,,,,,,16,,,,27,2,,,,,,8,,,,29,,57,nan,nan,nan,nan,nan,nan,3.216666666666667,nan,nan,nan,nan,nan,nan,nan,nan,25.0,4.5,nan
496,Fagus hayatae,,,,8,,5,,,,15,,,,27,3,,,,0,,26,,,,,,69,nan,nan,nan,nan,1.5,nan,6.75,nan,nan,nan,nan,nan,nan,nan,nan,20.0,1.25,2.0
497,Fagus hayatae subsp. pashanica,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
498,Fagus longipetiolata,,,,8,,,,,,5,,,,27,,,,,,,22,,,,24,,57,nan,nan,nan,nan,2.0,nan,5.5,nan,nan,nan,nan,nan,nan,nan,nan,25.0,5.5,nan
499,Fagus lucida,,,,3,,2,,,,5,,,,36,,,,,23,,26,,,,29,,57,nan,nan,nan,nan,1.5,nan,3.5166666666666666,nan,nan,nan,nan,nan,nan,nan,nan,25.0,1.0,1.5
500,Formanodendron,,,,,28,,,,,,,,,,,,,,,,,,,28,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
501,Formanodendron doichangensis,,,,,,,,,,,,6,,,,,,9,,,22,,,,,,87,nan,nan,nan,nan,nan,nan,8.5,nan,nan,nan,nan,nan,nan,nan,nan,21.0,nan,nan
502,Lithocarpus,,,,,26,,,,,,,,,,,,,,,,,19,,15,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
503,Lithocarpus amoenus,,,,8,,,,,35,15,,,,27,,,,,18,,21,19,,43,16,,17,6.0,nan,nan,nan,nan,1.8,7.333333333333334,nan,nan,nan,nan,nan,nan,1.0,nan,12.5,nan,2.075
504,Lithocarpus amygdalifolius,,,,3,23,,,,,5,,,,27,,,,9,,,,86,,42,16,,32,4.875,nan,nan,nan,nan,nan,9.083333333333332,nan,3.0,nan,nan,1.5,nan,nan,nan,30.0,nan,2.475
505,Lithocarpus apricus,,,,18,7,,,,,4,,0,,2,,,,8,12,,,19,,13,16,,57,4.75,nan,nan,nan,8.5,1.8,6.75,nan,9.0,nan,nan,2.625,nan,nan,nan,3.5,nan,1.2166666666666668
506,Lithocarpus arcaula,,,,3,7,,,,,5,,12,,,,,,9,,2,,16,23,,16,,25,4.125,nan,nan,nan,nan,1.75,9.75,nan,nan,nan,32.5,nan,nan,nan,nan,30.0,nan,13.566666666666666
507,Lithocarpus areca,,,,,7,,,,,15,,19,,,2,,,2,,,,56,,36,,,41,4.5,nan,nan,nan,1.7000000000000002,2.75,7.666666666666666,nan,5.0,nan,7.0,2.0,nan,nan,nan,12.5,nan,3.6166666666666663
508,Lithocarpus attenuatus,,,8,3,,,,,35,15,,19,,27,,,,,14,,8,86,23,43,32,,25,3.0,nan,nan,nan,nan,2.525,7.25,nan,0.5,nan,11.0,0.5,nan,nan,nan,12.5,nan,2.25
509,Lithocarpus bacgiangensis,,,9,3,,,,,,15,,,,27,,,,11,,,23,83,,35,16,,17,4.5,nan,nan,1.6,0.75,1.85,10.25,nan,7.0,nan,nan,nan,nan,nan,nan,12.5,nan,5.166666666666667
510,Lithocarpus balansae,,,,3,,,,,,15,,24,,27,,,,9,,,30,86,,42,16,,43,9.0,nan,nan,nan,nan,4.0,13.0,nan,nan,nan,nan,1.75,nan,nan,nan,30.0,nan,5.5
511,Lithocarpus bonnetii,,,,8,,,,,,7,,,,,,,,16,,,21,16,,0,16,,41,7.5,nan,nan,nan,nan,1.6,7.916666666666666,nan,nan,nan,nan,0.75,nan,nan,nan,20.0,nan,5.05
512,Lithocarpus brachystachyus,,,,6,7,,,,,,,6,,,,,,11,5,,8,16,,36,16,,57,2.0,nan,nan,5.5,1.0,1.3250000000000002,4.5,nan,1.5,nan,5.0,nan,nan,nan,nan,5.5,nan,4.3999999999999995
513,Lithocarpus brevicaudatus,,,,8,17,,,,,15,,12,,27,,,,8,,,,16,23,43,16,4,76,5.25,nan,nan,nan,nan,nan,6.5,nan,nan,nan,9.0,nan,nan,nan,nan,12.5,7.0,1.425
514,Lithocarpus calolepis,,,9,3,,,,,,5,,12,,27,,,,8,,,,83,,43,16,,32,2.95,nan,nan,nan,nan,2.25,4.75,nan,8.0,nan,12.0,1.25,nan,nan,nan,15.0,nan,1.55
515,Lithocarpus calophyllus,,,2,8,,,,,,5,,0,,15,,,,,14,,8,16,23,13,,,17,6.5,nan,nan,2.0,0.75,2.2,7.625,nan,5.5,nan,20.0,1.0,nan,nan,nan,28.0,nan,1.475
516,Lithocarpus carolineae,,,2,18,,,,7,,15,,6,,27,,,,,5,,,83,3,43,24,,43,5.0,nan,nan,nan,nan,3.875,8.625,nan,nan,nan,nan,8.0,nan,nan,nan,20.0,nan,2.2333333333333334
517,Lithocarpus caudatilimbus,,,,8,7,,,,39,5,,,,27,,,,,,,8,16,,42,16,,57,5.5,nan,nan,2.25,2.75,2.05,7.0,nan,4.0,nan,nan,1.0,nan,nan,nan,20.0,nan,3.466666666666667
518,Lithocarpus chifui,,,,3,,,,,,15,,6,,12,,,,11,,,,83,,43,16,,17,9.0,nan,nan,nan,nan,nan,12.325,nan,nan,nan,14.0,2.0,nan,nan,nan,20.0,nan,4.741666666666666
519,Lithocarpus chiungchungensis,,,,6,7,,,,,5,,,,27,,,,,,6,22,16,,37,16,,47,3.5,nan,nan,nan,nan,1.5,5.75,nan,7.0,nan,nan,1.0,nan,nan,nan,7.5,nan,4.8999999999999995
520,Lithocarpus chrysocomus,,,,46,,,,,,5,,,,27,,,,,12,,8,19,,,16,,57,4.0,nan,nan,nan,nan,1.6,6.5,nan,nan,nan,nan,1.25,nan,nan,nan,20.0,nan,2.525
521,Lithocarpus cinereus,,,,3,,,,,,4,,6,,27,,,,2,7,,8,,,13,16,,43,2.75,nan,nan,nan,nan,2.025,5.375,nan,7.0,nan,nan,nan,nan,3.0,nan,nan,nan,3.4875
522,Lithocarpus cleistocarpus,,,2,3,17,,,,,5,,,,12,,,,,7,,,19,,45,16,,25,4.0,nan,nan,nan,2.25,nan,7.125,nan,4.5,nan,nan,1.5,nan,nan,nan,7.5,nan,8.5
523,Lithocarpus cleistocarpus var. cleistocarpus,,,,,10,,,,,,,,,,,,,,,,,83,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
524,Lithocarpus cleistocarpus var. omeiensis,,,,,7,,,,,,,,,,,,,,,,,,,,,,89,nan,nan,nan,nan,nan,nan,1.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
525,Lithocarpus collettii,,,9,8,7,,,,,10,,12,,12,,,,4,,,13,16,,13,16,,43,4.25,nan,nan,nan,nan,1.8,11.375,nan,4.0,nan,nan,nan,nan,nan,nan,16.5,nan,3.4166666666666665
526,Lithocarpus confinis,,,2,3,,,,,,15,,0,,27,,,,8,,2,,83,23,,16,,43,2.35,nan,nan,nan,nan,1.5,6.0,nan,5.5,nan,nan,0.875,nan,nan,nan,10.0,nan,3.3
527,Lithocarpus corneus,9,,9,8,7,,,,,15,,19,,52,,,,2,,,,86,,42,6,,79,3.25,nan,nan,4.0,3.35,nan,7.5,nan,3.5,nan,10.0,2.5,nan,nan,nan,15.0,nan,nan
528,Lithocarpus corneus var. angustifolius,,,,,10,,,,,5,,,,,,,,,,,20,,,,,,43,1.65,nan,nan,nan,nan,nan,2.45,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.5
529,Lithocarpus corneus var. corneus,,,9,,7,,,,,,,,,,,,,,,,,91,,,,,17,4.25,nan,nan,nan,nan,4.0,7.125,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.35
530,Lithocarpus corneus var. fructuosus,,,,,,,,,,,,,,,,,,,,,,57,,,,,,nan,nan,nan,nan,nan,nan,1.375,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,2.0
531,Lithocarpus corneus var. hainanensis,,,,,,,,7,,,,,,,,,,,,,13,,,,,,47,nan,nan,nan,nan,nan,nan,1.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
532,Lithocarpus corneus var. rhytidophyllus,,,,,,,,,,,,,,,,,,,,,,19,,,,,8,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0
533,Lithocarpus corneus var. zonatus,,,,,,,,,,15,,,,,,,,,,,22,,,,,,32,4.0,nan,nan,nan,nan,nan,7.083333333333333,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
534,Lithocarpus craibianus,,,,3,,,,,35,15,,,,2,,,,,,,,86,,,16,,57,5.5,nan,nan,nan,nan,1.55,8.625,nan,nan,nan,30.0,0.5,nan,0.75,nan,20.0,nan,1.65
535,Lithocarpus crassifolius,,,,34,7,,,,,4,,6,,27,,,,2,13,,,22,,,16,,17,4.0,nan,nan,nan,nan,1.75,5.25,nan,5.0,nan,nan,2.0,nan,nan,nan,10.0,nan,2.033333333333333
536,Lithocarpus cryptocarpus,,,,3,7,,,,,15,,,,27,,,,11,7,,,16,,37,16,,17,7.0,nan,nan,nan,nan,nan,12.0,nan,nan,nan,nan,1.75,nan,nan,nan,12.5,nan,4.216666666666667
537,Lithocarpus cucullatus,,,,3,,,,,,5,,0,,27,,,,,,,31,19,,,32,,43,2.25,nan,nan,nan,nan,nan,4.875,nan,nan,nan,10.0,1.25,nan,nan,nan,15.0,nan,3.6833333333333336
538,Lithocarpus cyrtocarpus,,,,19,18,,,,,5,,,,2,,,,9,,,22,19,,36,,13,57,3.0,nan,nan,nan,nan,4.5,4.5,nan,nan,nan,3.5,1.25,nan,nan,nan,14.0,1.5,2.425
539,Lithocarpus damiaoshanicus,,,,21,17,,,,,15,,0,,27,,,,,41,,,19,,45,16,,32,4.0,nan,nan,nan,nan,2.5,5.5,nan,6.0,nan,nan,2.75,nan,nan,nan,7.0,nan,3.5
540,Lithocarpus dealbatus,,,9,3,,,,,,7,,,,27,,,,,18,,22,86,,,32,,57,3.5,nan,nan,nan,20.0,1.4,6.0,nan,nan,nan,nan,1.0,nan,nan,nan,20.0,nan,3.8
541,Lithocarpus dodonaeifolius,,,,32,,,,,,15,,,,27,,,,,,,31,16,,43,16,,32,1.5,nan,nan,1.2,4.5,1.2,7.75,nan,2.25,nan,nan,nan,nan,nan,nan,10.0,nan,4.583333333333333
542,Lithocarpus ducampii,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
543,Lithocarpus echinophorus,,,,3,,,,,,15,,0,,27,,,,,,,,83,,23,16,,17,2.75,nan,nan,nan,nan,nan,6.625,nan,1.2,nan,nan,nan,nan,3.0,nan,15.0,nan,10.0
544,Lithocarpus echinophorus var. bidoupensis,,,,,7,,,6,,5,,,,,,,,,,,,83,,,,,17,3.0,nan,nan,nan,nan,nan,7.25,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0
545,Lithocarpus echinophorus var. chapensis,,,,,,,,,,15,,,,,,,,,,,8,83,,,,,43,3.25,nan,nan,nan,nan,nan,4.5875,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.075
546,Lithocarpus echinophorus var. echinophorus,,,,,,,,,,5,,,,,,,,,14,,23,83,,,,,17,2.25,nan,nan,nan,nan,1.6,6.625,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.1
547,Lithocarpus echinotholus,,,,3,,,,,,15,,,,2,,,,,7,,22,83,,37,16,,17,8.0,nan,nan,nan,nan,2.45,10.083333333333334,nan,5.0,nan,12.5,1.0,nan,1.0,nan,15.0,nan,1.5
548,Lithocarpus elaeagnifolius,,,,3,7,,,,,15,,1,,27,11,,,16,,,23,16,,37,16,,43,1.75,nan,nan,nan,nan,1.4249999999999998,11.0,nan,2.5,nan,18.0,0.75,nan,nan,nan,12.5,nan,1.0833333333333335
549,Lithocarpus elizabethiae,,,,3,,,,,,5,,,,27,,,,9,14,,,83,,42,16,,43,3.0,nan,nan,nan,nan,2.15,7.25,nan,5.0,nan,nan,1.0,nan,nan,nan,12.0,nan,1.8666666666666667
550,Lithocarpus elmerrillii,,,,3,7,,,,,5,,6,,12,,,,2,14,,,86,,43,16,,43,4.5,nan,nan,2.1,0.8,2.75,7.875,nan,6.5,nan,nan,2.5,nan,nan,nan,25.0,nan,1.875
551,Lithocarpus eriobotryoides,,,,3,,,,7,,4,,,,27,,,,,,,21,29,,,16,,24,5.5,nan,nan,2.0,6.5,1.25,8.75,nan,6.5,nan,nan,1.0,nan,nan,nan,12.5,nan,4.133333333333333
552,Lithocarpus fangii,,,,8,7,,,,,5,,,,27,,,,16,,,23,86,,43,16,,47,2.5,nan,nan,nan,nan,1.9,6.5,nan,3.5,nan,15.0,1.25,nan,nan,nan,11.5,nan,4.55
553,Lithocarpus farinulentus,,,,3,7,,,,,5,,6,,27,,,,2,14,,8,16,,14,16,,57,5.0,nan,nan,9.0,4.0,9.5,9.75,nan,2.4583333333333335,nan,nan,5.0,nan,nan,nan,9.0,nan,8.583333333333332
554,Lithocarpus fenestratus,,,,8,,,,,,15,,,,27,,,,,22,,20,83,,,16,,32,4.5,nan,nan,nan,nan,nan,10.5,nan,6.5,nan,25.0,0.725,nan,nan,nan,27.5,nan,4.2666666666666675
555,Lithocarpus fenzelianus,,,,18,,,,,,4,,,,27,,,,9,7,,,19,,37,16,,57,4.5,nan,nan,nan,nan,nan,8.25,nan,3.5,nan,15.0,0.875,nan,nan,nan,30.0,nan,3.283333333333333
556,Lithocarpus floccosus,,,,18,,,,,,5,,,,27,,,,,,1,21,16,23,13,16,,57,2.25,nan,nan,nan,1.25,nan,6.5,nan,2.0,nan,11.5,nan,nan,nan,nan,8.5,nan,4.458333333333333
557,Lithocarpus fohaiensis,,,,3,,,,,,15,,,,27,,,,9,,,21,83,,35,16,,43,6.5,nan,nan,2.25,6.9750000000000005,2.0,10.75,nan,7.0,nan,nan,nan,nan,nan,nan,25.0,nan,2.2
558,Lithocarpus fordianus,,,9,8,10,,,,,5,,,,27,,,,,,,21,91,,13,,,43,6.0,nan,nan,3.0,2.5,3.0,9.75,nan,5.0,nan,6.5,6.25,nan,nan,nan,10.0,nan,2.0
559,Lithocarpus formosanus,,,,34,7,,,,,5,,,,27,,,,2,18,,31,16,,43,16,,17,2.3,nan,nan,nan,nan,1.6,3.825,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.1000000000000005
560,Lithocarpus gaoligongensis,,,9,8,,,,,,5,,19,,27,,,,8,18,,23,83,,13,16,,43,6.5,nan,nan,nan,nan,2.25,10.0,nan,9.0,nan,nan,nan,nan,nan,nan,25.0,nan,2.216666666666667
561,Lithocarpus garrettianus,,,,8,10,,,,,5,,,,27,,,,16,,,31,23,,,,,41,4.125,nan,nan,nan,nan,1.35,7.3125,nan,nan,nan,20.0,0.5,nan,1.0,nan,20.0,nan,1.025
562,Lithocarpus glaber,,,,8,,,,,,5,,,,27,,,,9,,8,21,29,12,13,,,47,4.0,nan,nan,1.25,7.5,1.15,5.25,nan,nan,nan,nan,0.75,nan,nan,nan,15.0,nan,3.575
563,Lithocarpus grandifolius,,,2,8,,,,,,5,,,,33,,,,,,2,21,83,,13,16,,47,10.0,nan,nan,nan,20.0,2.3,16.266666666666666,nan,nan,nan,nan,1.75,nan,nan,nan,12.5,nan,1.8250000000000002
564,Lithocarpus gymnocarpus,,,,3,7,,,7,,15,,,,27,,,,11,7,,8,16,,35,16,,17,4.0,nan,nan,nan,nan,4.5,9.625,nan,nan,nan,nan,5.0,nan,nan,nan,12.5,nan,6.291666666666667
565,Lithocarpus haipinii,,,,8,,,,,,5,,,,,,,,,,,20,16,23,,,,17,4.0,nan,nan,nan,nan,2.5,6.25,nan,nan,nan,nan,nan,nan,nan,nan,30.0,nan,1.65
566,Lithocarpus hancei,,,9,34,,,,,,10,,19,,,,,,,41,2,,86,,35,16,,57,3.75,nan,nan,nan,nan,1.525,4.875,nan,8.0,nan,nan,1.375,nan,nan,nan,15.0,nan,5.225
567,Lithocarpus handelianus,,,,3,,,,,,5,,15,,2,,,,9,22,,8,19,,42,16,,17,7.5,nan,nan,17.0,45.0,nan,7.666666666666666,nan,nan,nan,nan,nan,nan,0.75,nan,28.0,nan,1.975
568,Lithocarpus harlandii,,,8,18,,,,,,5,,12,,13,,,,8,,2,21,16,,43,,,32,4.5,nan,nan,1.7,8.0,1.9000000000000001,7.5,nan,4.5,nan,nan,1.625,nan,nan,nan,18.0,nan,5.35
569,Lithocarpus henryi,,,9,3,,,,,,15,,12,,27,,,,8,,,8,83,23,13,16,,43,4.5,nan,nan,1.95,1.0,2.0,9.75,nan,7.5,nan,20.0,0.75,nan,nan,nan,20.0,nan,4.183333333333334
570,Lithocarpus howii,,,,32,,,,7,38,15,,,,27,,,,9,,,,19,,0,6,,24,5.25,nan,nan,nan,nan,4.0,8.0,nan,7.0,nan,10.0,1.5,nan,nan,nan,12.5,nan,2.875
