,taxon,taxon_id,link,path,part_color,leaf_part_hair_surface,fruit_part_venation,leaf_part_apex_shape,part_shape,fruit_part_shape,leaf_part_color,leaf_part_base_shape,leaf_part_venation,leaf_part_shape,leaf_part_surface,leaf_part_margin,leaf_part_hair_shape,part_surface,flower_part_shape,flower_part_surface,fruit_part_surface,leaf_part_venation_lateral,fruit_part_color,leaf_part_lobe_shape,leaf_part_margin_margin,inflorescence_shape,part_size_length,inflorescence_size_width,flower_part_size_length,fruit_part_size_length,inflorescence_size_length,fruit_part_size_width,leaf_part_size_length,leaf_part_size_width,part_size_height,leaf_part_size_thickness,part_size_diameter
393,Castanopsis mekongensis,210000213,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000213,data/eFloras/Fagaceae_2/treatments/taxon_id_210000213.html,[],[],[],['acuminate'],[],['spheric'],"['gray', 'brown-gray', 'black-brown', 'gray-yellow']","['acute', 'orbicular', 'symmetric']","['midrib', 'impressed', 'vein']",['elliptic-ovate'],"['puberulent', 'pubescent']",[],[],[],[],[],['pubescent'],[],[],[],['entire'],[],nan,nan,nan,4.616666666666667,nan,1.75,7.583333333333334,6.5,nan,2.0,nan
394,Castanopsis nigrescens,210000214,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000214,data/eFloras/Fagaceae_2/treatments/taxon_id_210000214.html,"['brown', 'gray', 'black-brown', 'gray-pruinose', 'gray-yellow']",[],[],"['mucronate', 'acuminate']",['subglobose'],['ovoid'],"['gray', 'black-brown', 'gray-yellow', 'brown-yellow']","['symmetric', 'orbicular', 'oblique']","['midrib', 'impressed', 'vein']",['ovate'],['puberulent'],[],[],"['puberulent', 'tomentose']",[],[],['pubescent'],[],[],[],['entire'],[],4.0,nan,nan,9.375,nan,nan,4.766666666666667,4.5,11.5,4.0,nan
395,Castanopsis oblonga,210000215,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000215,data/eFloras/Fagaceae_2/treatments/taxon_id_210000215.html,['black-brown'],[],[],['acuminate'],['obovoid'],[],"['brown-gray', 'brown-yellow']","['acute', 'cuneate', 'symmetric']","['midrib', 'impressed', 'vein']",['ovate'],['glabrous'],[],[],[],[],[],['puberulent'],[],[],[],"['entire', 'dentate', 'crenate']",[],3.0,nan,nan,3.3333333333333335,nan,nan,7.0,2.75,9.0,1.0,nan
396,Castanopsis oleifera,242001030,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=242001030,data/eFloras/Fagaceae_2/treatments/taxon_id_242001030.html,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
397,Castanopsis orthacantha,200006248,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006248,data/eFloras/Fagaceae_2/treatments/taxon_id_200006248.html,[],[],[],['acute'],[],"['subglobose', 'ovoid']",['brown'],"['acute', 'orbicular', 'symmetric', 'oblique']","['midrib', 'vein']",['ovate'],['pubescent'],[],[],[],[],[],['pubescent'],[],[],[],"['serrulate', 'entire']",[],nan,nan,nan,4.75,nan,nan,6.625,3.75,12.5,2.75,nan
398,Castanopsis ouonbiensis,210000216,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000216,data/eFloras/Fagaceae_2/treatments/taxon_id_210000216.html,[],[],[],"['acute', 'acuminate']","['subglobose', 'ellipsoid', 'slender']",[],['brown-red'],"['cuneate', 'orbicular']","['midrib', 'impressed', 'vein']",['elliptic'],['puberulent'],[],[],[],[],[],"['tomentulose', 'glabrous']",[],"['brown', 'brown-yellow']",[],['entire'],[],nan,nan,nan,5.233333333333333,15.0,1.2999999999999998,6.25,5.0,25.0,1.5,nan
399,Castanopsis platyacantha,200006249,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006249,data/eFloras/Fagaceae_2/treatments/taxon_id_200006249.html,[],[],[],"['acute', 'acuminate']",[],"['subglobose', 'ellipsoid']","['gray-silver', 'brown-gray', 'gray-yellow', 'brown-red']","['cuneate', 'orbicular', 'oblique']","['midrib', 'impressed', 'vein']",['ovate'],['pubescent'],[],[],['glabrous'],[],[],['pubescent'],[],"['brown', 'brown-gray']",[],"['serrate', 'entire']",[],nan,nan,3.5,6.625,nan,1.7,7.175000000000001,4.5,20.0,nan,nan
400,Castanopsis qingbeiensis,242001031,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=242001031,data/eFloras/Fagaceae_2/treatments/taxon_id_242001031.html,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
401,Castanopsis remotidenticulata,210000217,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000217,data/eFloras/Fagaceae_2/treatments/taxon_id_210000217.html,['brown-purple'],[],[],"['caudate', 'acuminate']",['subglobose'],[],[],"['cuneate', 'orbicular', 'oblique']","['rib', 'midrib', 'vein']",['oblong'],[],[],[],['glabrous'],[],[],['puberulent'],[],[],[],['serrate'],[],3.0,nan,nan,4.233333333333333,nan,nan,5.416666666666666,3.5,25.0,1.5,nan
402,Castanopsis rockii,210000218,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000218,data/eFloras/Fagaceae_2/treatments/taxon_id_210000218.html,"['brown', 'purple-red']",[],[],"['acute', 'acuminate']",[],"['elliptic', 'subglobose']",[],"['cuneate', 'oblique']","['vein', 'midrib']",['oblong'],[],[],[],"['puberulent', 'glabrous']",[],[],['hairy'],[],['brown'],[],['entire'],[],nan,nan,nan,3.8,nan,nan,7.666666666666666,5.5,23.5,2.5,nan
403,Castanopsis rufotomentosa,210000219,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000219,data/eFloras/Fagaceae_2/treatments/taxon_id_210000219.html,[],[],[],['obtuse'],[],"['subglobose', 'spheric']",['brown-red'],"['acute', 'orbicular']","['midrib', 'impressed', 'vein']",['lanceolate'],[],[],[],[],[],[],['glabrous'],[],[],[],['entire'],[],nan,nan,nan,10.5,nan,nan,6.550000000000001,3.0,21.5,1.0,nan
404,Castanopsis sclerophylla,200006250,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006250,data/eFloras/Fagaceae_2/treatments/taxon_id_200006250.html,[],[],[],['acuminate'],[],"['subglobose', 'spheric']",['gray-silver'],"['cuneate', 'orbicular']","['midrib', 'impressed', 'vein']",['oblong'],[],[],[],[],[],[],"['puberulent', 'tomentulose']",[],['brown-yellow'],[],"['serrulate', 'entire']",[],nan,nan,nan,5.512499999999999,15.0,nan,6.5,nan,nan,1.0,nan
405,Castanopsis subuliformis,210000220,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000220,data/eFloras/Fagaceae_2/treatments/taxon_id_210000220.html,"['brown', 'black-brown']",[],[],"['caudate', 'acute']",['spheric'],[],"['brown-yellow', 'gray-yellow', 'brown-red']","['acute', 'orbicular']","['midrib', 'impressed', 'vein']",['oblong'],['pubescent'],[],[],['glabrous'],[],[],['pilose'],[],['brown'],[],[],[],1.5,nan,nan,4.5,nan,1.5,6.5,4.0,25.0,1.0,nan
406,Castanopsis tcheponensis,210000221,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000221,data/eFloras/Fagaceae_2/treatments/taxon_id_210000221.html,[],[],[],[],[],"['subglobose', 'ovoid']","['brown-yellow', 'green-yellow']",[],"['vein', 'midrib']",['elliptic'],['glabrous'],[],[],[],[],[],['glabrous'],[],[],[],[],"['subglobose', 'stalked']",nan,nan,nan,1.65,15.75,1.2999999999999998,9.75,5.0,nan,1.0,nan
407,Castanopsis tessellata,210000222,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000222,data/eFloras/Fagaceae_2/treatments/taxon_id_210000222.html,[],[],[],['acuminate'],[],['subglobose'],['brown-yellow'],"['acute', 'cuneate', 'symmetric', 'oblique']","['vein', 'impressed', 'midrib']",['oblong'],"['puberulent', 'pilose']",[],[],[],[],[],['pilose'],[],[],[],['entire'],[],nan,nan,nan,7.633333333333333,nan,1.75,12.375,6.5,12.5,nan,nan
408,Castanopsis tibetana,200006251,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006251,data/eFloras/Fagaceae_2/treatments/taxon_id_200006251.html,"['black', 'black-brown']",[],[],['acuminate'],"['radially symmetric', 'spheric']",[],"['brown-purple', 'brown-yellow', 'brown-red']","['cuneate', 'orbicular', 'symmetric']","['midrib', 'impressed', 'vein']",['elliptic-ovate'],['puberulent'],[],[],['glabrous'],[],[],['hairy'],[],[],[],[],[],6.0,nan,nan,1.65,15.0,2.4,8.916666666666668,7.5,nan,3.5,nan
409,Castanopsis tonkinensis,210000223,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000223,data/eFloras/Fagaceae_2/treatments/taxon_id_210000223.html,[],[],[],"['caudate', 'acute']",[],['ellipsoid'],"['green', 'brown-red']",['cuneate'],"['midrib', 'impressed', 'vein']",['lanceolate'],"['villose', 'membranous', 'glabrous']",[],[],['glabrous'],[],[],['pilose'],[],['brown'],[],['entire'],"['subglobose', 'ellipsoid', 'ovoid']",nan,nan,nan,4.775,20.0,nan,5.375,2.75,15.0,0.75,nan
410,Castanopsis tribuloides,200006252,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006252,data/eFloras/Fagaceae_2/treatments/taxon_id_200006252.html,['brown'],[],[],['acute'],"['ellipsoid', 'spheric', 'slender']",[],"['brown', 'gray', 'brown-gray', 'brown-red']","['acute', 'orbicular']","['vein', 'impressed', 'midrib']",['elliptic'],['pubescent'],[],[],['pubescent'],[],[],['glabrous'],[],[],[],['entire'],[],1.6,nan,nan,8.75,nan,1.3,5.916666666666666,4.25,7.5,1.0,nan
411,Castanopsis uraiana,210000224,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000224,data/eFloras/Fagaceae_2/treatments/taxon_id_210000224.html,['gray'],[],[],[],['cupular'],[],"['brown', 'brown-red']",['attenuate'],"['midrib', 'impressed', 'vein']",['elliptic-ovate'],['puberulent'],[],[],['puberulent'],[],[],[],[],[],[],"['serrate', 'entire']",[],nan,nan,nan,4.9,nan,9.5,5.55,2.5,nan,nan,nan
412,Castanopsis wattii,210000225,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000225,data/eFloras/Fagaceae_2/treatments/taxon_id_210000225.html,['brown-purple'],[],[],['acuminate'],[],['triangular'],[],"['acute', 'cuneate', 'oblique']","['midrib', 'impressed', 'vein']",['ovate'],[],[],[],"['pubescent', 'glabrous']",['subglobose'],[],['hairy'],[],[],[],[],[],nan,nan,nan,5.375,20.0,1.25,7.3916666666666675,4.0,17.5,1.25,nan
413,Castanopsis wenchangensis,210000226,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000226,data/eFloras/Fagaceae_2/treatments/taxon_id_210000226.html,[],[],[],"['acute', 'acuminate']",['subglobose'],['subglobose'],[],"['acute', 'orbicular']","['midrib', 'impressed', 'vein']",['lanceolate'],[],[],[],[],[],[],"['puberulent', 'pubescent']",[],[],[],[],[],nan,nan,nan,2.5875,5.5,nan,3.283333333333333,2.75,6.5,1.5,nan
414,Castanopsis wuzhishangensis,242001032,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=242001032,data/eFloras/Fagaceae_2/treatments/taxon_id_242001032.html,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
415,Castanopsis xichouensis,210000227,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000227,data/eFloras/Fagaceae_2/treatments/taxon_id_210000227.html,[],[],[],['acute'],[],[],"['gray', 'black-brown', 'brown-red']","['attenuate', 'cuneate', 'oblique']","['midrib', 'vein']",['elliptic'],[],[],[],['glabrous'],[],[],['puberulent'],[],['brown'],[],['serrate'],[],4.0,nan,nan,12.866666666666667,nan,nan,7.25,4.75,15.0,1.5,nan
416,Cyclobalanopsis,108828,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=108828,data/eFloras/Fagaceae_2/treatments/taxon_id_108828.html,[],[],[],[],"['ellipsoid-ovoid', 'ovoid', 'ovoid-spheric']",[],[],[],[],['fused'],[],[],[],['smooth'],[],[],[],[],[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
417,Cyclobalanopsis albicaulis,210000348,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000348,data/eFloras/Fagaceae_2/treatments/taxon_id_210000348.html,['white'],[],[],"['caudate', 'acuminate']","['', 'sulcate', 'saucerlike']","['ellipsoid-oblong', 'orbicular']",['brown-pruinose'],"['cuneate', 'orbicular']","['vein', 'impressed', 'midrib']",['elliptic-oblong'],"['pubescent', 'glabrous']",[],[],['glabrous'],[],[],"['puberulent', 'glabrous']",[],['brown'],[],"['entire', 'crenulate', 'crenate']",[],2.0,nan,nan,4.0,2.5,2.5,7.625,4.5,30.0,nan,nan
418,Cyclobalanopsis annulata,210000349,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000349,data/eFloras/Fagaceae_2/treatments/taxon_id_210000349.html,"['gray', 'brown-gray']",[],[],"['caudate', 'acuminate']","['', 'convex', 'sulcate', 'saucerlike']",['ovoid'],[],['cuneate'],"['vein', 'impressed', 'midrib']",['elliptic-oblong'],['smooth'],[],[],"['sericeous', 'pubescent']",[],[],[],[],[],[],"['serrate', 'serrulate', 'entire']",[],1.0,nan,nan,1.35,nan,1.25,9.0,2.8,15.0,1.0,nan
419,Cyclobalanopsis argyrotricha,210000350,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000350,data/eFloras/Fagaceae_2/treatments/taxon_id_210000350.html,['brown-yellow'],[],[],['acuminate'],[],"['cupular', 'ovoid']",['green'],"['orbicular', 'oblique']","['midrib', 'vein']",['ovate'],"['surface', 'tomentose']",[],['stellate'],['tomentose'],[],[],"['sericeous', 'tomentose']",[],"['brown-yellow', 'golden']",[],['serrate'],[],nan,nan,nan,3.2583333333333333,nan,1.35,5.375,3.25,nan,2.0,nan
420,Cyclobalanopsis augustinii,210000351,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000351,data/eFloras/Fagaceae_2/treatments/taxon_id_210000351.html,[],[],[],[],"['sulcate', 'slender']","['convex', 'ovoid', 'oblong-ovoid']",[],[],[],['lanceolate-ovate'],['glabrous'],[],[],[],[],[],"['sericeous', 'puberulent', 'glabrous']",[],['brown-gray'],[],"['entire', 'crenulate']",['cupular'],nan,nan,nan,1.9416666666666667,3.5,1.075,5.125,2.5,10.0,1.0,nan
421,Cyclobalanopsis augustinii var. nigrinux,250065019,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=250065019,data/eFloras/Fagaceae_2/treatments/taxon_id_250065019.html,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
422,Cyclobalanopsis austrocochinchinensis,210000352,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000352,data/eFloras/Fagaceae_2/treatments/taxon_id_210000352.html,['brown'],[],[],"['acute', 'acuminate']",['oblong'],"['cupular', 'angular']",['green'],['cuneate'],"['vein', 'midrib']",['elliptic-oblong'],['pubescent'],[],['stellate'],[],[],[],['tomentose'],[],['brown-yellow'],[],['dentate'],[],nan,nan,nan,1.3250000000000002,nan,1.6,7.5,4.0,15.0,2.0,nan
423,Cyclobalanopsis austroglauca,210000353,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000353,data/eFloras/Fagaceae_2/treatments/taxon_id_210000353.html,['brown'],['glabrous'],[],['acuminate'],"['oblong', 'orbicular']","['ovoid', 'saucerlike']",[],"['cuneate', 'oblique']","['vein', 'midrib']",['sulcate'],['glabrous'],['dentate'],[],['glabrous'],[],[],"['tomentose', 'glabrous']",[],['brown-gray'],[],[],[],nan,nan,nan,4.133333333333334,nan,1.4,6.208333333333334,4.0,10.0,1.0,nan
424,Cyclobalanopsis bella,210000354,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000354,data/eFloras/Fagaceae_2/treatments/taxon_id_210000354.html,[],[],[],['acuminate'],[],[],['green'],"['cuneate', 'oblique']","['midrib', 'vein']",['elliptic-oblong'],"['pubescent', 'glabrous']",[],[],['pubescent'],[],[],"['sericeous', 'pubescent', 'puberulent']",[],"['brown-orange', 'brown-gray']",[],['denticulate'],['disk'],nan,nan,nan,2.875,1.5,2.675,4.733333333333333,2.75,30.0,1.0,nan
425,Cyclobalanopsis blakei,210000355,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000355,data/eFloras/Fagaceae_2/treatments/taxon_id_210000355.html,[],[],[],['acuminate'],[],"['ellipsoid', 'ovoid']",['red'],['cuneate'],"['vein', 'midrib']",['slender'],"['tomentose', 'glabrous']",[],[],['glabrous'],[],[],"['sericeous', 'tomentose']",[],"['brown-orange', 'brown-gray']",[],"['entire', 'dentate']",['saucerlike'],nan,nan,nan,5.25,1.5,2.375,8.083333333333334,1.75,35.0,1.0,nan
426,Cyclobalanopsis camusiae,210000356,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000356,data/eFloras/Fagaceae_2/treatments/taxon_id_210000356.html,['brown'],[],[],"['caudate', 'acuminate']",[],"['convex', 'subglobose', 'saucerlike']",['green'],"['cuneate', 'oblique']","['vein', 'midrib']",['elliptic-lanceolate'],['glabrous'],[],[],"['hairy', 'tomentose']",[],[],"['sericeous', 'tomentose']",[],['brown'],[],"['serrulate', 'entire']",[],nan,nan,nan,3.425,nan,2.25,7.333333333333334,4.0,15.0,3.0,nan
427,Cyclobalanopsis championii,210000357,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000357,data/eFloras/Fagaceae_2/treatments/taxon_id_210000357.html,['brown-gray'],[],[],[],"['sulcate', 'stellate']",['ovoid'],"['brown-orange', 'green']",['cuneate'],"['vein', 'impressed', 'midrib']",['obovate'],"['tomentose', 'glabrous']",[],[],['tomentose'],[],[],"['hairy', 'tomentose']",[],"['brown', 'brown-yellow']",[],['entire'],['saucerlike'],nan,nan,nan,4.416666666666667,4.0,1.2,3.95,3.0,20.0,1.0,nan
428,Cyclobalanopsis changhualingensis,250073013,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=250073013,data/eFloras/Fagaceae_2/treatments/taxon_id_250073013.html,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
429,Cyclobalanopsis chapensis,210000358,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000358,data/eFloras/Fagaceae_2/treatments/taxon_id_210000358.html,['brown-gray'],[],[],['acuminate'],"['oblong', 'sulcate']",['saucerlike'],[],['cuneate'],"['midrib', 'vein']",['elliptic-oblong'],['glabrous'],[],[],"['villose', 'glabrous']",[],[],"['sericeous', 'tomentose']",[],['brown-orange'],[],['dentate'],[],nan,nan,nan,5.05,nan,2.55,7.541666666666667,3.0,20.0,4.0,nan
430,Cyclobalanopsis chevalieri,210000359,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000359,data/eFloras/Fagaceae_2/treatments/taxon_id_210000359.html,['white'],[],[],['caudate'],"['sulcate', 'slender']","['cupular', 'ovoid', 'ellipsoid-oblong']",['green'],['cuneate'],"['midrib', 'impressed', 'vein']",['elliptic'],"['puberulent', 'glabrous']",[],[],[],[],[],"['sericeous', 'glabrous']",[],['brown'],[],"['dentate', 'serrulate', 'entire']",[],nan,nan,nan,2.1791666666666667,nan,1.0,7.5,3.0,20.0,1.0,nan
431,Cyclobalanopsis chingsiensis,210000360,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000360,data/eFloras/Fagaceae_2/treatments/taxon_id_210000360.html,"['brown', 'brown-red']",[],[],['acuminate'],[],[],[],"['orbicular', 'oblique']","['midrib', 'vein']",['slender'],['glabrous'],[],['stellate'],['verrucose'],[],[],['puberulent'],[],[],[],['serrate'],[],nan,nan,nan,7.0,nan,2.5,4.95,4.0,15.0,3.0,nan
432,Cyclobalanopsis chungii,210000361,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000361,data/eFloras/Fagaceae_2/treatments/taxon_id_210000361.html,['brown'],['tomentose'],[],"['recurved', 'caudate', 'acute']",[],['saucerlike'],['brown-gray'],['cuneate'],"['midrib', 'vein']",['elliptic'],[],['entire'],['stellate'],[],[],[],['tomentose'],[],['brown-gray'],[],['serrulate'],[],nan,nan,nan,4.083333333333333,1.75,1.725,4.333333333333333,2.75,15.0,2.0,nan
433,Cyclobalanopsis daimingshanensis,210000362,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000362,data/eFloras/Fagaceae_2/treatments/taxon_id_210000362.html,[],[],[],[],[],['ellipsoid-oblong'],"['white', 'green']",['cuneate'],"['vein', 'midrib']",['elliptic-obovate'],['glabrous'],['entire'],[],['glabrous'],[],[],['glabrous'],[],['white'],[],['serrulate'],['saucerlike'],nan,nan,nan,3.466666666666667,1.0,1.25,6.0,2.25,15.0,nan,nan
434,Cyclobalanopsis delavayi,210000363,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000363,data/eFloras/Fagaceae_2/treatments/taxon_id_210000363.html,[],[],[],['acuminate'],[],"['convex', 'ellipsoid', 'ovoid']",[],['cuneate'],"['vein', 'impressed', 'midrib']",['oblong'],[],[],[],[],[],[],"['sericeous', 'tomentose']",[],['brown-orange'],[],['denticulate'],"['saucerlike', 'stellate']",nan,nan,nan,6.133333333333333,4.0,1.25,5.875,3.25,20.0,2.0,nan
435,Cyclobalanopsis delicatula,210000364,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000364,data/eFloras/Fagaceae_2/treatments/taxon_id_210000364.html,[],[],[],['caudate'],[],"['cupular', 'ellipsoid']",[],['cuneate'],"['vein', 'midrib']",['slender'],['glabrous'],['denticulate'],[],['glabrous'],[],[],['pubescent'],[],['brown-gray'],[],['entire'],[],nan,nan,nan,2.4375,nan,1.675,4.5,2.75,13.0,1.0,nan
436,Cyclobalanopsis dinghuensis,210000365,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000365,data/eFloras/Fagaceae_2/treatments/taxon_id_210000365.html,['brown-gray'],[],[],['orbicular'],['sulcate'],"['convex', 'ellipsoid', 'saucerlike']","['brown', 'green']","['cuneate', 'orbicular']","['midrib', 'vein']",['elliptic-oblong'],['tomentose'],[],[],['tomentose'],[],[],['tomentose'],[],['brown-gray'],[],['entire'],[],5.0,nan,nan,2.716666666666667,nan,2.05,4.791666666666666,2.25,8.0,nan,nan
437,Cyclobalanopsis disciformis,210000366,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000366,data/eFloras/Fagaceae_2/treatments/taxon_id_210000366.html,[],[],[],"['caudate', 'acuminate']",[],['disk'],[],"['cuneate', 'oblique']","['vein', 'impressed', 'midrib']",['oblong'],['tomentose'],[],[],[],[],[],"['puberulent', 'tomentose']",[],"['brown-orange', 'brown-gray']",[],[],[],nan,nan,nan,2.9375,nan,2.0,8.5,3.25,12.0,4.0,nan
438,Cyclobalanopsis dongfangensis,242316056,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=242316056,data/eFloras/Fagaceae_2/treatments/taxon_id_242316056.html,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
439,Cyclobalanopsis edithiae,210000367,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000367,data/eFloras/Fagaceae_2/treatments/taxon_id_210000367.html,[],[],[],[],['angular'],"['convex', 'ellipsoid', 'saucerlike']","['gray', 'green', 'white']",['cuneate'],"['vein', 'midrib']",['elliptic-oblong'],['glabrous'],['denticulate'],[],['glabrous'],[],[],"['puberulent', 'villose']",[],['brown-orange'],[],[],[],nan,nan,nan,3.3666666666666663,1.5,2.325,6.5,4.0,20.0,2.5,nan
440,Cyclobalanopsis elevaticostata,210000368,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000368,data/eFloras/Fagaceae_2/treatments/taxon_id_210000368.html,"['brown-purple', 'white']",[],[],['acuminate'],['sulcate'],"['convex', 'cupular', 'ellipsoid', 'ellipsoid-ovoid']",['green'],['cuneate'],"['vein', 'midrib']",['elliptic'],['glabrous'],[],[],['glabrous'],[],[],[],[],['gray-yellow'],[],['serrate'],[],nan,nan,nan,3.3666666666666667,nan,1.1,8.625,4.0,20.0,nan,nan
441,Cyclobalanopsis fleuryi,210000369,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000369,data/eFloras/Fagaceae_2/treatments/taxon_id_210000369.html,['brown-orange'],[],[],"['acute', 'acuminate']","['', 'campanulate']","['convex', 'ellipsoid']","['brown-orange', 'white']",['cuneate'],"['vein', 'midrib']",['elliptic-oblong'],['tomentose'],[],[],['tomentose'],[],[],['tomentose'],[],[],[],"['serrulate', 'entire', 'undulate']",[],2.75,nan,nan,5.125,nan,2.5,11.116666666666667,6.5,25.0,nan,nan
442,Cyclobalanopsis fuliginosa,250075682,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=250075682,data/eFloras/Fagaceae_2/treatments/taxon_id_250075682.html,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
443,Cyclobalanopsis gambleana,210000370,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000370,data/eFloras/Fagaceae_2/treatments/taxon_id_210000370.html,['brown'],[],[],['acuminate'],[],"['convex', 'ellipsoid', 'ovoid']","['brown', 'gray']","['cuneate', 'orbicular']","['vein', 'impressed', 'midrib']",['stellate'],['tomentose'],[],[],['tomentose'],[],[],"['sericeous', 'hairy', 'tomentose']",[],['brown'],[],"['serrate', 'denticulate']",['cupular'],nan,nan,nan,3.6666666666666665,1.0,1.65,9.75,3.5,20.0,1.0,nan
444,Cyclobalanopsis gilva,210000371,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000371,data/eFloras/Fagaceae_2/treatments/taxon_id_210000371.html,['brown-orange'],[],[],['acuminate'],['stellate'],['ellipsoid-obovoid'],['brown'],['cuneate'],"['vein', 'midrib']",['oblanceolate'],['puberulent'],[],[],['tomentose'],[],[],['puberulent'],[],['brown-gray'],[],"['entire', 'denticulate']",[],nan,nan,nan,4.75,1.0,1.225,5.125,2.75,30.0,1.0,nan
445,Cyclobalanopsis glauca,210000372,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000372,data/eFloras/Fagaceae_2/treatments/taxon_id_210000372.html,[],[],[],"['caudate', 'acuminate']",[],"['ellipsoid', 'convex', 'oblong-ovoid', 'saucerlike', 'ovoid']",[],"['cuneate', 'orbicular']","['vein', 'midrib']",['obovate'],['glabrous'],[],[],['glabrous'],[],[],"['sericeous', 'hairy', 'puberulent', 'glabrous']",[],['white'],[],"['entire', 'denticulate']",[],nan,nan,nan,3.7875,nan,1.15,5.75,3.75,20.0,nan,nan
