,taxon,taxon_id,link,path,part_color,leaf_part_hair_surface,fruit_part_venation,leaf_part_apex_shape,part_shape,fruit_part_shape,leaf_part_color,leaf_part_base_shape,leaf_part_venation,leaf_part_shape,leaf_part_surface,leaf_part_margin,leaf_part_hair_shape,part_surface,flower_part_shape,flower_part_surface,fruit_part_surface,leaf_part_venation_lateral,fruit_part_color,leaf_part_lobe_shape,leaf_part_margin_margin,inflorescence_shape,part_size_length,inflorescence_size_width,flower_part_size_length,fruit_part_size_length,inflorescence_size_length,fruit_part_size_width,leaf_part_size_length,leaf_part_size_width,part_size_height,leaf_part_size_thickness,part_size_diameter
117,Quercus gravesii,233501040,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501040,data/eFloras/Fagaceae_1/treatments/taxon_id_233501040.html,"['black', 'brown', 'brown-red']",[],['striate'],"['attenuate', 'acute', 'obtuse']","['ellipsoid', 'ovoid']","['turbinate', 'ellipsoid', 'oblong', 'subglobose', 'acute', 'cup-shaped', 'ovoid']",['green'],"['obtuse', 'cordate', 'orbicular', 'cuneate']",[],['ovate'],"['surface', 'glabrate']",[],[],"['glabrate', 'glabrous']",[],[],"['puberulent', 'glabrate', 'glabrous', 'pubescent', 'surface']",[],[],['acute'],[],[],2.0,nan,nan,4.75,nan,9.75,40.0,39.125,nan,nan,2.0
118,Quercus grisea,233501041,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501041,data/eFloras/Fagaceae_1/treatments/taxon_id_233501041.html,"['gray', 'brown-red']",['pubescent'],[],['acute'],"['subglobose', 'ovoid', 'stellate']","['ellipsoid', 'ovoid']","['yellow', 'green']","['cordate', 'orbicular']",['vein'],['subulate'],"['surface', 'pubescent']",[],['stellate'],"['tomentulose', 'tomentose']",['cup-shaped'],[],['glabrate'],[],"['brown', 'brown-red']",[],[],[],1.0,nan,30.0,11.0,nan,10.75,18.25,22.5,nan,nan,1.5
119,Quercus havardii,233501042,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501042,data/eFloras/Fagaceae_1/treatments/taxon_id_233501042.html,"['brown', 'gray', 'yellow', 'brown-red']",[],[],['orbicular'],['subglobose'],"['acute', 'ovoid', 'ovate-triangular']","['brown', 'gray', 'yellow', 'green']","['cuneate', 'orbicular']",['vein'],"['oblong', 'stellate']","['surface', 'glabrate', 'tomentulose', 'pubescent']",['undulate'],[],"['pubescent', 'glabrate', 'tomentulose', 'glabrous']",['cup-shaped'],[],"['pubescent', 'canescent']",[],['brown'],[],[],[],1.15,nan,10.0,14.75,nan,18.0,51.75,35.0,nan,nan,1.75
120,Quercus hemisphaerica,233501043,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501043,data/eFloras/Fagaceae_1/treatments/taxon_id_233501043.html,"['brown', 'brown-red']",[],[],"['acute', 'acuminate']",['ovoid'],"['turbinate', 'hemispheric', 'acute', 'saucerlike', 'ovoid', 'obtuse']",[],"['obtuse', 'orbicular']",[],['ovate'],"['surface', 'glabrous']",[],[],['glabrous'],[],[],"['surface', 'puberulent', 'glabrate', 'pubescent']",[],[],[],['entire'],[],2.5,nan,nan,10.125,nan,13.5,39.0,25.0,nan,nan,1.75
121,Quercus hinckleyi,233501044,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501044,data/eFloras/Fagaceae_1/treatments/taxon_id_233501044.html,"['brown', 'gray', 'glaucous']",[],[],"['acute', 'obtuse']","['stellate', 'branched']",['ovoid'],"['glaucous', 'blue-green']","['cordate', 'auriculate']",['vein'],['orbicular'],"['surface', 'glabrous']",[],[],"['pubescent', 'glabrous']",['saucerlike'],[],['glabrous'],[],[],[],['crisped'],[],0.625,nan,nan,8.5,nan,11.25,8.5,15.0,nan,nan,1.25
122,Quercus hypoleucoides,233501045,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501045,data/eFloras/Fagaceae_1/treatments/taxon_id_233501045.html,"['black', 'brown-red']",[],[],"['attenuate', 'acute']",['ovoid'],"['oblong', 'ellipsoid', 'cup-shaped']",['white'],"['cuneate', 'orbicular']",[],['ovate'],"['surface', 'pubescent', 'tomentose', 'glabrous']",['entire'],[],['pubescent'],[],[],"['puberulent', 'glabrous', 'pubescent', 'surface', 'floccose']",[],[],[],[],[],2.5,nan,nan,8.0,nan,8.5,44.875,27.5,nan,nan,2.25
123,Quercus ilicifolia,233501046,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501046,data/eFloras/Fagaceae_1/treatments/taxon_id_233501046.html,"['brown', 'gray', 'brown-yellow', 'pink']",[],['striate'],['acute'],['ovoid'],"['subglobose', 'acute', 'cup-shaped', 'saucerlike', 'ovoid']","['gray', 'glossy-green', 'green']","['cuneate', 'obtuse']",['vein'],['ovate'],"['surface', 'pubescent', 'tomentose', 'glabrous']",[],[],['pubescent'],[],[],"['surface', 'puberulent', 'pubescent']",[],[],['acute'],[],[],2.0,nan,nan,9.325,nan,11.625,51.25,60.0,nan,nan,2.25
124,Quercus imbricaria,233501047,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501047,data/eFloras/Fagaceae_1/treatments/taxon_id_233501047.html,"['brown', 'brown-green', 'brown-gray', 'pink']",[],['striate'],"['acute', 'obtuse']",['ovoid'],"['subglobose', 'acute', 'cup-shaped', 'saucerlike', 'ovoid']",[],"['obtuse', 'cuneate']",[],['ovate'],"['surface', 'pubescent', 'glabrous']",[],[],"['pubescent', 'glabrous']",[],[],"['surface', 'puberulent', 'glabrate']",[],[],[],[],[],3.0,nan,nan,10.25,nan,14.0,77.5,45.0,nan,nan,2.25
125,Quercus incana,233501048,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501048,data/eFloras/Fagaceae_1/treatments/taxon_id_233501048.html,"['brown', 'black', 'brown-red']",[],['striate'],"['acute', 'obtuse']",['ovoid'],"['ellipsoid', 'subglobose', 'acute', 'saucerlike', 'ovoid', 'obtuse']",[],"['acute', 'attenuate', 'orbicular']",['vein'],['ovate'],"['surface', 'pubescent', 'tomentose']",[],[],"['pubescent', 'tomentose']",[],[],"['surface', 'puberulent', 'glabrate', 'pubescent']",[],[],[],['entire'],[],3.5,nan,nan,10.75,nan,13.5,35.0,23.5,nan,nan,1.75
126,Quercus inopina,233501049,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501049,data/eFloras/Fagaceae_1/treatments/taxon_id_233501049.html,"['gray', 'brown-purple']",['glabrous'],[],"['obtuse', 'orbicular']",['ovoid'],"['ellipsoid', 'acute', 'cup-shaped', 'saucerlike', 'ovoid']",['yellow'],"['cordate', 'acute', 'orbicular']",['midrib'],['ovate'],"['surface', 'pubescent', 'scurfy', 'glabrous']",[],[],"['glabrate', 'pubescent']",[],[],"['surface', 'puberulent', 'glabrate', 'pubescent']",[],[],[],['entire'],[],2.0,nan,nan,9.125,nan,11.75,35.0,35.0,nan,nan,2.5
127,Quercus intricata,233501050,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501050,data/eFloras/Fagaceae_1/treatments/taxon_id_233501050.html,"['gray', 'yellow', 'brown-red']",['tomentose'],[],"['acute', 'obtuse']",['branched'],['ovoid'],"['brown', 'green']","['cuneate', 'cordate']","['impressed', 'vein']",['oblong'],"['surface', 'glabrate', 'pubescent', 'glabrous']","['crisped-undulate', 'entire']",[],"['glabrate', 'pubescent', 'tomentose']",['cup-shaped'],['glabrous'],[],[],['brown'],[],[],[],1.0,nan,15.0,10.5,7.5,9.0,10.0,9.0,nan,nan,1.25
128,Quercus john-tuckeri,233501051,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501051,data/eFloras/Fagaceae_1/treatments/taxon_id_233501051.html,"['brown', 'gray', 'yellow']",['glandular'],[],"['acute', 'orbicular']","['ovoid', 'spheric']","['ovoid', 'fusiform']","['gray', 'yellow', 'green']","['attenuate-orbicular', 'truncate']",['vein'],['elliptic'],['surface'],['lobate'],['stellate'],['tomentulose'],[],[],[],[],[],[],['tooth'],"['hemispheric', 'cup-shaped', 'obconic']",1.25,12.5,nan,25.0,6.0,nan,12.5,12.5,nan,nan,1.25
129,Quercus kelloggii,233501052,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501052,data/eFloras/Fagaceae_1/treatments/taxon_id_233501052.html,"['brown', 'black', 'brown-red']",[],[],['acute'],"['ovoid', 'bilaterally symmetric']","['ellipsoid', 'oblong', 'acute', 'attenuate', 'saucerlike', 'acuminate']",[],"['obtuse', 'cordate']",['vein'],['ovate'],"['surface', 'pubescent', 'glabrous']",[],[],['glabrate'],[],[],"['puberulent', 'glabrous', 'pubescent', 'surface', 'smooth']",[],[],['acute'],[],[],4.0,nan,nan,27.5,nan,21.0,57.66666666666667,90.0,nan,nan,2.75
130,Quercus laceyi,233501053,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501053,data/eFloras/Fagaceae_1/treatments/taxon_id_233501053.html,"['brown', 'gray', 'red', 'tan']",[],[],['orbicular'],['ovoid'],['oblong'],"['glaucous', 'blue-green', 'white']","['cordate', 'cuneate', 'orbicular']",['vein'],['obovate'],"['surface', 'glabrous']",[],['stellate'],['glabrous'],"['cup-shaped', 'saucerlike']",[],['tomentose'],[],[],['oblong'],['tooth'],[],3.25,nan,nan,9.75,nan,10.5,36.0,45.0,nan,nan,1.75
131,Quercus laevis,233501054,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501054,data/eFloras/Fagaceae_1/treatments/taxon_id_233501054.html,"['blue-gray', 'orange', 'red', 'brown-red', 'gray']",[],['striate'],"['acute', 'acuminate']",['ellipsoid-ovoid'],"['ellipsoid', 'acute', 'ovoid']",['orange'],"['acute', 'attenuate']",['vein'],['orbicular'],"['surface', 'scurfy', 'glabrous']",[],[],"['pubescent', 'glabrous']",[],[],"['surface', 'puberulent', 'glabrate', 'pubescent']",[],[],"['attenuate', 'falcate']",[],[],nan,nan,nan,15.25,nan,17.5,57.91666666666667,115.0,nan,nan,2.75
132,Quercus laurifolia,233501055,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501055,data/eFloras/Fagaceae_1/treatments/taxon_id_233501055.html,"['brown', 'black', 'brown-red']",[],[],"['obtuse', 'orbicular']",['ovoid'],"['attenuate', 'acute', 'saucerlike', 'ovoid', 'spheric']",[],"['attenuate', 'cuneate']",['vein'],['rhomboic'],"['surface', 'glabrous']",[],[],['glabrous'],[],[],"['surface', 'puberulent', 'glabrate', 'pubescent']",[],[],[],[],[],2.5,nan,nan,10.625,nan,13.5,39.125,30.0,nan,nan,2.0
133,Quercus lobata,233501056,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501056,data/eFloras/Fagaceae_1/treatments/taxon_id_233501056.html,"['brown', 'gray', 'yellow', 'red']",['scurfy'],[],['orbicular'],['ovoid'],"['oblong', 'fusiform']","['gray', 'white', 'green']",['attenuate-orbicular'],['vein'],['obovate'],['surface'],[],['stellate'],"['tomentulose', 'pubescent']",[],[],[],[],['brown'],"['oblong', 'spatulate']",[],"['turbinate', 'hemispheric', 'cup-shaped']",14.0,22.0,nan,45.0,20.0,20.0,41.75,45.0,nan,nan,3.0
134,Quercus lyrata,233501057,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501057,data/eFloras/Fagaceae_1/treatments/taxon_id_233501057.html,"['gray', 'red']",[],[],"['ovate', 'orbicular']",[],"['cymbiform', 'oblong', 'ellipsoid-ovoid', 'triangular']","['glaucous', 'gray', 'green']","['acute', 'cuneate']",['vein'],['obovate'],"['surface', 'puberulent', 'glabrate', 'tomentose']",[],[],"['puberulent', 'glabrate', 'villose']",[],[],"['puberulent', 'floccose', 'tomentose']",[],"['brown', 'gray']","['angular', 'spatulate']",[],[],3.0,nan,nan,27.5,nan,27.5,72.0,75.0,nan,nan,3.0
135,Quercus macrocarpa,233501058,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501058,data/eFloras/Fagaceae_1/treatments/taxon_id_233501058.html,"['gray', 'red']",[],[],"['ovate', 'orbicular']",[],"['cymbiform', 'oblong', 'ellipsoid-ovoid', 'triangular']","['gray', 'green', 'white']","['cuneate', 'orbicular']",['vein'],['obovate'],"['surface', 'puberulent', 'glabrate']",['toothed'],['stellate'],"['pubescent', 'glabrous']","['turbinate', 'hemispheric']",[],"['puberulent', 'floccose', 'tomentose']",[],"['brown', 'gray']",[],[],[],16.0,nan,13.0,35.0,nan,35.0,65.0,90.0,nan,nan,3.0
136,Quercus margarettae,233501059,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501059,data/eFloras/Fagaceae_1/treatments/taxon_id_233501059.html,"['gray', 'red', 'green', 'brown-red']",[],[],['orbicular'],['ovoid'],['ovoid'],['green'],"['attenuate-orbicular', 'cuneate']",['vein'],['obovate'],"['surface', 'glabrous']",[],['stellate'],"['glabrate', 'pubescent', 'glabrous']",['cup-shaped'],[],"['pubescent', 'glabrous']",[],"['brown', 'gray']","['orbicular', 'spatulate']",[],[],2.0,nan,20.0,15.25,nan,13.5,33.25,30.0,nan,nan,1.5
137,Quercus marilandica,233501060,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501060,data/eFloras/Fagaceae_1/treatments/taxon_id_233501060.html,"['black', 'brown', 'orange']",[],['striate'],"['acute', 'obtuse']","['rhomboid', 'ellipsoid-ovoid', 'bilaterally symmetric']","['turbinate', 'ellipsoid', 'acute', 'acuminate', 'ovoid']",[],"['cordate', 'orbicular']",['vein'],['obovate'],"['surface', 'pubescent', 'scurfy', 'glabrous']",[],[],"['pubescent', 'tomentose']",[],[],"['surface', 'puberulent', 'glabrate', 'pubescent']",[],[],[],[],[],5.0,nan,nan,11.25,nan,14.75,73.75,135.0,nan,nan,3.0
138,Quercus michauxii,233501061,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501061,data/eFloras/Fagaceae_1/treatments/taxon_id_233501061.html,"['brown', 'gray', 'brown-red']",['glabrous'],[],"['orbicular', 'acuminate']",['ovoid'],"['', 'ovoid']","['yellow', 'green']","['cuneate', 'acuminate-orbicular']","['parallel', 'vein']",['obovate'],['surface'],['dentate'],[],"['puberulent', 'glabrous']","['', 'hemispheric']",[],['glabrous'],[],"['brown', 'gray']",[],['toothed'],[],nan,nan,nan,25.0,nan,27.5,101.25,115.0,nan,nan,2.5
139,Quercus minima,233501062,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501062,data/eFloras/Fagaceae_1/treatments/taxon_id_233501062.html,"['brown', 'gray', 'brown-gray']",[],[],"['obtuse-orbicular', 'acute']","['straight', 'spheric']","['', 'ovoid']","['glaucous', 'white', 'green']",['cuneate'],['vein'],['obovate'],"['surface', 'glabrate', 'glabrous']",[],"['stellate', 'fused-stellate']","['glabrate', 'smooth', 'tomentulose', 'glabrous']","['hemispheric', 'cymbiform', 'acute-attenuate']","['puberulent', 'tomentulose', 'glabrous']",['glabrous'],[],['brown'],[],[],[],0.35,nan,16.5,17.5,nan,11.5,7.5,nan,nan,nan,2.25
140,Quercus mohriana,233501063,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501063,data/eFloras/Fagaceae_1/treatments/taxon_id_233501063.html,"['yellow', 'white', 'brown-red']",[],[],"['acute', 'orbicular']","['cup-shaped', 'orbicular-ovoid']","['ellipsoid', 'ovoid', 'elongate']","['gray', 'glaucous', 'white', 'green']",['orbicular'],['vein'],['subulate'],"['surface', 'hairy', 'tomentose']",['undulate'],['stellate'],"['tomentose', 'glabrous']",[],[],['glabrous'],[],"['brown', 'red']",[],"['toothed', 'denticulate', 'entire']",[],1.25,nan,12.5,10.0,nan,10.75,21.75,25.0,nan,nan,1.5
141,Quercus montana,233501064,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501064,data/eFloras/Fagaceae_1/treatments/taxon_id_233501064.html,"['brown', 'gray']",[],[],['acuminate'],['ovoid'],['ellipsoid-ovoid'],['green'],"['acuminate-orbicular', 'subacute']","['parallel', 'vein']",['obovate'],"['surface', 'glabrous']",[],['stellate'],['glabrous'],"['hemispheric', 'cup-shaped', 'ovate']",['glabrous'],['glabrous'],[],['brown'],[],['toothed'],[],4.0,nan,14.0,17.25,nan,15.0,90.0,80.0,nan,nan,2.5
142,Quercus muehlenbergii,242417084,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=242417084,data/eFloras/Fagaceae_1/treatments/taxon_id_242417084.html,"['brown', 'gray', 'brown-red']",[],[],"['apiculate', 'acute', 'acuminate']",['ovoid'],"['oblong', 'ovoid']","['glaucous', 'green']","['cuneate', 'truncate']","['parallel', 'vein']",['obovate'],"['surface', 'glabrate']",['toothed'],['stellate'],"['glabrate', 'pubescent']",['hemispheric'],[],['pubescent'],[],"['brown', 'gray']",['orbicular'],['undulate'],[],11.5,nan,nan,10.25,nan,15.0,60.0,60.0,nan,nan,2.25
143,Quercus myrtifolia,233501066,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501066,data/eFloras/Fagaceae_1/treatments/taxon_id_233501066.html,['brown-red'],[],[],"['obtuse', 'orbicular']",['ovoid'],"['acute', 'spheric', 'saucerlike', 'ovoid']",['yellow'],"['cuneate', 'orbicular']",[],['elliptic'],"['pubescent', 'scurfy', 'glabrous']",[],[],"['pubescent', 'glabrous']",[],[],"['surface', 'puberulent', 'glabrate', 'pubescent']",[],[],[],['entire'],[],2.0,nan,nan,9.125,nan,11.0,17.75,17.5,nan,nan,1.75
144,Quercus nigra,233501067,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501067,data/eFloras/Fagaceae_1/treatments/taxon_id_233501067.html,"['black-gray', 'pink', 'brown-red']",[],['striate'],"['obtuse', 'orbicular']","['ovoid', 'bilaterally symmetric']","['acute', 'saucerlike', 'ovoid']",[],"['attenuate', 'cuneate']","['impressed', 'vein']",['elliptic'],['glabrous'],[],[],"['puberulent', 'glabrous']",[],[],"['surface', 'puberulent', 'glabrate', 'pubescent']",[],[],[],[],[],3.0,nan,nan,10.25,nan,13.0,40.25,37.5,nan,nan,2.0
145,Quercus oblongifolia,233501068,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501068,data/eFloras/Fagaceae_1/treatments/taxon_id_233501068.html,"['brown', 'gray', 'white', 'brown-red']",[],[],"['acute', 'orbicular']","['ovoid', 'stellate']","['oblong', 'ovoid']","['glaucous', 'blue-green', 'green']","['cuneate', 'cordate']",['vein'],['oblong'],"['glabrate', 'glandular', 'surface', 'floccose', 'tomentose']",['undulate'],[],"['glabrate', 'tomentose']",['cup-shaped'],[],['pubescent'],[],"['brown', 'gray']",[],['entire'],[],1.0,nan,8.0,14.5,nan,11.0,24.25,17.5,nan,nan,1.25
146,Quercus oglethorpensis,233501069,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501069,data/eFloras/Fagaceae_1/treatments/taxon_id_233501069.html,"['gray', 'white', 'brown-red']",[],[],['orbicular'],['spheric'],['ovoid'],"['green-yellow', 'green']","['cuneate', 'cordate']",['vein'],['elliptic'],['surface'],[],['branched'],"['glabrate', 'pubescent', 'glabrous']",['turbinate'],[],"['puberulent', 'pubescent']",[],"['brown-gray', 'tan']",[],['entire'],[],10.0,nan,7.0,9.75,nan,8.75,52.25,32.5,nan,nan,1.0
147,Quercus pacifica,233501070,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501070,data/eFloras/Fagaceae_1/treatments/taxon_id_233501070.html,"['brown', 'red', 'gray']",[],[],['orbicular'],['ovate'],"['acute', 'fusiform']",['green'],"['cuneate', 'orbicular']",['vein'],['spheric'],"['surface', 'glabrate', 'glandular']",['undulate'],['stellate'],"['puberulent', 'glabrate']",[],[],['glabrate'],[],['brown'],[],[],"['turbinate', 'hemispheric']",nan,nan,nan,21.25,nan,14.75,11.166666666666666,7.5,nan,nan,nan
148,Quercus pagoda,233501071,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501071,data/eFloras/Fagaceae_1/treatments/taxon_id_233501071.html,"['black', 'orange', 'brown-yellow']",[],['striate'],['acute'],['ovoid'],"['subglobose', 'acute', 'saucerlike', 'cup-shaped']",[],"['truncate', 'cuneate', 'orbicular']",['vein'],['ovate'],"['glabrate', 'glabrous', 'pubescent', 'surface', 'tomentose']",[],[],"['puberulent', 'pubescent']",[],[],"['surface', 'puberulent', 'pubescent']",[],[],['oblong'],[],[],4.0,nan,nan,9.5,nan,13.0,115.0,110.0,nan,nan,2.75
149,Quercus palmeri,233501072,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501072,data/eFloras/Fagaceae_1/treatments/taxon_id_233501072.html,['brown-red'],"['glandular', 'scurfy']",[],"['orbicular', 'subacute']","['ovoid', 'branched']","['oblong', 'fusiform']","['glaucous', 'green']","['obtuse', 'cordate']",['vein'],['orbicular'],"['surface', 'pubescent', 'glabrous']",['crisped'],['fasciculate'],"['pubescent', 'glabrous']",[],[],[],[],[],[],"['entire', 'dentate']","['turbinate', 'saucerlike', 'bilaterally symmetric']",1.5,17.5,nan,25.0,8.5,12.5,10.083333333333334,30.0,nan,nan,2.25
150,Quercus palustris,210001860,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=210001860,data/eFloras/Fagaceae_1/treatments/taxon_id_210001860.html,"['brown-gray', 'pink', 'brown-red']",[],['striate'],"['acute', 'acuminate']",['ovoid'],"['acute', 'saucerlike', 'ovoid', 'spheric', 'obtuse']",[],"['cuneate', 'truncate', 'obtuse']",['vein'],['elliptic'],['glabrous'],[],[],['glabrous'],[],[],"['surface', 'puberulent', 'glabrous']",[],[],"['recurved', 'attenuate', 'acute']",[],[],3.0,nan,nan,10.125,nan,12.375,72.5,85.0,nan,nan,2.25
151,Quercus phellos,233501073,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501073,data/eFloras/Fagaceae_1/treatments/taxon_id_233501073.html,"['gray', 'orange', 'brown-red']",[],['striate'],['acute'],['ovoid'],"['hemispheric', 'acute', 'saucerlike', 'ovoid']",['green'],['acute'],[],['linear'],"['surface', 'hairy', 'pubescent', 'glabrous']",[],[],"['smooth', 'glabrous']",[],[],"['surface', 'puberulent', 'glabrate', 'pubescent']",[],['brown'],[],[],[],2.0,nan,nan,7.625,nan,8.75,44.0,17.5,nan,nan,1.5
152,Quercus polymorpha,233501074,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501074,data/eFloras/Fagaceae_1/treatments/taxon_id_233501074.html,"['brown', 'gray', 'brown-red']",[],[],['orbicular'],['ovoid'],['ellipsoid-ovoid'],"['glaucous', 'green']","['cordate', 'orbicular']","['impressed', 'vein']",['elliptic'],"['surface', 'tomentose', 'glabrate', 'floccose']",[],[],"['glabrate', 'pubescent', 'tomentose']",['hemispheric'],[],"['glabrous', 'canescent']",[],"['brown', 'gray']",[],[],[],3.0,nan,17.5,14.25,nan,13.25,47.5,45.0,nan,nan,2.5
153,Quercus prinoides,233501075,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501075,data/eFloras/Fagaceae_1/treatments/taxon_id_233501075.html,"['brown', 'gray', 'brown-red']",[],[],"['acute', 'acuminate']",['ovoid'],"['oblong', 'ovoid']","['glaucous', 'green']","['cuneate', 'truncate']","['parallel', 'vein']",['lanceolate'],"['surface', 'glabrate']",['toothed'],['stellate'],"['glabrate', 'pubescent']",['cup-shaped'],[],['pubescent'],[],"['brown', 'gray']",[],['undulate'],[],1.0,nan,nan,11.5,nan,15.0,50.75,40.0,nan,nan,2.25
154,Quercus pumila,233501076,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501076,data/eFloras/Fagaceae_1/treatments/taxon_id_233501076.html,"['brown', 'gray', 'brown-gray', 'brown-red']",['glabrous'],[],"['acute', 'orbicular', 'obtuse']",['ovoid'],"['turbinate', 'oblong', 'acute', 'saucerlike', 'ovoid', 'spheric']",['brown-gray'],"['acute', 'orbicular']",[],['oblong'],"['surface', 'glabrate', 'pubescent']",[],[],['pubescent'],[],[],"['surface', 'glabrate', 'pubescent']",[],[],[],['entire'],[],2.5,nan,nan,9.375,nan,11.5,32.75,21.5,nan,nan,1.5
155,Quercus pungens,233501077,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501077,data/eFloras/Fagaceae_1/treatments/taxon_id_233501077.html,"['brown', 'gray', 'brown-red']",[],[],"['acute', 'obtuse']",[],"['', 'ovoid', 'cymbiform']",['green-yellow'],"['cordate', 'orbicular']",['vein'],['elliptic'],"['surface', 'glabrate', 'pubescent', 'canescent']",[],['stellate'],"['glabrate', 'pubescent', 'tomentose']","['turbinate', 'cup-shaped']",[],"['tomentose', 'glabrous']",[],"['brown', 'gray']",[],['crisped-undulate'],[],2.0,nan,3.0,9.0,nan,10.0,17.5,15.0,nan,nan,1.5
156,Quercus robur,210001863,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=210001863,data/eFloras/Fagaceae_1/treatments/taxon_id_210001863.html,"['brown', 'gray']",[],[],['orbicular'],['ovoid'],"['oblong', '', 'ovoid']","['green-green', 'gray', 'green']",['cordate'],['vein'],['obovate'],"['surface', 'pubescent', 'glabrous']",[],[],['glabrous'],['hemispheric'],[],"['tomentose', 'glabrous']",[],"['brown', 'gray']","['orbicular', 'retuse']",[],[],nan,nan,50.0,22.5,nan,16.0,39.0,60.0,nan,nan,2.5
157,Quercus robusta,233501078,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501078,data/eFloras/Fagaceae_1/treatments/taxon_id_233501078.html,"['brown', 'black', 'brown-red']",[],[],"['attenuate', 'acute']",['ovoid'],"['ellipsoid', 'oblong', 'attenuate', 'acute', 'cup-shaped']",[],"['cordate', 'cuneate', 'orbicular']",[],['ovate'],"['glabrate', 'pubescent']",['entire'],[],"['glabrate', 'pubescent']",[],[],"['surface', 'puberulent', 'glabrate', 'pubescent']",[],[],[],[],[],4.0,nan,nan,10.0,nan,9.25,50.0,35.0,nan,nan,2.0
158,Quercus rubra,233501079,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501079,data/eFloras/Fagaceae_1/treatments/taxon_id_233501079.html,"['gray', 'pink', 'brown-red']",[],[],['acute'],"['ellipsoid', 'ovoid']","['oblong', 'cup-shaped', 'obtuse', 'ovoid']","['red-tinged', 'glaucous', 'green']","['cuneate', 'truncate']",['vein'],['ovate'],"['surface', 'glabrous']",[],[],['glabrous'],[],[],"['surface', 'puberulent', 'glabrous']",[],"['brown', 'brown-red']",['oblong'],[],[],4.0,nan,nan,22.5,nan,19.75,69.0,90.0,nan,nan,2.75
159,Quercus rugosa,233501080,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501080,data/eFloras/Fagaceae_1/treatments/taxon_id_233501080.html,"['brown', 'gray']",[],[],['orbicular'],['ovoid'],"['elliptic', 'ovate', 'ovoid']","['brown', 'glaucous', 'green']","['cordate', 'stellate']","['reticulate', 'impressed', 'vein']",['obovate'],"['surface', 'glabrate', 'tomentose']",[],[],"['glabrate', 'tomentulose', 'tomentose', 'pubescent']","['cup-shaped', 'saucerlike', 'slender']",[],"['villose', 'tomentulose', 'tomentose', 'glabrous']",[],"['brown', 'red', 'purple']",[],[],[],2.0,nan,nan,9.0,nan,15.0,53.5,70.0,nan,nan,1.5
