,taxon,leaf_part_margin_margin,part_apex_shape,flower_part_surface,leaf_part_hair_shape,fruit_part_apex_shape,part_color,leaf_part_axil_venation_lateral,fruit_part_shape,leaf_part_hair_surface,leaf_part_lobe_shape,leaf_part_margin_margin_apical,leaf_part_hair_venation,part_shape,leaf_part_surface,fruit_part_venation,leaf_part_base_shape,fruit_part_surface,leaf_part_margin,leaf_part_venation_lateral,leaf_part_shape,flower_part_shape,leaf_part_hair_color,leaf_part_trichome_color,fruit_part_color,part_color_terminal,leaf_part_apex_shape,leaf_part_color,part_surface,leaf_part_venation,inflorescence_surface,inflorescence_shape,leaf_part_size_length,inflorescence_size_length,part_size_height,part_size_thickness,leaf_part_size_width,inflorescence_size_width,fruit_part_size_thickness,fruit_part_size_width,fruit_part_size_length,part_size_diameter,inflorescence_size_male_length,flower_part_size_length,part_size_width,part_size_length,leaf_part_size_thickness
161,Quercus sadleriana,['24'],[],[],['7'],[],"['6', '35', '36', '19', '39']",[],"['44', '55']",[],[],[],[],"['28', '3', '37']","['6', '4', '19', '17']",[],"['14', '0']",[],[],[],['35'],[],[],[],['3'],[],"['0', '3']","['15', '21']","['8', '15', '2', '14']","['9', '4']",[],['15'],51.25,8.0,nan,nan,57.5,nan,nan,13.25,17.5,3.5,nan,nan,nan,5.5,nan
162,Quercus shumardii,[],[],[],[],[],"['6', '32', '19', '8']",[],"['44', '2', '35', '51', '55', '13', '40']",[],['14'],[],[],"['28', '15']","['4', '19']",[],"['13', '21']","['11', '3', '16']",[],[],['15'],[],[],[],"['3', '9']","['9', '4']",['3'],[],['2'],['9'],[],[],95.0,nan,nan,nan,105.0,nan,nan,18.75,15.625,2.75,nan,nan,nan,12.75,nan
163,Quercus similis,[],"['7', '1']",[],[],[],"['6', '19']",[],"['44', '35']",[],[],[],[],"['28', '41']","['21', '19', '5']",[],"['5', '1']","['11', '2']",[],[],['35'],[],[],[],"['3', '9']",[],"['21', '3']","['21', '16']",['17'],['9'],[],[],52.0,nan,nan,nan,57.5,nan,nan,10.75,10.25,2.5,nan,nan,nan,8.0,nan
164,Quercus sinuata,"['31', '16']",[],[],[],[],"['6', '13', '19']",[],"['44', '35', '42', '40', '41']",[],[],[],[],['28'],"['4', '19', '3']",[],['1'],['3'],['5'],[],['32'],"['13', '3']",[],[],['3'],[],['20'],"['21', '29']","['8', '2']",['9'],[],[],39.25,nan,nan,nan,42.5,nan,nan,10.5,8.0,1.5,nan,nan,nan,5.75,nan
165,Quercus sinuata var. breviloba,[],[],[],[],[],[],[],"['44', '35', '41']",[],[],[],[],[],[],[],[],['3'],[],[],['50'],[],[],[],[],[],[],[],[],[],[],[],23.75,nan,nan,nan,30.0,nan,nan,9.25,7.5,nan,nan,nan,nan,2.0,nan
166,Quercus sinuata var. sinuata,[],[],[],[],[],[],[],"['44', '24']",[],[],[],[],[],[],[],"['16', '11']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],44.5,nan,nan,nan,42.5,nan,nan,11.25,8.5,nan,nan,nan,nan,15.0,nan
167,Quercus stellata,[],"['6', '1']",[],['7'],[],"['13', '39', '19']",[],"['44', '52']",['3'],"['25', '19', '5']",[],[],"['28', '39']",['19'],[],"['5', '7']","['11', '12', '3']",[],[],['35'],['13'],['13'],[],"['3', '14']",[],['20'],['24'],['9'],['9'],[],[],52.0,nan,nan,nan,60.0,nan,nan,11.25,12.25,4.0,nan,6.0,nan,12.0,nan
168,Quercus tardifolia,[],[],[],[],[],"['13', '19']",[],[],[],[],[],[],"['28', '15']","['13', '19', '3', '20']",[],"['14', '7']",[],[],[],['15'],[],[],[],[],"['2', '6']","['18', '3']",[],['9'],['9'],[],[],45.0,nan,nan,nan,45.0,nan,nan,nan,nan,2.0,nan,nan,nan,4.5,nan
169,Quercus texana,[],[],[],[],[],"['6', '13', '19']",[],"['44', '19', '2']",[],['14'],[],[],['28'],['4'],[],"['21', '9']","['11', '3', '16', '12']",[],[],['39'],[],[],[],['18'],"['9', '4']",['3'],[],['2'],['9'],[],[],86.25,nan,nan,nan,92.5,nan,nan,17.0,15.5,2.25,nan,nan,nan,9.5,nan
170,Quercus tomentella,[],[],[],[],['9'],['13'],[],['44'],"['11', '12']",[],[],[],[],"['22', '13', '11']",[],"['13', '7']",[],[],[],['8'],[],['12'],[],[],[],"['20', '3']",['14'],['16'],"['9', '5', '2']",['8'],['8'],23.25,6.0,nan,nan,32.5,22.5,nan,17.5,25.0,3.5,nan,nan,nan,11.0,nan
171,Quercus toumeyi,[],[],[],[],[],"['6', '0', '13', '19']",[],"['44', '24']",[],[],[],[],['28'],"['13', '19', '3']",[],"['13', '9']",[],['9'],[],['17'],['3'],"['12', '13']",[],['3'],[],['3'],"['14', '16']",['9'],['9'],[],[],10.125,nan,nan,nan,10.0,nan,nan,7.75,11.0,nan,nan,2.0,nan,1.5,nan
172,Quercus turbinella,['5'],[],[],[],[],"['6', '19']",[],"['42', '44']",[],[],[],[],"['28', '25']","['12', '19', '5', '4', '13']",[],"['14', '7']","['11', '2']",[],[],['15'],"['9', '3']",[],[],"['3', '24', '14']",[],"['18', '3']","['13', '27', '32', '16']","['17', '2', '1', '9']",['9'],[],[],13.75,nan,nan,nan,12.5,nan,nan,10.75,9.0,2.0,nan,nan,nan,2.0,nan
173,Quercus vaccinifolia,"['31', '16']",[],[],['7'],['1'],['13'],[],['44'],"['2', '7']",[],[],[],[],"['13', '19']",[],"['14', '1']",[],[],[],['34'],[],[],[],[],[],"['18', '3']","['21', '23']",['2'],['9'],['6'],"['32', '23']",14.5,3.5,nan,nan,11.0,12.5,nan,7.5,12.5,1.25,nan,nan,nan,2.0,nan
174,Quercus vaseyana,[],['6'],[],['7'],[],"['6', '35', '19', '8', '13']",[],"['0', '44', '35']",['11'],"['18', '1']",[],[],"['39', '26']","['12', '4', '3']",[],"['9', '14']",['3'],[],[],['24'],"['13', '3']",[],[],['3'],[],['3'],['21'],"['16', '17', '2', '9', '1']",['9'],[],[],26.25,nan,nan,nan,15.0,nan,nan,12.0,5.75,1.25,nan,2.5,nan,3.375,nan
175,Quercus velutina,[],[],[],[],[],"['6', '0', '19', '13', '39', '27']",[],"['44', '1', '2', '58', '55', '13']",[],['14'],[],[],"['28', '7', '15']","['4', '19', '13']",[],"['13', '21']","['11', '12', '16', '2']",[],[],['39'],[],[],[],[],[],"['18', '3']",['21'],"['2', '9']",['9'],[],[],123.75,nan,nan,nan,115.0,nan,nan,15.5,11.875,3.5,nan,nan,nan,12.25,nan
176,Quercus viminea,[],[],[],[],[],"['6', '13']",[],"['44', '13']",[],[],['6'],[],['28'],"['13', '4']",[],"['13', '14']","['12', '16']",[],[],['24'],[],[],[],[],"['2', '6']","['0', '3']",[],"['9', '2']",['2'],[],[],25.5,nan,nan,nan,8.5,nan,nan,8.75,12.0,2.5,nan,nan,nan,3.875,nan
177,Quercus virginiana,[],[],"['10', '2', '6']","['7', '5']",['9'],"['6', '35', '0', '19', '39']",[],['44'],[],[],[],[],"['27', '39', '42']","['4', '19', '3']",[],"['9', '14']",['3'],['9'],[],['35'],"['9', '5', '1']",[],[],['3'],[],"['19', '3']","['31', '21', '13']","['8', '9', '1']",['9'],[],[],34.0,nan,nan,nan,30.0,nan,nan,11.5,14.5,2.0,nan,15.0,nan,9.75,nan
178,Quercus wislizenii,['16'],[],[],[],[],"['6', '0', '13']",[],"['44', '35', '13']",[],[],[],[],['28'],"['4', '19', '13']",[],"['13', '7']","['11', '3', '16', '12']",[],[],['38'],[],[],[],[],"['2', '6']","['20', '3']",[],"['2', '9']",['9'],[],[],29.5,nan,nan,nan,35.0,nan,nan,11.75,18.75,2.25,nan,nan,nan,9.25,nan
179,Carya,[],[],[],[],[],"['6', '35', '5', '25', '19', '27']",[],[],['11'],[],[],[],"['0', '36']","['13', '4']",[],[],"['19', '15']",[],[],['63'],[],[],[],"['3', '22', '9', '0']",[],[],[],"['15', '2', '9']",['3'],[],[],14.0,nan,nan,nan,7.5,nan,nan,nan,nan,nan,nan,nan,nan,27.5,nan
180,Carya aquatica,"['24', '16']",[],[],['3'],[],"['6', '0', '19', '13', '39']",[],['39'],"['13', '11']",[],[],"['2', '0']","['23', '36']","['22', '4']",[],[],['19'],[],[],['22'],[],[],[],"['3', '2', '0']",['2'],['0'],[],"['19', '2']",['9'],[],[],7.0,nan,nan,nan,2.5,nan,1.0,2.0,2.25,nan,nan,nan,nan,18.0,nan
181,Carya cordiformis,['24'],[],[],['3'],[],"['6', '36', '19']",[],"['0', '44', '19', '39', '52']","['13', '11']",[],[],"['2', '0']","['23', '36']",['13'],[],[],[],[],[],['63'],[],[],[],['3'],"['11', '12']",['0'],[],['5'],[],[],[],6.333333333333333,nan,nan,nan,4.0,nan,2.5,2.6,2.5,nan,nan,nan,nan,31.0,nan
182,Carya floridana,['24'],[],[],['3'],[],"['13', '19']",[],"['35', '19', '39']",['11'],[],[],['2'],"['28', '36']",[],[],[],[],[],[],['22'],[],[],[],"['2', '22', '3']","['2', '8']",['0'],[],"['15', '2']",[],[],[],5.0,nan,nan,nan,3.0,nan,2.5,2.25,3.5,nan,nan,nan,nan,8.0,nan
183,Carya glabra,['24'],[],[],['3'],[],"['13', '19']",[],"['19', '52', '39']","['2', '11', '7']",[],[],[],"['28', '36']",['4'],[],[],['15'],[],[],['22'],[],[],[],"['22', '9']","['11', '6']",['0'],[],"['8', '5', '2', '9']",[],[],[],8.333333333333332,nan,nan,nan,6.0,nan,3.5,2.75,3.25,nan,nan,nan,nan,13.75,nan
184,Carya illinoinensis,['24'],[],[],['3'],[],"['6', '36', '13', '19']",[],['22'],"['4', '8', '11', '2']",[],[],['0'],"['23', '36']",[],[],[],['15'],[],[],['22'],[],[],[],"['3', '22', '0']",['7'],['0'],[],"['5', '2']",[],[],[],6.833333333333334,nan,nan,nan,4.0,nan,3.5,2.25,4.25,nan,nan,nan,nan,17.0,nan
185,Carya laciniosa,['24'],[],[],['3'],[],"['30', '19']",[],"['19', '52']",[],[],[],[],[],"['12', '8', '4', '19']",[],[],"['6', '15']",[],[],['22'],[],[],[],"['3', '22']",['11'],['0'],[],"['5', '16']",['2'],[],[],10.5,nan,nan,nan,6.5,nan,10.0,4.5,5.25,nan,nan,nan,nan,21.25,nan
186,Carya myristiciformis,['24'],[],[],['3'],[],"['6', '5', '19']",[],"['19', '39']",['11'],[],[],['0'],"['28', '36']",['13'],[],[],['15'],[],[],['22'],[],[],[],"['2', '22', '6']",['1'],['0'],['4'],[],"['9', '2']",[],[],7.0,nan,nan,nan,4.5,nan,2.0,1.75,2.5,nan,nan,nan,nan,12.25,nan
187,Carya ovata,['24'],[],[],['3'],[],"['35', '11', '0', '25', '19']",[],"['44', '19', '52', '39']","['4', '11']",[],[],"['2', '0']","['28', '36']",[],[],[],['15'],[],[],['22'],[],[],[],"['3', '22', '9']","['2', '11', '0']","['0', '3']",[],"['5', '2', '16']",[],[],[],9.333333333333334,nan,nan,nan,7.5,nan,9.5,3.25,3.25,nan,nan,nan,nan,19.0,nan
188,Carya ovata var. australis,[],[],[],[],[],"['13', '0']",[],[],[],[],[],[],"['28', '36']",['4'],[],[],[],[],[],[],[],[],[],[],"['6', '0']",[],[],['2'],[],[],[],7.333333333333334,nan,nan,nan,3.75,nan,6.5,2.75,2.75,nan,nan,nan,nan,16.5,nan
189,Carya ovata var. ovata,[],[],[],[],[],"['35', '25', '8']",[],[],[],[],[],[],[],['8'],[],[],[],[],[],['4'],[],[],[],[],"['2', '11']",[],[],"['5', '16']",[],[],[],9.833333333333334,nan,nan,nan,8.5,nan,9.5,3.75,3.75,nan,nan,nan,nan,20.5,nan
190,Carya pallida,['24'],[],[],['3'],[],"['13', '19']",[],"['19', '52', '39']","['4', '2']",[],[],[],"['28', '36']",[],[],[],['15'],[],[],['22'],[],[],[],"['22', '9']",['6'],['0'],[],['9'],[],[],[],6.5,nan,nan,nan,3.5,nan,3.0,2.5,3.5,nan,nan,nan,nan,12.0,nan
191,Carya texana,['24'],[],[],['3'],[],"['6', '0', '19']",[],"['52', '39']","['4', '2']",[],[],[],"['28', '36']","['13', '4']",[],[],[],[],[],['22'],[],[],[],"['2', '22', '9']",['2'],['0'],['30'],['9'],[],[],[],6.0,nan,nan,nan,4.5,nan,3.0,3.0,4.0,nan,nan,nan,nan,14.5,nan
192,Carya tomentosa,['24'],[],[],['3'],[],"['13', '19']",[],"['19', '52', '39']",['6'],[],[],[],['28'],"['8', '19']",[],[],['15'],[],[],['22'],[],[],[],"['22', '9']",[],['3'],[],"['5', '16']","['9', '2']",[],[],7.666666666666667,nan,nan,nan,5.0,nan,7.0,4.0,4.0,nan,nan,nan,nan,18.0,nan
193,Juglandaceae,"['24', '16']",[],[],[],[],"['6', '19']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
194,Juglans,[],[],[],['3'],[],"['12', '19', '8']",[],['30'],"['11', '3']",[],[],[],['0'],['4'],[],[],['15'],[],[],['59'],[],[],[],['22'],[],[],[],"['5', '15']",['0'],[],[],9.65,nan,nan,nan,3.65,nan,nan,nan,nan,nan,nan,nan,nan,26.5,nan
195,Juglans californica,['24'],[],[],[],[],"['6', '19']",[],"['30', '52']",['11'],[],[],[],"['28', '15']",['5'],[],[],"['15', '4', '16']",[],[],['17'],[],[],[],[],[],"['20', '3']",[],[],['9'],[],[],9.5,nan,nan,nan,nan,nan,nan,nan,2.4000000000000004,nan,nan,nan,2.1,7.2,nan
196,Juglans cinerea,['24'],[],[],"['3', '1']",[],"['6', '19', '8']",[],"['0', '44', '19']","['11', '3']",[],[],[],[],[],[],[],"['15', '16']",[],[],['56'],[],[],[],[],[],['0'],['18'],['15'],[],[],[],22.583333333333332,nan,nan,nan,nan,nan,nan,nan,5.25,nan,nan,nan,4.0,10.083333333333332,nan
197,Juglans hindsii,['24'],[],[],['3'],[],"['6', '19']",[],"['44', '30', '45', '52']",['3'],[],[],['2'],"['23', '15']",[],[],[],['15'],[],[],['59'],[],[],[],[],[],['0'],[],['15'],['2'],[],[],15.333333333333332,nan,nan,nan,nan,nan,nan,nan,3.525,nan,nan,nan,2.3499999999999996,12.15,nan
198,Juglans major,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
199,Juglans major var. major,['24'],[],[],"['3', '1']",[],"['6', '19']",[],"['44', '30', '52', '55']","['11', '3']",[],[],[],['28'],"['4', '3']",[],[],"['15', '16']",[],[],['24'],[],[],[],[],[],['0'],[],[],['9'],[],[],12.666666666666668,nan,nan,nan,nan,nan,nan,nan,2.5,nan,nan,nan,2.45,10.0,nan
200,Juglans microcarpa,"['31', '16']",[],[],"['3', '1']",[],"['6', '19']",[],"['30', '52']","['11', '3']",[],[],['2'],"['28', '37']",['4'],[],[],"['15', '16']",[],[],['24'],[],[],[],[],[],['0'],[],[],[],[],[],8.833333333333334,nan,nan,nan,nan,nan,nan,nan,1.625,nan,nan,nan,0.9500000000000001,6.675000000000001,nan
201,Juglans nigra,['24'],[],[],"['3', '1']",[],"['6', '19']",[],"['30', '19', '52', '55']","['2', '11', '3']",[],[],['0'],"['28', '42']",[],[],[],['16'],[],[],['24'],[],[],[],[],[],['0'],[],[],[],[],[],19.75,nan,nan,nan,nan,nan,nan,nan,4.625,nan,nan,nan,3.5,15.666666666666666,nan
202,Comptonia,[],[],[],[],[],[],[],"['37', '27']",[],['19'],[],[],['0'],"['10', '4', '5', '13']",[],[],['15'],[],[],['45'],[],[],[],[],[],[],[],"['9', '3']",[],[],['0'],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
203,Comptonia peregrina,[],[],[],[],[],"['13', '19']",[],[],[],[],[],[],[],"['12', '11', '19', '3']",[],['21'],[],[],[],['10'],[],[],[],[],[],['3'],['21'],"['8', '7', '19']",[],[],[],9.25,nan,nan,nan,1.5999999999999999,nan,nan,nan,4.0,nan,nan,nan,nan,1.5,nan
204,Myrica,"['12', '16']",[],[],[],[],[],[],"['44', '52']",[],[],[],[],['0'],"['10', '13', '4']",[],[],['15'],[],[],['30'],[],[],[],['23'],[],[],[],"['2', '9']",[],[],"['0', '20', '12']",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
205,Myrica californica,[],[],[],[],[],"['13', '0', '25', '19']",[],['23'],[],[],[],[],[],"['10', '11', '19', '3']",[],['4'],"['20', '3', '2']","['10', '9']",[],['15'],[],[],[],['23'],[],['3'],['21'],"['7', '2', '19']",['2'],[],[],8.5,nan,nan,nan,1.9,nan,nan,nan,5.25,nan,nan,nan,nan,6.0,nan
206,Myrica cerifera,"['24', '16']",[],[],[],[],['13'],[],['23'],[],[],[],[],['8'],"['11', '4', '19', '5']",[],"['9', '3']","['3', '4']",[],[],['29'],[],[],[],['1'],[],"['20', '3']","['21', '24']","['7', '2', '1']",['2'],[],[],6.25,nan,nan,nan,1.8499999999999999,nan,nan,nan,2.75,nan,nan,nan,nan,14.0,nan
207,Myrica gale,['24'],[],[],[],[],['3'],[],['44'],[],[],[],[],['8'],"['11', '4', '19', '5']",[],['9'],['15'],['9'],[],['30'],[],[],[],[],[],"['18', '20']",['21'],[],[],[],[],4.0,nan,nan,nan,1.0,nan,nan,nan,2.75,nan,nan,nan,nan,1.5,nan
208,Myrica hartwegii,['24'],[],[],[],[],['3'],[],['44'],[],[],[],[],[],"['10', '11', '19', '3']",[],"['9', '3']","['15', '4']",['9'],[],['30'],[],[],[],[],[],"['18', '3']",['21'],[],[],[],[],6.800000000000001,nan,nan,nan,2.2,nan,nan,nan,2.0,nan,nan,nan,nan,1.8,nan
209,Myrica heterophylla,[],[],[],[],[],"['0', '31']",[],['23'],[],[],[],[],['8'],"['19', '5', '4', '10', '11', '3']",['1'],"['9', '3']","['9', '3', '4']",[],[],['30'],[],[],[],"['23', '14']",[],"['20', '3']",[],"['7', '2']",['9'],[],[],7.7,nan,nan,nan,3.1,nan,nan,nan,3.75,nan,nan,nan,nan,3.0,nan
210,Myrica inodora,['16'],[],[],[],[],[],[],['23'],[],[],[],[],[],"['4', '19']",[],"['9', '3']","['12', '4']",[],[],['33'],[],[],[],['16'],[],"['20', '3']","['31', '21']",[],[],[],[],7.0,nan,nan,nan,2.55,nan,nan,nan,6.0,nan,nan,nan,nan,nan,nan
211,Myrica pensylvanica,['16'],[],[],[],[],['23'],[],['23'],[],[],[],[],[],"['10', '11', '19', '5']",[],"['9', '3']",['6'],[],[],['30'],[],[],[],[],[],"['18', '20']",['21'],"['7', '2']","['9', '2']",[],[],4.5,nan,nan,nan,2.1,nan,nan,nan,4.5,nan,nan,nan,nan,nan,nan
212,Myricaceae,[],[],[],[],[],[],[],"['11', '54']",[],[],[],[],[],[],[],[],['15'],[],[],['45'],[],[],[],[],[],[],[],[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
213,Alnus,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['5', '16', '9']",[],['23'],[],[],[],[],[],[],[],[],[],[],"['20', '7', '12']",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
214,Alnus cremastogyne,['24'],[],"['2', '7']",[],[],"['19', '8']",['0'],['42'],[],[],[],[],[],"['22', '4', '5', '13']",[],['9'],[],[],"['1', '0']",['35'],"['14', '12']",[],[],[],[],['3'],['32'],"['15', '2']",[],[],['17'],5.25,6.0,40.0,nan,5.75,nan,nan,nan,3.0,nan,nan,2.25,nan,nan,nan
215,Alnus ferdinandi-coburgii,['24'],[],[],[],[],"['13', '19', '8']",['0'],['24'],[],[],[],[],[],"['13', '19']",[],['9'],[],[],"['1', '0']",['39'],[],[],[],[],[],"['20', '3']",['32'],"['15', '9']",['9'],[],"['17', '24']",5.166666666666666,2.25,20.0,nan,5.0,nan,nan,nan,3.0,nan,nan,2.25,nan,nan,nan
216,Alnus formosana,['24'],[],[],[],[],"['12', '8']",['0'],['38'],[],[],[],[],[],['13'],[],"['9', '14']",[],[],"['1', '0']",['51'],[],[],[],[],[],"['20', '0', '3']",[],"['2', '9']",[],[],['12'],4.733333333333333,1.75,20.0,nan,3.5,nan,nan,nan,2.5,nan,nan,4.0,nan,nan,nan
217,Alnus henryi,['24'],[],[],[],[],['26'],[],['24'],[],[],[],[],[],"['13', '19']",[],"['9', '14']",[],[],"['1', '0']",['51'],[],[],[],[],[],"['18', '20', '3']",[],['9'],[],[],['12'],3.9,1.4,nan,nan,3.75,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
218,Alnus hirsuta,['27'],[],[],[],[],"['19', '8']",['0'],['42'],[],[],[],[],['4'],"['9', '22', '13']",[],"['9', '14']",[],[],"['1', '0']",['38'],[],[],[],[],[],['20'],"['5', '21']","['15', '9']",[],[],"['17', '29']",4.5,1.5,20.0,nan,5.75,nan,nan,nan,3.0,nan,nan,2.5,nan,nan,nan
219,Alnus japonica,[],['5'],[],[],[],"['6', '39', '19', '8']",[],['38'],[],[],[],[],"['21', '1', '2']","['13', '5']",[],['9'],[],[],[],['35'],[],[],[],[],[],['20'],[],"['15', '3', '2', '9']",[],[],['12'],3.0,2.0,20.0,nan,nan,1.25,nan,nan,2.5,nan,nan,1.0,3.25,9.0,nan
220,Alnus lanata,['24'],[],['9'],[],[],"['12', '15', '24', '8']",[],['26'],[],[],[],[],[],"['22', '13', '20']",[],['9'],[],[],"['1', '0']",['33'],['14'],[],[],[],[],"['20', '3']",['12'],"['15', '9', '16']",[],[],['17'],5.0,nan,20.0,nan,5.5,nan,nan,nan,3.0,nan,nan,2.75,nan,nan,nan
221,Alnus mandshurica,['24'],[],"['2', '7']",[],[],"['19', '8']",['0'],[],[],[],[],[],[],"['4', '5', '13']",[],"['9', '14', '7']",[],[],"['1', '0']",['39'],"['14', '12']",[],[],[],[],"['20', '3']",[],"['15', '2']",[],[],"['17', '24']",3.9166666666666665,1.5,10.0,nan,5.25,nan,nan,nan,2.0,nan,nan,1.25,nan,nan,nan
222,Alnus nepalensis,"['24', '16']",[],['2'],[],[],"['6', '39', '19']",['0'],['35'],[],[],[],[],[],"['13', '4']",[],['9'],[],[],"['1', '0']",['26'],[],[],[],[],[],"['20', '3']",['32'],"['15', '2', '9']",['9'],[],['12'],6.125,2.1,15.0,nan,6.25,7.5,nan,nan,2.0,nan,nan,5.0,nan,nan,nan
223,Alnus trabeculosa,['24'],[],['2'],[],[],"['39', '19', '8']",['0'],['42'],[],[],[],[],[],"['4', '5']",[],['9'],[],[],"['1', '0']",['33'],[],[],[],[],[],"['9', '20', '0', '3']",[],"['15', '2', '9']",[],[],['17'],8.5,1.75,10.0,nan,4.75,1.25,nan,2.25,3.5,nan,nan,1.5,nan,nan,nan
224,Betula,[],[],[],[],[],[],[],[],[],[],[],[],[],['5'],[],[],[],"['13', '5', '16']",[],[],[],[],[],[],[],[],[],[],[],[],"['26', '0', '12']",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
225,Betula albosinensis,['21'],[],[],[],[],"['29', '13', '27']",[],['42'],[],"['7', '14']",[],[],[],"['22', '4']",[],"['14', '7']",[],[],"['1', '0']",['39'],['14'],[],[],[],[],['0'],[],"['2', '3']",[],[],['17'],4.0,3.5,30.0,nan,3.5,1.1,nan,nan,2.5,nan,nan,1.0,nan,nan,nan
226,Betula alnoides,['18'],[],['11'],[],[],"['37', '19']",['0'],['38'],[],"['14', '18']",[],[],[],"['22', '4', '5']",[],['9'],['12'],[],"['1', '0']",['24'],[],[],[],[],[],"['1', '0']",[],"['19', '3']",['9'],[],"['0', '21']",5.166666666666667,7.5,30.0,nan,4.0,5.0,nan,nan,1.75,nan,nan,2.5,nan,nan,nan
227,Betula austrosinensis,['24'],[],[],[],[],"['6', '15', '8']",['0'],"['24', '36']",[],['8'],[],[],[],"['22', '4', '13']",[],"['14', '7']",[],['1'],"['1', '0']",['19'],[],[],[],[],[],"['1', '0']",[],['9'],['9'],[],['17'],4.016666666666667,4.25,25.0,nan,4.5,1.85,nan,2.0,4.5,nan,nan,2.5,nan,nan,nan
228,Betula calcicola,"['0', '14']",[],[],[],[],"['37', '2', '39', '8']",[],['41'],[],"['20', '14']",[],[],[],"['22', '15']",[],"['9', '14']",[],[],"['1', '0']",['38'],[],[],[],[],[],"['18', '20']","['31', '32']",['19'],"['1', '9']",[],['17'],2.6333333333333333,1.75,4.0,nan,2.0,8.5,nan,2.0,2.5,nan,nan,2.0,nan,nan,nan
229,Betula chinensis,['9'],[],[],[],[],"['6', '2', '15']",['0'],"['42', '38']",[],['7'],[],[],[],"['22', '13']",[],"['9', '14']",[],['1'],"['1', '0']",['39'],[],[],[],[],[],"['18', '3']",[],['19'],[],[],"['17', '29']",3.95,1.5,5.0,nan,3.0,1.05,nan,nan,nan,nan,nan,1.5,nan,nan,nan
230,Betula costata,['24'],[],[],[],[],"['6', '13', '39', '8']",['0'],['38'],[],['8'],[],[],[],"['22', '4']",[],"['14', '7']",['3'],['1'],"['1', '0']",['39'],[],[],[],[],[],"['1', '0']",[],"['2', '3', '9']",[],[],['17'],4.383333333333334,2.0,30.0,nan,3.0,1.0,nan,nan,2.5,nan,nan,3.5,nan,nan,nan
231,Betula cylindrostachya,['26'],[],['7'],[],[],"['6', '2', '15', '39']",['0'],"['42', '35']",[],['9'],[],[],[],"['22', '13', '19']",[],"['14', '7']",['12'],[],"['1', '0']",['19'],[],[],[],[],[],['0'],['32'],['19'],[],[],['0'],4.383333333333334,6.25,30.0,nan,3.3,6.0,nan,1.25,2.0,nan,nan,8.5,nan,nan,nan
232,Betula dahurica,['14'],[],[],[],[],"['6', '13', '1']",['0'],['24'],[],"['22', '8']",[],[],[],"['4', '5']",[],[],['3'],['1'],"['1', '0']",['39'],[],[],[],[],[],"['0', '3']",[],"['19', '2']",['9'],[],"['17', '21']",4.166666666666667,2.25,20.0,nan,4.25,1.0,nan,nan,nan,nan,nan,8.5,nan,nan,nan
233,Betula delavayi,['24'],[],['11'],[],[],"['6', '39', '19']",[],"['38', '24']",[],"['7', '14']",[],[],[],"['22', '13', '15']",[],['14'],['12'],['1'],"['1', '0']",['15'],[],[],[],[],[],['0'],"['31', '32']",['19'],['9'],[],['17'],6.5,1.75,8.0,nan,2.5,7.5,nan,1.75,2.75,nan,nan,5.0,nan,nan,nan
234,Betula delavayi var. delavayi,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
235,Betula delavayi var. microstachya,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
236,Betula delavayi var. polyneura,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
237,Betula ermanii,['21'],[],[],[],[],"['10', '23', '13']",[],"['26', '38']",[],['13'],[],[],[],['22'],[],[],[],[],"['1', '0']",['39'],[],[],[],[],[],['3'],[],"['19', '2', '3']",[],[],"['20', '17']",4.233333333333333,2.1,20.0,nan,3.1,1.15,nan,1.9,2.75,nan,nan,4.5,nan,nan,nan
