,taxon,taxon_id,link,path,part_color,leaf_part_hair_surface,fruit_part_venation,leaf_part_apex_shape,part_shape,fruit_part_shape,leaf_part_color,leaf_part_base_shape,leaf_part_venation,leaf_part_shape,leaf_part_surface,leaf_part_margin,leaf_part_hair_shape,part_surface,flower_part_shape,flower_part_surface,fruit_part_surface,leaf_part_venation_lateral,fruit_part_color,leaf_part_lobe_shape,leaf_part_margin_margin,inflorescence_shape,part_size_length,inflorescence_size_width,flower_part_size_length,fruit_part_size_length,inflorescence_size_length,fruit_part_size_width,leaf_part_size_length,leaf_part_size_width,part_size_height,leaf_part_size_thickness,part_size_diameter
436,Cyclobalanopsis dinghuensis,210000365,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000365,data/eFloras/Fagaceae_2/treatments/taxon_id_210000365.html,8,,,14,39,17,5,9,9,15,19,,,15,,,16,,4,,15,,5.0,nan,nan,2.716666666666667,nan,2.05,4.791666666666666,2.25,8.0,nan,nan
437,Cyclobalanopsis disciformis,210000366,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000366,data/eFloras/Fagaceae_2/treatments/taxon_id_210000366.html,,,,8,,16,,9,9,30,19,,,,,,11,,7,,,,nan,nan,nan,2.9375,nan,2.0,8.5,3.25,12.0,4.0,nan
438,Cyclobalanopsis dongfangensis,242316056,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=242316056,data/eFloras/Fagaceae_2/treatments/taxon_id_242316056.html,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
439,Cyclobalanopsis edithiae,210000367,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000367,data/eFloras/Fagaceae_2/treatments/taxon_id_210000367.html,,,,,4,10,20,9,9,15,3,6,,2,,,11,,7,,,,nan,nan,nan,3.3666666666666663,1.5,2.325,6.5,4.0,20.0,2.5,nan
440,Cyclobalanopsis elevaticostata,210000368,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000368,data/eFloras/Fagaceae_2/treatments/taxon_id_210000368.html,34,,,0,39,10,20,9,9,13,3,,,2,,,,,15,,23,,nan,nan,nan,3.3666666666666667,nan,1.1,8.625,4.0,20.0,nan,nan
441,Cyclobalanopsis fleuryi,210000369,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000369,data/eFloras/Fagaceae_2/treatments/taxon_id_210000369.html,10,,,0,0,17,7,9,9,15,19,,,15,,,16,,,,31,,2.75,nan,nan,5.125,nan,2.5,11.116666666666667,6.5,25.0,nan,nan
442,Cyclobalanopsis fuliginosa,250075682,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=250075682,data/eFloras/Fagaceae_2/treatments/taxon_id_250075682.html,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
443,Cyclobalanopsis gambleana,210000370,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000370,data/eFloras/Fagaceae_2/treatments/taxon_id_210000370.html,6,,,0,,17,15,9,1,50,19,,,15,,,13,,3,,23,8,nan,nan,nan,3.6666666666666665,1.0,1.65,9.75,3.5,20.0,1.0,nan
444,Cyclobalanopsis gilva,210000371,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000371,data/eFloras/Fagaceae_2/treatments/taxon_id_210000371.html,10,,,0,35,19,5,9,9,28,11,,,15,,,11,,4,,15,,nan,nan,nan,4.75,1.0,1.225,5.125,2.75,30.0,1.0,nan
445,Cyclobalanopsis glauca,210000372,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000372,data/eFloras/Fagaceae_2/treatments/taxon_id_210000372.html,,,,8,,47,,9,9,33,3,,,2,,,13,,20,,10,,nan,nan,nan,3.7875,nan,1.15,5.75,3.75,20.0,nan,nan
446,Cyclobalanopsis glaucoides,210000373,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000373,data/eFloras/Fagaceae_2/treatments/taxon_id_210000373.html,22,,,8,,41,20,9,1,13,19,,,15,,,13,,3,,,20,nan,nan,nan,4.566666666666666,1.75,5.425,4.875,3.5,20.0,nan,nan
447,Cyclobalanopsis gracilis,210000374,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000374,data/eFloras/Fagaceae_2/treatments/taxon_id_210000374.html,,,,8,,17,20,9,9,32,,6,,15,,,,,,,,,nan,nan,nan,4.583333333333334,1.25,1.15,4.0,2.25,15.0,nan,nan
448,Cyclobalanopsis helferiana,210000375,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000375,data/eFloras/Fagaceae_2/treatments/taxon_id_210000375.html,6,,,12,14,8,6,9,9,15,19,,,15,,,19,,3,,1,,5.0,nan,nan,1.3666666666666667,nan,1.85,7.5,6.0,20.0,1.6,nan
449,Cyclobalanopsis hui,210000376,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000376,data/eFloras/Fagaceae_2/treatments/taxon_id_210000376.html,10,,0,0,,47,5,12,9,15,19,,,15,,,16,,,,10,,nan,nan,nan,5.354166666666666,1.5,2.125,5.6,2.25,12.5,1.0,nan
450,Cyclobalanopsis hypophaea,210000377,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000377,data/eFloras/Fagaceae_2/treatments/taxon_id_210000377.html,34,11,,0,32,10,15,9,9,55,12,,,4,,,,,,,15,,nan,nan,nan,4.2,nan,1.5,6.333333333333333,1.65,18.0,nan,nan
451,Cyclobalanopsis jenseniana,210000378,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000378,data/eFloras/Fagaceae_2/treatments/taxon_id_210000378.html,8,,,0,21,41,,9,9,54,3,,,2,,,,,7,,15,,nan,nan,nan,3.8874999999999997,4.0,1.4,10.0,7.0,35.0,1.0,nan
452,Cyclobalanopsis jinpinensis,210000379,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000379,data/eFloras/Fagaceae_2/treatments/taxon_id_210000379.html,,,,0,,41,,14,2,15,3,,,9,,,3,,,,,20,nan,1.8,nan,1.8,1.5,1.5,4.625,3.75,nan,nan,nan
453,Cyclobalanopsis kerrii,210000380,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000380,data/eFloras/Fagaceae_2/treatments/taxon_id_210000380.html,,,,0,,10,,9,9,15,6,,,15,,,12,,12,,15,10,nan,2.25,nan,0.95,5.5,2.4,5.5,5.0,20.0,2.0,nan
454,Cyclobalanopsis kiukiangensis,210000381,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000381,data/eFloras/Fagaceae_2/treatments/taxon_id_210000381.html,6,,,3,31,48,11,14,2,15,19,,,,,,3,,20,,,,nan,nan,nan,2.575,nan,1.7750000000000001,8.0,6.0,30.0,2.25,nan
455,Cyclobalanopsis kouangsiensis,210000382,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000382,data/eFloras/Fagaceae_2/treatments/taxon_id_210000382.html,6,,,0,39,17,6,12,9,15,19,,,15,,,16,,16,,6,,2.5,nan,nan,4.0,1.5,2.5,8.25,4.5,15.0,1.5,nan
456,Cyclobalanopsis lamellosa,210000383,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000383,data/eFloras/Fagaceae_2/treatments/taxon_id_210000383.html,,,,8,,10,20,9,1,17,3,,5,15,,,16,,16,,10,,nan,nan,nan,3.05,nan,3.75,10.5,7.0,40.0,nan,nan
457,Cyclobalanopsis litoralis,210000384,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000384,data/eFloras/Fagaceae_2/treatments/taxon_id_210000384.html,6,,,,,17,5,9,2,13,19,6,,15,,,16,,4,,23,,nan,nan,nan,2.875,nan,2.825,7.083333333333334,7.5,15.0,4.0,nan
458,Cyclobalanopsis litseoides,210000385,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000385,data/eFloras/Fagaceae_2/treatments/taxon_id_210000385.html,,,,12,,17,20,9,2,29,3,,,15,,,16,,4,,15,20,nan,nan,nan,3.575,1.0,5.5,4.75,1.9,10.0,nan,nan
459,Cyclobalanopsis lobbii,210000386,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000386,data/eFloras/Fagaceae_2/treatments/taxon_id_210000386.html,8,,,0,23,41,,9,9,15,3,,5,2,,,3,,20,,23,,nan,nan,nan,4.75,nan,1.35,5.875,4.0,15.0,nan,nan
460,Cyclobalanopsis longinux,210000387,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000387,data/eFloras/Fagaceae_2/treatments/taxon_id_210000387.html,,,,0,21,41,20,9,2,25,3,,,2,,,16,,4,,6,,nan,nan,nan,6.8,nan,1.075,4.25,2.25,nan,nan,nan
461,Cyclobalanopsis lungmaiensis,210000388,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000388,data/eFloras/Fagaceae_2/treatments/taxon_id_210000388.html,,1,,8,39,38,20,9,1,54,3,5,,2,,,16,,,,,,0.7,nan,nan,1.6,2.5,nan,6.375,3.5,30.0,nan,nan
462,Cyclobalanopsis macrocalyx,250065017,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=250065017,data/eFloras/Fagaceae_2/treatments/taxon_id_250065017.html,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
463,Cyclobalanopsis macrocalyx var. litoralis,250065018,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=250065018,data/eFloras/Fagaceae_2/treatments/taxon_id_250065018.html,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
464,Cyclobalanopsis morii,210000389,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000389,data/eFloras/Fagaceae_2/treatments/taxon_id_210000389.html,,,,8,9,0,,12,1,30,14,,,2,,,3,,3,,,,nan,nan,nan,1.9541666666666666,nan,1.575,4.666666666666667,3.25,30.0,1.0,nan
465,Cyclobalanopsis motuoensis,210000390,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000390,data/eFloras/Fagaceae_2/treatments/taxon_id_210000390.html,34,,,8,39,10,,12,2,30,3,,,2,,,3,,,,15,,nan,nan,nan,1.4,nan,1.275,4.479166666666666,3.5,30.0,nan,nan
466,Cyclobalanopsis multinervis,210000391,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000391,data/eFloras/Fagaceae_2/treatments/taxon_id_210000391.html,,,,3,39,13,20,9,9,15,,,,,,,11,,4,,,,nan,nan,nan,2.5375,nan,1.25,5.783333333333333,4.0,12.0,1.0,nan
467,Cyclobalanopsis myrsinifolia,210000392,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000392,data/eFloras/Fagaceae_2/treatments/taxon_id_210000392.html,8,,,0,21,17,20,9,2,37,3,,,2,,,3,,20,,15,8,nan,nan,nan,4.691666666666666,2.25,1.325,5.125,2.9,20.0,1.0,nan
468,Cyclobalanopsis neglecta,210000393,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000393,data/eFloras/Fagaceae_2/treatments/taxon_id_210000393.html,8,,,14,,36,,9,2,22,3,,,11,,,11,,3,,15,,nan,nan,nan,5.75,7.5,1.35,5.25,1.15,20.0,1.0,nan
469,Cyclobalanopsis ningangensis,210000394,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000394,data/eFloras/Fagaceae_2/treatments/taxon_id_210000394.html,17,,,8,,18,15,9,1,15,,,5,4,,,3,,,,23,8,nan,nan,nan,1.75,1.75,1.0,6.4375,2.75,15.0,1.0,nan
470,Cyclobalanopsis obovatifolia,210000395,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000395,data/eFloras/Fagaceae_2/treatments/taxon_id_210000395.html,,,,0,31,51,20,9,9,33,6,5,5,,,,13,,4,,15,,3.0,nan,nan,4.35,nan,1.525,4.625,2.0,8.0,nan,nan
471,Cyclobalanopsis oxyodon,210000396,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000396,data/eFloras/Fagaceae_2/treatments/taxon_id_210000396.html,,,,8,,41,20,14,9,13,,,,15,,,16,,4,,23,8,nan,nan,nan,2.216666666666667,3.5,1.45,10.25,5.5,20.0,1.0,nan
472,Cyclobalanopsis pachyloma,210000397,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000397,data/eFloras/Fagaceae_2/treatments/taxon_id_210000397.html,10,,,0,,36,24,9,2,33,6,,,15,,,16,,,,15,4,nan,nan,nan,2.1333333333333333,2.25,2.25,6.083333333333334,3.5,17.0,1.5,nan
473,Cyclobalanopsis patelliformis,210000398,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000398,data/eFloras/Fagaceae_2/treatments/taxon_id_210000398.html,8,,0,0,4,,20,12,9,13,,,5,2,,,11,,4,,23,8,nan,nan,nan,2.708333333333333,4.75,2.65,4.5,4.25,15.0,3.0,nan
474,Cyclobalanopsis pentacycla,210000399,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000399,data/eFloras/Fagaceae_2/treatments/taxon_id_210000399.html,17,,,3,,31,20,12,9,54,3,,2,2,,,16,,8,,27,,nan,nan,nan,3.4,nan,1.2,7.083333333333334,5.0,15.0,1.0,nan
475,Cyclobalanopsis phanera,210000400,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000400,data/eFloras/Fagaceae_2/treatments/taxon_id_210000400.html,,,,,31,10,20,9,9,15,3,,,15,,,16,,4,,6,,nan,nan,nan,2.375,5.0,2.2,6.800000000000001,4.0,25.0,2.5,nan
476,Cyclobalanopsis poilanei,210000401,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000401,data/eFloras/Fagaceae_2/treatments/taxon_id_210000401.html,10,,,0,,48,,14,9,13,19,,,15,,,13,,7,,27,20,nan,nan,nan,4.666666666666666,1.5,1.525,3.625,4.5,16.0,1.8,nan
477,Cyclobalanopsis rex,210000402,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000402,data/eFloras/Fagaceae_2/treatments/taxon_id_210000402.html,6,,,3,,47,5,9,9,33,19,,,15,,,16,,13,,28,,nan,nan,nan,2.3,nan,4.25,10.0,7.5,30.0,4.0,nan
478,Cyclobalanopsis saravanensis,210000403,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000403,data/eFloras/Fagaceae_2/treatments/taxon_id_210000403.html,,,,8,32,7,20,9,1,17,3,,,2,,,19,,12,,15,,nan,nan,nan,1.75,nan,1.875,11.5,3.5,50.0,1.5,nan
479,Cyclobalanopsis semiserrata,210000404,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000404,data/eFloras/Fagaceae_2/treatments/taxon_id_210000404.html,,,,12,,18,,9,9,32,3,,,15,,,9,,3,,10,,nan,nan,nan,3.175,nan,2.35,9.333333333333334,5.0,10.0,nan,nan
480,Cyclobalanopsis sessilifolia,210000405,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000405,data/eFloras/Fagaceae_2/treatments/taxon_id_210000405.html,8,,,3,23,10,,9,9,15,3,,,4,,,16,,4,,15,8,nan,nan,nan,3.1,1.5,1.15,9.25,2.75,25.0,1.0,nan
481,Cyclobalanopsis sichourensis,210000406,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000406,data/eFloras/Fagaceae_2/treatments/taxon_id_210000406.html,8,,,3,39,10,20,9,9,30,19,,,4,,,16,,3,,6,,nan,nan,nan,2.25,nan,3.875,9.75,7.0,20.0,1.5,nan
482,Cyclobalanopsis stenophylloides,210000407,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000407,data/eFloras/Fagaceae_2/treatments/taxon_id_210000407.html,17,,,8,32,17,20,14,2,15,3,,,2,,,3,,12,,6,8,nan,nan,nan,1.55,2.25,1.35,5.75,2.5,17.0,1.0,nan
483,Cyclobalanopsis stewardiana,210000408,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000408,data/eFloras/Fagaceae_2/treatments/taxon_id_210000408.html,,,,8,,41,20,9,9,14,14,,,2,,,16,,4,,6,,nan,nan,nan,1.45,2.0,nan,5.833333333333334,3.0,12.0,nan,nan
484,Cyclobalanopsis subhinoidea,210000409,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000409,data/eFloras/Fagaceae_2/treatments/taxon_id_210000409.html,6,,,8,,10,20,12,9,30,19,,,,,,11,,15,,23,,nan,nan,nan,1.45,nan,2.75,4.166666666666667,3.375,13.0,nan,nan
485,Cyclobalanopsis tenuicupula,210000410,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000410,data/eFloras/Fagaceae_2/treatments/taxon_id_210000410.html,34,,,8,39,47,20,9,1,30,3,,,2,,,,,12,,10,,nan,nan,nan,3.1875,4.0,2.875,10.25,7.5,30.0,1.0,nan
486,Cyclobalanopsis thorelii,210000411,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000411,data/eFloras/Fagaceae_2/treatments/taxon_id_210000411.html,34,,,3,39,13,20,9,9,37,6,,,,,,16,,3,,15,,nan,nan,nan,1.3333333333333335,nan,2.75,6.083333333333333,5.125,30.0,2.0,nan
487,Cyclobalanopsis tiaoloshanica,210000412,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000412,data/eFloras/Fagaceae_2/treatments/taxon_id_210000412.html,6,,0,3,4,17,5,9,9,30,19,,,,,,12,,4,,15,8,nan,nan,nan,4.333333333333333,10.0,1.5,7.0,2.1,12.0,1.0,nan
488,Cyclobalanopsis tomentosinervis,210000413,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000413,data/eFloras/Fagaceae_2/treatments/taxon_id_210000413.html,,,,8,39,20,20,9,2,54,3,7,,18,,,13,,7,,15,,8.0,nan,nan,4.05,6.0,1.4,6.875,4.0,20.0,1.0,nan
489,Cyclobalanopsis xanthotricha,210000414,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000414,data/eFloras/Fagaceae_2/treatments/taxon_id_210000414.html,30,8,,0,39,10,20,9,2,13,11,,,,,,13,,3,,10,,nan,nan,nan,3.2,nan,4.425,6.333333333333334,2.25,8.0,1.0,nan
490,Cyclobalanopsis yin-qianii,250072989,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=250072989,data/eFloras/Fagaceae_2/treatments/taxon_id_250072989.html,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
491,Cyclobalanopsis yingjiangensis,210000415,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000415,data/eFloras/Fagaceae_2/treatments/taxon_id_210000415.html,17,,,0,32,41,20,12,,48,,,5,,,,,,,,23,20,nan,nan,nan,2.0,3.0,3.0,5.875,3.5,20.0,nan,nan
492,Cyclobalanopsis yonganensis,210000416,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000416,data/eFloras/Fagaceae_2/treatments/taxon_id_210000416.html,11,,,0,,20,11,20,9,22,3,,,,,,,,,,27,,nan,nan,nan,5.0,nan,1.6,6.550000000000001,3.3,20.0,nan,nan
493,Fagaceae,10338,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=10338,data/eFloras/Fagaceae_2/treatments/taxon_id_10338.html,,,,,,,,,,20,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
494,Fagus,112623,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=112623,data/eFloras/Fagaceae_2/treatments/taxon_id_112623.html,12,,,,,41,,,,44,,,,14,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
495,Fagus engleriana,200006253,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006253,data/eFloras/Fagaceae_2/treatments/taxon_id_200006253.html,,1,,0,,,,9,2,37,6,,,,,,,,,,28,,nan,nan,4.5,nan,nan,nan,3.216666666666667,nan,25.0,nan,nan
496,Fagus hayatae,200006254,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006254,data/eFloras/Fagaceae_2/treatments/taxon_id_200006254.html,,2,,0,,,0,9,2,39,16,,,,,5,,,,,,,nan,nan,1.25,2.0,nan,nan,6.75,nan,20.0,nan,nan
497,Fagus hayatae subsp. pashanica,242001033,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=242001033,data/eFloras/Fagaceae_2/treatments/taxon_id_242001033.html,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
498,Fagus longipetiolata,200006255,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006255,data/eFloras/Fagaceae_2/treatments/taxon_id_200006255.html,,,,3,,,,9,9,37,12,,,,,,,,,,23,,nan,nan,5.5,nan,nan,nan,5.5,nan,25.0,nan,nan
499,Fagus lucida,200006256,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006256,data/eFloras/Fagaceae_2/treatments/taxon_id_200006256.html,,,,3,,,20,14,2,37,3,,,,,2,,,,,28,,1.5,nan,1.0,1.5,nan,nan,3.5166666666666666,nan,25.0,nan,nan
