,taxon,leaf_part_margin_margin,part_apex_shape,flower_part_surface,leaf_part_hair_shape,fruit_part_apex_shape,part_color,leaf_part_axil_venation_lateral,fruit_part_shape,leaf_part_hair_surface,leaf_part_lobe_shape,leaf_part_margin_margin_apical,leaf_part_hair_venation,part_shape,leaf_part_surface,fruit_part_venation,leaf_part_base_shape,fruit_part_surface,leaf_part_margin,leaf_part_venation_lateral,leaf_part_shape,flower_part_shape,leaf_part_hair_color,leaf_part_trichome_color,fruit_part_color,part_color_terminal,leaf_part_apex_shape,leaf_part_color,part_surface,leaf_part_venation,inflorescence_surface,inflorescence_shape,leaf_part_size_length,inflorescence_size_length,part_size_height,part_size_thickness,leaf_part_size_width,inflorescence_size_width,fruit_part_size_thickness,fruit_part_size_width,fruit_part_size_length,part_size_diameter,inflorescence_size_male_length,flower_part_size_length,part_size_width,part_size_length,leaf_part_size_thickness
170,Quercus tomentella,[],[],[],[],['orbicular'],['brown-red'],[],['ovoid'],"['surface', 'tomentose']",[],[],[],[],"['villose', 'pubescent', 'pilose']",[],"['obtuse', 'cordate']",[],[],[],['concave'],[],['white'],[],[],[],"['orbicular', 'acute']",['glossy-green'],['tomentose'],"['vein', 'pinnate', 'midrib']",['tomentose'],['cup-shaped'],23.25,6.0,nan,nan,32.5,22.5,nan,17.5,25.0,3.5,nan,nan,nan,11.0,nan
171,Quercus toumeyi,[],[],[],[],[],"['brown', 'black', 'brown-red', 'gray']",[],"['ovoid', 'elliptic']",[],[],[],[],['ovoid'],"['pubescent', 'surface', 'glabrate']",[],"['obtuse', 'cuneate']",[],['entire'],[],['elliptic-oblong'],['cup-shaped'],"['white', 'yellow']",[],['brown'],[],['acute'],"['glossy-green', 'gray']",['pubescent'],['vein'],[],[],10.125,nan,nan,nan,10.0,nan,nan,7.75,11.0,nan,nan,2.0,nan,1.5,nan
172,Quercus turbinella,['crisped-undulate'],[],[],[],[],"['brown', 'gray']",[],"['ovate', 'ovoid']",[],[],[],[],"['ovoid', 'orbicular']","['puberulent', 'surface', 'glandular', 'glabrous', 'pubescent']",[],"['orbicular', 'cordate']","['puberulent', 'glabrate']",[],[],['elliptic'],"['hemispheric', 'cup-shaped']",[],[],"['brown', 'yellow', 'gray']",[],"['obtuse', 'acute']","['glaucous', 'red', 'yellow', 'gray']","['tomentulose', 'glabrous', 'glabrate', 'pubescent']",['vein'],[],[],13.75,nan,nan,nan,12.5,nan,nan,10.75,9.0,2.0,nan,nan,nan,2.0,nan
173,Quercus vaccinifolia,"['toothed', 'entire']",[],[],['stellate'],['acute'],['brown-red'],[],['ovoid'],"['glabrous', 'pubescent']",[],[],[],[],"['pubescent', 'surface']",[],"['orbicular', 'acute']",[],[],[],['oblong-ovate'],[],[],[],[],[],"['obtuse', 'acute']","['green', 'green-white']",['glabrous'],['vein'],['pubescent'],"['turbinate', 'saucerlike']",14.5,3.5,nan,nan,11.0,12.5,nan,7.5,12.5,1.25,nan,nan,nan,2.0,nan
174,Quercus vaseyana,[],['obtuse'],[],['stellate'],[],"['brown', 'red', 'gray', 'brown-gray', 'brown-red']",[],"['', 'ovoid', 'oblong']",['surface'],"['obtuse', 'acute']",[],[],"['stellate', 'orbicular-ovoid']","['puberulent', 'glabrous', 'glabrate']",[],"['cuneate', 'orbicular']",['glabrous'],[],[],['lanceolate'],"['saucerlike', 'cup-shaped']",[],[],['brown'],[],['acute'],['green'],"['tomentose', 'tomentulose', 'glabrous', 'pubescent', 'glabrate']",['vein'],[],[],26.25,nan,nan,nan,15.0,nan,nan,12.0,5.75,1.25,nan,2.5,nan,3.375,nan
175,Quercus velutina,[],[],[],[],[],"['brown', 'black', 'gray', 'brown-red', 'yellow', 'orange']",[],"['ovoid', 'acuminate', 'acute', 'turbinate', 'subglobose', 'cup-shaped']",[],['oblong'],[],[],"['ovoid', 'bilaterally symmetric', 'ellipsoid']","['glabrous', 'surface', 'pubescent']",[],"['obtuse', 'truncate']","['puberulent', 'pubescent', 'surface', 'glabrate']",[],[],['ovate'],[],[],[],[],[],"['obtuse', 'acute']",['green'],"['glabrous', 'pubescent']",['vein'],[],[],123.75,nan,nan,nan,115.0,nan,nan,15.5,11.875,3.5,nan,nan,nan,12.25,nan
176,Quercus viminea,[],[],[],[],[],"['brown', 'brown-red']",[],"['ovoid', 'cup-shaped']",[],[],['entire'],[],['ovoid'],"['pubescent', 'glabrous']",[],"['obtuse', 'orbicular']","['pubescent', 'surface']",[],[],['lanceolate'],[],[],[],[],"['brown', 'brown-red']","['acuminate', 'acute']",[],"['pubescent', 'glabrous']",['midrib'],[],[],25.5,nan,nan,nan,8.5,nan,nan,8.75,12.0,2.5,nan,nan,nan,3.875,nan
177,Quercus virginiana,[],[],"['tomentulose', 'glabrous', 'puberulent']","['stellate', 'fused-stellate']",['orbicular'],"['brown', 'red', 'black', 'gray', 'yellow']",[],['ovoid'],[],[],[],[],"['ovate', 'stellate', 'subglobose']","['glabrous', 'surface', 'glabrate']",[],"['cuneate', 'orbicular']",['glabrous'],['entire'],[],['obovate'],"['hemispheric', 'cymbiform', 'acute-attenuate']",[],[],['brown'],[],"['obtuse-orbicular', 'acute']","['white', 'green', 'glaucous']","['puberulent', 'pubescent', 'glabrate']",['vein'],[],[],34.0,nan,nan,nan,30.0,nan,nan,11.5,14.5,2.0,nan,15.0,nan,9.75,nan
178,Quercus wislizenii,['entire'],[],[],[],[],"['brown', 'black', 'brown-red']",[],"['ovoid', 'oblong', 'cup-shaped']",[],[],[],[],['ovoid'],"['glabrous', 'surface', 'pubescent']",[],"['obtuse', 'cordate']","['puberulent', 'glabrous', 'surface', 'pubescent']",[],[],['orbicular'],[],[],[],[],"['brown', 'brown-red']","['orbicular', 'acute']",[],"['glabrous', 'pubescent']",['vein'],[],[],29.5,nan,nan,nan,35.0,nan,nan,11.75,18.75,2.25,nan,nan,nan,9.25,nan
179,Carya,[],[],[],[],[],"['brown', 'red', 'bronze', 'green', 'gray', 'orange']",[],[],['surface'],[],[],[],"['', 'slender']","['pubescent', 'glabrous']",[],[],"['verrucose', 'smooth']",[],[],['valvate'],[],[],[],"['brown', 'tan', 'brown-red', 'black']",[],[],[],"['smooth', 'glabrous', 'pubescent']",['odd-pinnate'],[],[],14.0,nan,nan,nan,7.5,nan,nan,nan,nan,nan,nan,nan,nan,27.5,nan
180,Carya aquatica,"['serrate', 'entire']",[],[],['fasciculate'],[],"['brown', 'black', 'gray', 'brown-red', 'yellow']",[],['obovoid'],"['villose', 'surface']",[],[],"['vein', 'midrib']","['oblong', 'slender']","['villose', 'glabrous']",[],[],['verrucose'],[],[],['fused'],[],[],[],"['brown', 'bronze', 'black']",['brown'],['acuminate'],[],"['villose', 'glabrous']",['vein'],[],[],7.0,nan,nan,nan,2.5,nan,1.0,2.0,2.25,nan,nan,nan,nan,18.0,nan
181,Carya cordiformis,['serrate'],[],[],['fasciculate'],[],"['brown', 'tan', 'gray']",[],"['', 'ovoid', 'ellipsoid', 'obovoid', 'spheric']","['villose', 'surface']",[],[],"['vein', 'midrib']","['oblong', 'slender']",['pubescent'],[],[],[],[],[],['valvate'],[],[],[],['brown'],"['tan', 'yellow']",['acuminate'],[],['hirsute'],[],[],[],6.333333333333333,nan,nan,nan,4.0,nan,2.5,2.6,2.5,nan,nan,nan,nan,31.0,nan
182,Carya floridana,['serrate'],[],[],['fasciculate'],[],"['brown-red', 'gray']",[],"['oblong', 'ellipsoid', 'obovoid']",['surface'],[],[],['vein'],"['ovoid', 'slender']",[],[],[],[],[],[],['fused'],[],[],[],"['bronze', 'tan', 'brown']","['brown', 'golden']",['acuminate'],[],"['smooth', 'glabrous']",[],[],[],5.0,nan,nan,nan,3.0,nan,2.5,2.25,3.5,nan,nan,nan,nan,8.0,nan
183,Carya glabra,['serrate'],[],[],['fasciculate'],[],"['brown-red', 'gray']",[],"['ellipsoid', 'spheric', 'obovoid']","['glabrous', 'surface', 'pubescent']",[],[],[],"['ovoid', 'slender']",['glabrous'],[],[],['smooth'],[],[],['fused'],[],[],[],"['tan', 'brown-red']","['tan', 'brown-red']",['acuminate'],[],"['puberulent', 'hirsute', 'glabrous', 'pubescent']",[],[],[],8.333333333333332,nan,nan,nan,6.0,nan,3.5,2.75,3.25,nan,nan,nan,nan,13.75,nan
184,Carya illinoinensis,['serrate'],[],[],['fasciculate'],[],"['brown', 'tan', 'brown-red', 'gray']",[],['ellipsoid-ovoid'],"['hirsute', 'scurfy', 'surface', 'glabrous']",[],[],['midrib'],"['oblong', 'slender']",[],[],[],['smooth'],[],[],['fused'],[],[],[],"['brown', 'tan', 'black']",['brown-yellow'],['acuminate'],[],"['hirsute', 'glabrous']",[],[],[],6.833333333333334,nan,nan,nan,4.0,nan,3.5,2.25,4.25,nan,nan,nan,nan,17.0,nan
185,Carya laciniosa,['serrate'],[],[],['fasciculate'],[],"['orange-tan', 'gray']",[],"['ellipsoid', 'spheric']",[],[],[],[],[],"['puberulent', 'hirsute', 'glabrous', 'surface']",[],[],"['hirsute', 'smooth']",[],[],['fused'],[],[],[],"['brown', 'tan']",['tan'],['acuminate'],[],"['hirsute', 'tomentose']",['midrib'],[],[],10.5,nan,nan,nan,6.5,nan,10.0,4.5,5.25,nan,nan,nan,nan,21.25,nan
186,Carya myristiciformis,['serrate'],[],[],['fasciculate'],[],"['brown', 'bronze', 'gray']",[],"['ellipsoid', 'obovoid']",['surface'],[],[],['midrib'],"['ovoid', 'slender']",['pubescent'],[],[],['smooth'],[],[],['fused'],[],[],[],"['bronze', 'tan', 'brown-mottled-red']",['bronze'],['acuminate'],['bronze'],[],"['vein', 'midrib']",[],[],7.0,nan,nan,nan,4.5,nan,2.0,1.75,2.5,nan,nan,nan,nan,12.25,nan
187,Carya ovata,['serrate'],[],[],['fasciculate'],[],"['red', 'brown-orange', 'black', 'green', 'gray']",[],"['ovoid', 'ellipsoid', 'spheric', 'obovoid']","['hirsute', 'surface']",[],[],"['vein', 'midrib']","['ovoid', 'slender']",[],[],[],['smooth'],[],[],['fused'],[],[],[],"['brown', 'tan', 'brown-red']","['brown', 'tan', 'black']","['acuminate', 'acute']",[],"['hirsute', 'glabrous', 'tomentose']",[],[],[],9.333333333333334,nan,nan,nan,7.5,nan,9.5,3.25,3.25,nan,nan,nan,nan,19.0,nan
188,Carya ovata var. australis,[],[],[],[],[],"['brown-red', 'black']",[],[],[],[],[],[],"['ovoid', 'slender']",['glabrous'],[],[],[],[],[],[],[],[],[],[],"['brown-red', 'black']",[],[],['glabrous'],[],[],[],7.333333333333334,nan,nan,nan,3.75,nan,6.5,2.75,2.75,nan,nan,nan,nan,16.5,nan
189,Carya ovata var. ovata,[],[],[],[],[],"['red', 'green', 'brown-gray']",[],[],[],[],[],[],[],['hirsute'],[],[],[],[],[],['bilaterally symmetric'],[],[],[],[],"['brown', 'tan']",[],[],"['hirsute', 'tomentose']",[],[],[],9.833333333333334,nan,nan,nan,8.5,nan,9.5,3.75,3.75,nan,nan,nan,nan,20.5,nan
190,Carya pallida,['serrate'],[],[],['fasciculate'],[],"['brown-red', 'gray']",[],"['ellipsoid', 'spheric', 'obovoid']","['hirsute', 'glabrous']",[],[],[],"['ovoid', 'slender']",[],[],[],['smooth'],[],[],['fused'],[],[],[],"['tan', 'brown-red']",['brown-red'],['acuminate'],[],['pubescent'],[],[],[],6.5,nan,nan,nan,3.5,nan,3.0,2.5,3.5,nan,nan,nan,nan,12.0,nan
191,Carya texana,['serrate'],[],[],['fasciculate'],[],"['brown', 'black', 'gray']",[],"['spheric', 'obovoid']","['hirsute', 'glabrous']",[],[],[],"['ovoid', 'slender']","['pubescent', 'glabrous']",[],[],[],[],[],['fused'],[],[],[],"['bronze', 'tan', 'brown-red']",['brown'],['acuminate'],['silver-tan'],['pubescent'],[],[],[],6.0,nan,nan,nan,4.5,nan,3.0,3.0,4.0,nan,nan,nan,nan,14.5,nan
192,Carya tomentosa,['serrate'],[],[],['fasciculate'],[],"['brown-red', 'gray']",[],"['ellipsoid', 'spheric', 'obovoid']",['puberulent'],[],[],[],['ovoid'],"['hirsute', 'surface']",[],[],['smooth'],[],[],['fused'],[],[],[],"['tan', 'brown-red']",[],['acute'],[],"['hirsute', 'tomentose']","['vein', 'midrib']",[],[],7.666666666666667,nan,nan,nan,5.0,nan,7.0,4.0,4.0,nan,nan,nan,nan,18.0,nan
193,Juglandaceae,"['serrate', 'entire']",[],[],[],[],"['brown', 'gray']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
194,Juglans,[],[],[],['fasciculate'],[],"['brown-purple', 'gray', 'brown-gray']",[],['grooved'],"['surface', 'glandular']",[],[],[],[''],['glabrous'],[],[],['smooth'],[],[],['triangular'],[],[],[],['tan'],[],[],[],"['hirsute', 'smooth']",['even-pinnate'],[],[],9.65,nan,nan,nan,3.65,nan,nan,nan,nan,nan,nan,nan,nan,26.5,nan
195,Juglans californica,['serrate'],[],[],[],[],"['brown', 'gray']",[],"['grooved', 'spheric']",['surface'],[],[],[],"['ovoid', 'ellipsoid']",['glandular'],[],[],"['smooth', 'glandular', 'surface']",[],[],['elliptic-oblong'],[],[],[],[],[],"['orbicular', 'acute']",[],[],['vein'],[],[],9.5,nan,nan,nan,nan,nan,nan,nan,2.4000000000000004,nan,nan,nan,2.1,7.2,nan
196,Juglans cinerea,['serrate'],[],[],"['fasciculate', 'capitate']",[],"['brown', 'gray', 'brown-gray']",[],"['', 'ovoid', 'ellipsoid']","['surface', 'glandular']",[],[],[],[],[],[],[],"['smooth', 'surface']",[],[],['straight'],[],[],[],[],[],['acuminate'],['gray-tan'],['smooth'],[],[],[],22.583333333333332,nan,nan,nan,nan,nan,nan,nan,5.25,nan,nan,nan,4.0,10.083333333333332,nan
197,Juglans hindsii,['serrate'],[],[],['fasciculate'],[],"['brown', 'gray']",[],"['ovoid', 'grooved', 'ovoid-spheric', 'spheric']",['glandular'],[],[],['vein'],"['oblong', 'ellipsoid']",[],[],[],['smooth'],[],[],['triangular'],[],[],[],[],[],['acuminate'],[],['smooth'],['midrib'],[],[],15.333333333333332,nan,nan,nan,nan,nan,nan,nan,3.525,nan,nan,nan,2.3499999999999996,12.15,nan
198,Juglans major,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
199,Juglans major var. major,['serrate'],[],[],"['fasciculate', 'capitate']",[],"['brown', 'gray']",[],"['ovoid', 'grooved', 'spheric', 'subglobose']","['surface', 'glandular']",[],[],[],['ovoid'],"['glabrous', 'glabrate']",[],[],"['smooth', 'surface']",[],[],['lanceolate'],[],[],[],[],[],['acuminate'],[],[],['vein'],[],[],12.666666666666668,nan,nan,nan,nan,nan,nan,nan,2.5,nan,nan,nan,2.45,10.0,nan
200,Juglans microcarpa,"['toothed', 'entire']",[],[],"['fasciculate', 'capitate']",[],"['brown', 'gray']",[],"['grooved', 'spheric']","['surface', 'glandular']",[],[],['vein'],"['ovoid', 'spheric']",['glabrous'],[],[],"['smooth', 'surface']",[],[],['lanceolate'],[],[],[],[],[],['acuminate'],[],[],[],[],[],8.833333333333334,nan,nan,nan,nan,nan,nan,nan,1.625,nan,nan,nan,0.9500000000000001,6.675000000000001,nan
201,Juglans nigra,['serrate'],[],[],"['fasciculate', 'capitate']",[],"['brown', 'gray']",[],"['grooved', 'ellipsoid', 'spheric', 'subglobose']","['glabrous', 'surface', 'glandular']",[],[],['midrib'],"['ovoid', 'subglobose']",[],[],[],['surface'],[],[],['lanceolate'],[],[],[],[],[],['acuminate'],[],[],[],[],[],19.75,nan,nan,nan,nan,nan,nan,nan,4.625,nan,nan,nan,3.5,15.666666666666666,nan
202,Comptonia,[],[],[],[],[],[],[],"['oblong-ovoid', 'elongate']",[],['orbicular'],[],[],[''],"['membranous', 'glabrous', 'glandular', 'pubescent']",[],[],['smooth'],[],[],['pinnatifid'],[],[],[],[],[],[],[],"['pubescent', 'glandular']",[],[],[''],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
203,Comptonia peregrina,[],[],[],[],[],"['brown-red', 'gray']",[],[],[],[],[],[],[],"['puberulent', 'pilose', 'surface', 'glabrate']",[],['truncate'],[],[],[],['cordate'],[],[],[],[],[],['acute'],['green'],"['puberulent', 'pilose', 'villose']",[],[],[],9.25,nan,nan,nan,1.5999999999999999,nan,nan,nan,4.0,nan,nan,nan,nan,1.5,nan
204,Myrica,"['denticulate-serrate', 'entire']",[],[],[],[],[],[],"['ovoid', 'spheric']",[],[],[],[],[''],"['membranous', 'pubescent', 'glabrous']",[],[],['smooth'],[],[],['oblanceolate'],[],[],[],['white'],[],[],[],"['glabrous', 'pubescent']",[],[],"['', 'ovoid', 'ellipsoid']",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
205,Myrica californica,[],[],[],[],[],"['brown-red', 'black', 'green', 'gray']",[],['ellipsoid-spheric'],[],[],[],[],[],"['membranous', 'pilose', 'surface', 'glabrate']",[],['attenuate-cuneate'],"['villose', 'glabrous', 'glabrate']","['entire-serrate', 'entire']",[],['elliptic'],[],[],[],['white'],[],['acute'],['green'],"['pilose', 'glabrous', 'villose']",['midrib'],[],[],8.5,nan,nan,nan,1.9,nan,nan,nan,5.25,nan,nan,nan,nan,6.0,nan
206,Myrica cerifera,"['serrate', 'entire']",[],[],[],[],['brown-red'],[],['ellipsoid-spheric'],[],[],[],[],['branched'],"['pilose', 'glabrous', 'surface', 'glandular']",[],"['cuneate', 'attenuate']","['glabrous', 'glandular']",[],[],['linear-oblanceolate'],[],[],[],['blue-white'],[],"['orbicular', 'acute']","['green', 'green-yellow']","['pilose', 'glabrous', 'glabrate']",['midrib'],[],[],6.25,nan,nan,nan,1.8499999999999999,nan,nan,nan,2.75,nan,nan,nan,nan,14.0,nan
207,Myrica gale,['serrate'],[],[],[],[],['black-purple'],[],['ovoid'],[],[],[],[],['branched'],"['pilose', 'glabrous', 'surface', 'glandular']",[],['cuneate'],['smooth'],['entire'],[],['oblanceolate'],[],[],[],[],[],"['obtuse', 'orbicular']",['green'],[],[],[],[],4.0,nan,nan,nan,1.0,nan,nan,nan,2.75,nan,nan,nan,nan,1.5,nan
208,Myrica hartwegii,['serrate'],[],[],[],[],['black-purple'],[],['ovoid'],[],[],[],[],[],"['membranous', 'pilose', 'surface', 'glabrate']",[],"['cuneate', 'attenuate']","['smooth', 'glandular']",['entire'],[],['oblanceolate'],[],[],[],[],[],"['obtuse', 'acute']",['green'],[],[],[],[],6.800000000000001,nan,nan,nan,2.2,nan,nan,nan,2.0,nan,nan,nan,nan,1.8,nan
209,Myrica heterophylla,[],[],[],[],[],"['black', 'orange-yellow']",[],['ellipsoid-spheric'],[],[],[],[],['branched'],"['surface', 'glandular', 'glabrous', 'membranous', 'pilose', 'glabrate']",['midrib'],"['cuneate', 'attenuate']","['pilose', 'glabrous', 'glandular']",[],[],['oblanceolate'],[],[],[],"['white', 'gray']",[],"['orbicular', 'acute']",[],"['pilose', 'glabrous']",['vein'],[],[],7.7,nan,nan,nan,3.1,nan,nan,nan,3.75,nan,nan,nan,nan,3.0,nan
210,Myrica inodora,['entire'],[],[],[],[],[],[],['ellipsoid-spheric'],[],[],[],[],[],"['glabrous', 'surface']",[],"['cuneate', 'attenuate']","['pubescent', 'glandular']",[],[],['oblong-obovate'],[],[],[],['gray-white'],[],"['orbicular', 'acute']","['white', 'green']",[],[],[],[],7.0,nan,nan,nan,2.55,nan,nan,nan,6.0,nan,nan,nan,nan,nan,nan
211,Myrica pensylvanica,['entire'],[],[],[],[],['gray-white'],[],['ellipsoid-spheric'],[],[],[],[],[],"['membranous', 'pilose', 'surface', 'glandular']",[],"['cuneate', 'attenuate']",['hirsute'],[],[],['oblanceolate'],[],[],[],[],[],"['obtuse', 'orbicular']",['green'],"['pilose', 'glabrous']","['vein', 'midrib']",[],[],4.5,nan,nan,nan,2.1,nan,nan,nan,4.5,nan,nan,nan,nan,nan,nan
212,Myricaceae,[],[],[],[],[],[],[],"['convex', 'straight']",[],[],[],[],[],[],[],[],['smooth'],[],[],['pinnatifid'],[],[],[],[],[],[],[],[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
213,Alnus,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['dentate', 'serrate', 'entire']",[],['incised'],[],[],[],[],[],[],[],[],[],[],"['ovoid', 'conelike', 'ellipsoid']",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
214,Alnus cremastogyne,['serrate'],[],"['glabrous', 'pubescent']",[],[],"['gray', 'brown-gray']",['vein'],['ovate'],[],[],[],[],[],"['villose', 'glabrous', 'glandular', 'pubescent']",[],['cuneate'],[],[],"['vein', 'midrib']",['obovate'],"['slender', 'pendulous']",[],[],[],[],['acute'],['yellow'],"['smooth', 'glabrous']",[],[],['oblong'],5.25,6.0,40.0,nan,5.75,nan,nan,nan,3.0,nan,nan,2.25,nan,nan,nan
215,Alnus ferdinandi-coburgii,['serrate'],[],[],[],[],"['brown-red', 'gray', 'brown-gray']",['vein'],['elliptic'],[],[],[],[],[],"['pubescent', 'surface']",[],['cuneate'],[],[],"['vein', 'midrib']",['ovate'],[],[],[],[],[],"['orbicular', 'acute']",['yellow'],"['smooth', 'pubescent']",['vein'],[],"['oblong', 'spheric']",5.166666666666666,2.25,20.0,nan,5.0,nan,nan,nan,3.0,nan,nan,2.25,nan,nan,nan
216,Alnus formosana,['serrate'],[],[],[],[],"['brown-purple', 'brown-gray']",['vein'],['obovate'],[],[],[],[],[],['pubescent'],[],"['cuneate', 'orbicular']",[],[],"['vein', 'midrib']",['slender'],[],[],[],[],[],"['orbicular', 'acuminate', 'acute']",[],"['glabrous', 'pubescent']",[],[],['ellipsoid'],4.733333333333333,1.75,20.0,nan,3.5,nan,nan,nan,2.5,nan,nan,4.0,nan,nan,nan
217,Alnus henryi,['serrate'],[],[],[],[],['green-yellow'],[],['elliptic'],[],[],[],[],[],"['pubescent', 'surface']",[],"['cuneate', 'orbicular']",[],[],"['vein', 'midrib']",['slender'],[],[],[],[],[],"['obtuse', 'orbicular', 'acute']",[],['pubescent'],[],[],['ellipsoid'],3.9,1.4,nan,nan,3.75,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
218,Alnus hirsuta,['serrate-undulate'],[],[],[],[],"['gray', 'brown-gray']",['vein'],['ovate'],[],[],[],[],['angular'],"['hispid', 'villose', 'pubescent']",[],"['cuneate', 'orbicular']",[],[],"['vein', 'midrib']",['orbicular'],[],[],[],[],[],['orbicular'],"['brown', 'green']","['smooth', 'pubescent']",[],[],"['oblong', 'subglobose']",4.5,1.5,20.0,nan,5.75,nan,nan,nan,3.0,nan,nan,2.5,nan,nan,nan
219,Alnus japonica,[],['mucronate'],[],[],[],"['brown', 'yellow', 'gray', 'brown-gray']",[],['obovate'],[],[],[],[],"['lanceolate-obovate', 'acuminate', 'acute']","['pubescent', 'glandular']",[],['cuneate'],[],[],[],['obovate'],[],[],[],[],[],['orbicular'],[],"['smooth', 'glandular', 'glabrous', 'pubescent']",[],[],['ellipsoid'],3.0,2.0,20.0,nan,nan,1.25,nan,nan,2.5,nan,nan,1.0,3.25,9.0,nan
220,Alnus lanata,['serrate'],[],['tomentose'],[],[],"['brown-purple', 'brown-yellow', 'gray-yellow', 'brown-gray']",[],['elliptic-ovate'],[],[],[],[],[],"['villose', 'pubescent', 'tomentose']",[],['cuneate'],[],[],"['vein', 'midrib']",['oblong-obovate'],['slender'],[],[],[],[],"['orbicular', 'acute']",['brown-yellow'],"['smooth', 'pubescent', 'tomentose']",[],[],['oblong'],5.0,nan,20.0,nan,5.5,nan,nan,nan,3.0,nan,nan,2.75,nan,nan,nan
221,Alnus mandshurica,['serrate'],[],"['glabrous', 'pubescent']",[],[],"['gray', 'brown-gray']",['vein'],[],[],[],[],[],[],"['glabrous', 'glandular', 'pubescent']",[],"['cuneate', 'orbicular', 'cordate']",[],[],"['vein', 'midrib']",['ovate'],"['slender', 'pendulous']",[],[],[],[],"['orbicular', 'acute']",[],"['smooth', 'glabrous']",[],[],"['oblong', 'spheric']",3.9166666666666665,1.5,10.0,nan,5.25,nan,nan,nan,2.0,nan,nan,1.25,nan,nan,nan
222,Alnus nepalensis,"['serrate', 'entire']",[],['glabrous'],[],[],"['brown', 'yellow', 'gray']",['vein'],['oblong'],[],[],[],[],[],"['pubescent', 'glabrous']",[],['cuneate'],[],[],"['vein', 'midrib']",['lanceolate-obovate'],[],[],[],[],[],"['orbicular', 'acute']",['yellow'],"['smooth', 'glabrous', 'pubescent']",['vein'],[],['ellipsoid'],6.125,2.1,15.0,nan,6.25,7.5,nan,nan,2.0,nan,nan,5.0,nan,nan,nan
223,Alnus trabeculosa,['serrate'],[],['glabrous'],[],[],"['yellow', 'gray', 'brown-gray']",['vein'],['ovate'],[],[],[],[],[],"['glabrous', 'glandular']",[],['cuneate'],[],[],"['vein', 'midrib']",['oblong-obovate'],[],[],[],[],[],"['caudate', 'orbicular', 'acuminate', 'acute']",[],"['smooth', 'glabrous', 'pubescent']",[],[],['oblong'],8.5,1.75,10.0,nan,4.75,1.25,nan,2.25,3.5,nan,nan,1.5,nan,nan,nan
224,Betula,[],[],[],[],[],[],[],[],[],[],[],[],[],['glandular'],[],[],[],"['lobulate', 'dentate', 'serrate']",[],[],[],[],[],[],[],[],[],[],[],[],"['spikes', '', 'ellipsoid']",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
225,Betula albosinensis,['mucronate-serrate'],[],[],[],[],"['orange-red', 'brown-red', 'orange']",[],['ovate'],[],"['lanceolate', 'oblong']",[],[],[],"['villose', 'glabrous']",[],"['orbicular', 'cordate']",[],[],"['vein', 'midrib']",['ovate'],['slender'],[],[],[],[],['acuminate'],[],"['glabrous', 'glandular']",[],[],['oblong'],4.0,3.5,30.0,nan,3.5,1.1,nan,nan,2.5,nan,nan,1.0,nan,nan,nan
226,Betula alnoides,['incurved-serrate-setiform'],[],['villose'],[],[],"['white', 'gray']",['vein'],['obovate'],[],"['oblong', 'obtuse']",[],[],[],"['villose', 'glabrous', 'glandular']",[],['cuneate'],['pubescent'],[],"['vein', 'midrib']",['lanceolate'],[],[],[],[],[],"['acuminate-caudate', 'acuminate']",[],"['villose', 'glandular']",['vein'],[],"['', 'pendulous']",5.166666666666667,7.5,30.0,nan,4.0,5.0,nan,nan,1.75,nan,nan,2.5,nan,nan,nan
227,Betula austrosinensis,['serrate'],[],[],[],[],"['brown', 'brown-yellow', 'brown-gray']",['vein'],"['elliptic', 'oblong-obovate']",[],['lanceolate-oblong'],[],[],[],"['villose', 'glabrous', 'pubescent']",[],"['orbicular', 'cordate']",[],['ciliate'],"['vein', 'midrib']",['elliptic-ovate'],[],[],[],[],[],"['acuminate-caudate', 'acuminate']",[],['pubescent'],['vein'],[],['oblong'],4.016666666666667,4.25,25.0,nan,4.5,1.85,nan,2.0,4.5,nan,nan,2.5,nan,nan,nan
