Accepted term,Low extreme,Low,High,High extreme
fruit_part_margin_count,,fruit_part_margin_count.1.low,fruit_part_margin_count.1.high,
fruit_part_margin_count_apical,,fruit_part_margin_count_apical.1.low,fruit_part_margin_count_apical.1.high,
fruit_part_margin_count_basal,,fruit_part_margin_count_basal.1.low,fruit_part_margin_count_basal.1.high,
fruit_part_ray_count,fruit_part_ray_count.1.min,fruit_part_ray_count.1.low,fruit_part_ray_count.1.high,fruit_part_ray_count.1.max
fruit_part_tooth_count,,fruit_part_tooth_count.1.low,fruit_part_tooth_count.1.high,
fruit_part_valve_count,,fruit_part_valve_count.1.low,,
fruit_part_wing_count,,fruit_part_wing_count.1.low,,
fruit_part_wing_count_lateral,,fruit_part_wing_count_lateral.1.low,,
inflorescence_axil_count,,inflorescence_axil_count.1.low,inflorescence_axil_count.1.high,
inflorescence_count,inflorescence_count.1.min,inflorescence_count.1.low,inflorescence_count.1.high,inflorescence_count.1.max
inflorescence_count,inflorescence_count.2.min,inflorescence_count.2.low,inflorescence_count.2.high,inflorescence_count.2.max
inflorescence_count,,inflorescence_count.3.low,,
inflorescence_count_above,,inflorescence_count_above.1.low,inflorescence_count_above.1.high,
inflorescence_count_basal,,inflorescence_count_basal.1.low,inflorescence_count_basal.1.high,
inflorescence_count_lateral,inflorescence_count_lateral.1.min,inflorescence_count_lateral.1.low,inflorescence_count_lateral.1.high,inflorescence_count_lateral.1.max
inflorescence_count_male,,inflorescence_count_male.1.low,inflorescence_count_male.1.high,
inflorescence_count_pistillate,,inflorescence_count_pistillate.1.low,inflorescence_count_pistillate.1.high,
inflorescence_count_staminate,,inflorescence_count_staminate.1.low,inflorescence_count_staminate.1.high,
inflorescence_count_staminate,,inflorescence_count_staminate.2.low,inflorescence_count_staminate.2.high,
inflorescence_count_staminate_terminal,,inflorescence_count_staminate_terminal.1.low,,
inflorescence_count_style,,inflorescence_count_style.1.low,,
inflorescence_count_subtended,,inflorescence_count_subtended.1.low,,
inflorescence_count_subtended,,inflorescence_count_subtended.2.low,,
inflorescence_gland_count,,inflorescence_gland_count.1.low,,
inflorescence_hair_count,,inflorescence_hair_count.1.low,,
inflorescence_lobe_count,,inflorescence_lobe_count.1.low,inflorescence_lobe_count.1.high,
inflorescence_locular_count,,inflorescence_locular_count.1.low,,
inflorescence_ray_count,inflorescence_ray_count.1.min,inflorescence_ray_count.1.low,inflorescence_ray_count.1.high,inflorescence_ray_count.1.max
inflorescence_tooth_count,,inflorescence_tooth_count.1.low,inflorescence_tooth_count.1.high,
leaf_part_apex_count,,leaf_part_apex_count.1.low,leaf_part_apex_count.1.high,
leaf_part_axil_count_male,,leaf_part_axil_count_male.1.low,leaf_part_axil_count_male.1.high,
leaf_part_base_count,,leaf_part_base_count.1.low,leaf_part_base_count.1.high,
leaf_part_count,leaf_part_count.1.min,leaf_part_count.1.low,leaf_part_count.1.high,leaf_part_count.1.max
leaf_part_count,leaf_part_count.2.min,leaf_part_count.2.low,leaf_part_count.2.high,leaf_part_count.2.max
leaf_part_count,leaf_part_count.3.min,leaf_part_count.3.low,leaf_part_count.3.high,
leaf_part_count,,leaf_part_count.4.low,leaf_part_count.4.high,
leaf_part_count_abaxial,,leaf_part_count_abaxial.1.low,,
leaf_part_count_apical,,leaf_part_count_apical.1.low,,
leaf_part_count_basal,,leaf_part_count_basal.1.low,leaf_part_count_basal.1.high,
leaf_part_count_distal,,leaf_part_count_distal.1.low,leaf_part_count_distal.1.high,
leaf_part_count_lateral,leaf_part_count_lateral.1.min,leaf_part_count_lateral.1.low,leaf_part_count_lateral.1.high,leaf_part_count_lateral.1.max
leaf_part_count_lateral_male,,leaf_part_count_lateral_male.1.low,,
leaf_part_count_male,,leaf_part_count_male.1.low,leaf_part_count_male.1.high,
leaf_part_count_male,,leaf_part_count_male.2.low,,
leaf_part_count_male_subtending,,leaf_part_count_male_subtending.1.low,,
leaf_part_count_pistillate,,leaf_part_count_pistillate.1.low,,
leaf_part_count_proximal,,leaf_part_count_proximal.1.low,leaf_part_count_proximal.1.high,
leaf_part_count_proximal,,leaf_part_count_proximal.2.low,leaf_part_count_proximal.2.high,
leaf_part_count_staminate,,leaf_part_count_staminate.1.low,,
leaf_part_count_subtended,,leaf_part_count_subtended.1.low,leaf_part_count_subtended.1.high,
leaf_part_count_subtended,leaf_part_count_subtended.2.min,leaf_part_count_subtended.2.low,leaf_part_count_subtended.2.high,
leaf_part_count_terminal,,leaf_part_count_terminal.1.low,,
leaf_part_furcate_count,,leaf_part_furcate_count.1.low,,
leaf_part_hair_count,,leaf_part_hair_count.1.low,leaf_part_hair_count.1.high,
leaf_part_hair_count,,leaf_part_hair_count.2.low,,
leaf_part_lobe_count,,leaf_part_lobe_count.1.low,leaf_part_lobe_count.1.high,leaf_part_lobe_count.1.max
leaf_part_lobe_count,,leaf_part_lobe_count.2.low,leaf_part_lobe_count.2.high,
leaf_part_lobe_count_apical,,leaf_part_lobe_count_apical.1.low,leaf_part_lobe_count_apical.1.high,
leaf_part_lobe_count_apical,,leaf_part_lobe_count_apical.2.low,leaf_part_lobe_count_apical.2.high,
leaf_part_lobe_count_apical,,leaf_part_lobe_count_apical.3.low,leaf_part_lobe_count_apical.3.high,
leaf_part_lobe_count_distal,,leaf_part_lobe_count_distal.1.low,,
leaf_part_margin_count,leaf_part_margin_count.1.min,leaf_part_margin_count.1.low,leaf_part_margin_count.1.high,
leaf_part_margin_count_apical,,leaf_part_margin_count_apical.1.low,,
leaf_part_ranked_count,,leaf_part_ranked_count.1.low,leaf_part_ranked_count.1.high,
leaf_part_ranked_count,,leaf_part_ranked_count.2.low,,
leaf_part_ray_count,leaf_part_ray_count.1.min,leaf_part_ray_count.1.low,leaf_part_ray_count.1.high,leaf_part_ray_count.1.max
leaf_part_ray_count,,leaf_part_ray_count.2.low,,
leaf_part_ray_count,,leaf_part_ray_count.3.low,leaf_part_ray_count.3.high,
leaf_part_ray_count,,leaf_part_ray_count.4.low,,
leaf_part_scales_count,,leaf_part_scales_count.1.low,leaf_part_scales_count.1.high,
leaf_part_sinus_count,,leaf_part_sinus_count.1.low,leaf_part_sinus_count.1.high,
leaf_part_tooth_count,leaf_part_tooth_count.1.min,leaf_part_tooth_count.1.low,leaf_part_tooth_count.1.high,
leaf_part_tooth_count_apical,,leaf_part_tooth_count_apical.1.low,leaf_part_tooth_count_apical.1.high,
leaf_part_tooth_count_distal,,leaf_part_tooth_count_distal.1.low,leaf_part_tooth_count_distal.1.high,
leaf_part_valve_count,,leaf_part_valve_count.1.low,leaf_part_valve_count.1.high,
male_flower_part_count,male_flower_part_count.1.min,male_flower_part_count.1.low,male_flower_part_count.1.high,male_flower_part_count.1.max
male_flower_part_count,,male_flower_part_count.2.low,male_flower_part_count.2.high,
male_flower_part_count,,male_flower_part_count.3.low,,
male_flower_part_count_bisexual,,male_flower_part_count_bisexual.1.low,male_flower_part_count_bisexual.1.high,
male_flower_part_count_male,,male_flower_part_count_male.1.low,male_flower_part_count_male.1.high,male_flower_part_count_male.1.max
male_flower_part_count_pistillate,,male_flower_part_count_pistillate.1.low,,
male_flower_part_count_staminate,,male_flower_part_count_staminate.1.low,,
male_flower_part_locular_count,,male_flower_part_locular_count.1.low,,
multiple_parts_count,,multiple_parts_count.1.low,multiple_parts_count.1.high,
multiple_parts_hair_count,,multiple_parts_hair_count.1.low,,
multiple_parts_ray_count,,multiple_parts_ray_count.1.low,multiple_parts_ray_count.1.high,
multiple_parts_scales_count,,multiple_parts_scales_count.1.low,,
part_apex_count,,part_apex_count.1.low,,
part_article_count_basal,,part_article_count_basal.1.low,,
part_count,part_count.1.min,part_count.1.low,part_count.1.high,part_count.1.max
part_count,,part_count.2.low,part_count.2.high,
part_count_apical,,part_count_apical.1.low,,
part_count_basal,,part_count_basal.1.low,,
part_count_staminate,,part_count_staminate.1.low,part_count_staminate.1.high,
part_count_terminal,,part_count_terminal.1.low,,
part_furcate_count,,part_furcate_count.1.low,part_furcate_count.1.high,
part_hair_count,,part_hair_count.1.low,,
part_ranked_count,,part_ranked_count.1.low,,
part_ray_count,part_ray_count.1.min,part_ray_count.1.low,part_ray_count.1.high,part_ray_count.1.max
part_scales_count,,part_scales_count.1.low,part_scales_count.1.high,part_scales_count.1.max
part_scales_count_terminal,,part_scales_count_terminal.1.low,,
part_tooth_count,,part_tooth_count.1.low,part_tooth_count.1.high,
part_valve_count,,part_valve_count.1.low,part_valve_count.1.high,part_valve_count.1.max
fruit_part_axil_count,,fruit_part_axil_count.1.low,,
leaf_part_trichome_count,,leaf_part_trichome_count.1.low,,
male_flower_part_hair_count,,male_flower_part_hair_count.1.low,,
