,taxon,leaf_part_margin,leaf position,fruit_part_apex_shape,leaf_part_apex_shape,fruit_part_surface,flower_part_surface,leaf_part_venation_lateral,leaf_part_hair_shape,inflorescence_shape,leaf_part_venation,fruit_part_venation,part_color,article_surface,leaf_part_base_shape,leaf_part_hair_surface,leaf_part_lobe_shape,phyllichnia_shape,part_surface,leaf_part_color,inflorescence_surface,leaf_part_surface,fruit_part_shape,fruit_part_color,part_shape,leaf_part_margin_margin,flower_part_shape,leaf_part_shape,leaf_part_size_width,branch_length,inflorescence_size_width,part_size_width,part_size_length,fruit_part_size_width,leaf_part_size_length,part_size_diameter,part_size_thickness,article_width,inflorescence_size_length,fruit_part_size_thickness,article_length,leaf_part_size_thickness,leaflet_number,part_size_height,flower_part_size_length,fruit_part_size_length
197,Juglans hindsii,[],[],[],['3'],['23'],[],[],['3'],[],['5'],[],"['19', '6']",[],[],['3'],[],[],['15'],[],[],[],"['42', '83', '63', '66']",[],"['23', '15']",['24'],[],['87'],nan,nan,nan,2.3499999999999996,12.15,nan,15.333333333333332,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.525
198,Juglans major,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
199,Juglans major var. major,[],[],[],['3'],"['26', '23']",[],[],"['1', '3']",[],['15'],[],"['19', '6']",[],[],"['11', '3']",[],[],[],[],[],"['7', '8']","['83', '86', '63', '42']",[],['28'],['24'],[],['32'],nan,nan,nan,2.45,10.0,nan,12.666666666666668,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.5
200,Juglans microcarpa,[],[],[],['3'],"['26', '23']",[],[],"['1', '3']",[],[],[],"['19', '6']",[],[],"['11', '3']",[],[],[],[],[],['8'],"['83', '42']",[],"['37', '28']","['31', '16']",[],['32'],nan,nan,nan,0.9500000000000001,6.675000000000001,nan,8.833333333333334,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.625
201,Juglans nigra,[],[],[],['3'],['26'],[],[],"['1', '3']",[],[],[],"['19', '6']",[],[],"['11', '3', '2']",[],[],[],[],[],[],"['42', '83', '86', '29']",[],"['42', '28']",['24'],[],['32'],nan,nan,nan,3.5,15.666666666666666,nan,19.75,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.625
202,Comptonia,[],[],[],[],['23'],[],[],[],['0'],[],[],[],[],[],[],['19'],[],"['3', '9']",[],[],"['11', '18', '8', '22']","['53', '37']",[],['0'],[],[],['73'],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
203,Comptonia peregrina,[],[],[],['8'],[],[],[],[],[],[],[],"['19', '13']",[],['54'],[],[],[],"['8', '7', '19']",['23'],[],"['30', '21', '20', '7']",[],[],[],[],[],['12'],1.5999999999999999,nan,nan,nan,1.5,nan,9.25,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.0
204,Myrica,[],[],[],[],['23'],[],[],[],"['0', '27', '18']",[],[],[],[],[],[],[],[],"['9', '2']",[],[],"['18', '8', '22']","['83', '63']",['23'],['0'],"['12', '16']",[],['41'],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
205,Myrica californica,"['10', '9']",[],[],['8'],"['6', '31', '7']",[],[],[],[],['5'],[],"['25', '19', '0', '13']",[],['13'],[],[],[],"['7', '19', '2']",['23'],[],"['30', '20', '7', '18']",['33'],['23'],[],[],[],['17'],1.9,nan,nan,nan,6.0,nan,8.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.25
206,Myrica cerifera,[],[],[],"['34', '8']","['9', '7']",[],[],[],[],['5'],[],['13'],[],"['12', '27']",[],[],[],"['7', '1', '2']","['29', '23']",[],"['30', '20', '11', '8']",['33'],['1'],['8'],"['24', '16']",[],['40'],1.8499999999999999,nan,nan,nan,14.0,nan,6.25,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.75
207,Myrica gale,['9'],[],[],"['34', '32']",['23'],[],[],[],[],[],[],['3'],[],['27'],[],[],[],[],['23'],[],"['30', '20', '11', '8']",['63'],[],['8'],['24'],[],['41'],1.0,nan,nan,nan,1.5,nan,4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.75
208,Myrica hartwegii,['9'],[],[],"['8', '32']","['9', '23']",[],[],[],[],[],[],['3'],[],"['12', '27']",[],[],[],[],['23'],[],"['30', '20', '7', '18']",['63'],[],[],['24'],[],['41'],2.2,nan,nan,nan,1.8,nan,6.800000000000001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0
209,Myrica heterophylla,[],[],[],"['34', '8']","['15', '9', '7']",[],[],[],[],['15'],['1'],"['0', '31']",[],"['12', '27']",[],[],[],"['7', '2']",[],[],"['8', '30', '20', '11', '7', '18']",['33'],"['23', '14']",['8'],[],[],['41'],3.1,nan,nan,nan,3.0,nan,7.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.75
210,Myrica inodora,[],[],[],"['34', '8']","['9', '18']",[],[],[],[],[],[],[],[],"['12', '27']",[],[],[],[],"['23', '41']",[],"['30', '8']",['33'],['16'],[],['16'],[],['45'],2.55,nan,nan,nan,nan,nan,7.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.0
211,Myrica pensylvanica,[],[],[],"['34', '32']",['11'],[],[],[],[],"['5', '15']",[],['23'],[],"['12', '27']",[],[],[],"['7', '2']",['23'],[],"['30', '20', '11', '18']",['33'],[],[],['16'],[],['41'],2.1,nan,nan,nan,nan,nan,4.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.5
212,Myricaceae,[],[],[],[],['23'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['19', '85']",[],[],[],[],['73'],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
213,Alnus,"['16', '5', '9']",[],[],[],[],[],[],[],"['13', '27', '18']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['31'],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
214,Alnus cremastogyne,[],[],[],['8'],[],"['7', '2']","['0', '1']",[],['23'],[],[],"['19', '8']",[],['27'],[],[],[],"['15', '2']",['43'],[],"['11', '37', '8', '22']",['60'],[],[],['24'],"['14', '12']",['47'],5.75,nan,nan,nan,nan,nan,5.25,nan,nan,nan,6.0,nan,nan,nan,nan,40.0,2.25,3.0
215,Alnus ferdinandi-coburgii,[],[],[],"['34', '8']",[],[],"['0', '1']",[],"['35', '23']",['15'],[],"['19', '8', '13']",[],['27'],[],[],[],"['9', '15']",['43'],[],"['30', '22']",['34'],[],[],['24'],[],['57'],5.0,nan,nan,nan,nan,nan,5.166666666666666,nan,nan,nan,2.25,nan,nan,nan,nan,20.0,2.25,3.0
216,Alnus formosana,[],[],[],"['3', '34', '8']",[],[],"['0', '1']",[],['18'],[],[],"['8', '12']",[],"['36', '27']",[],[],[],"['9', '2']",[],[],['22'],['54'],[],[],['24'],[],['79'],3.5,nan,nan,nan,nan,nan,4.733333333333333,nan,nan,nan,1.75,nan,nan,nan,nan,20.0,4.0,2.5
217,Alnus henryi,[],[],[],"['34', '8', '32']",[],[],"['0', '1']",[],['18'],[],[],['26'],[],"['36', '27']",[],[],[],['9'],[],[],"['30', '22']",['34'],[],[],['24'],[],['79'],3.75,nan,nan,nan,nan,nan,3.9,nan,nan,nan,1.4,nan,nan,nan,nan,nan,nan,nan
218,Alnus hirsuta,[],[],[],['34'],[],[],"['0', '1']",[],"['41', '23']",[],[],"['19', '8']",[],"['36', '27']",[],[],[],"['9', '15']","['23', '5']",[],"['37', '22', '16']",['60'],[],['4'],['27'],[],['53'],5.75,nan,nan,nan,nan,nan,4.5,nan,nan,nan,1.5,nan,nan,nan,nan,20.0,2.5,3.0
219,Alnus japonica,[],[],[],['34'],[],[],[],[],['18'],[],[],"['39', '19', '8', '6']",[],['27'],[],[],[],"['3', '2', '15', '9']",[],[],"['11', '22']",['54'],[],"['1', '2', '21']",[],[],['47'],nan,nan,1.25,3.25,9.0,nan,3.0,nan,nan,nan,2.0,nan,nan,nan,nan,20.0,1.0,2.5
220,Alnus lanata,[],[],[],"['34', '8']",[],['9'],"['0', '1']",[],['23'],[],[],"['8', '24', '12', '15']",[],['27'],[],[],[],"['16', '15', '9']",['13'],[],"['31', '37', '22']",['36'],[],[],['24'],['14'],['45'],5.5,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,nan,nan,nan,nan,20.0,2.75,3.0
221,Alnus mandshurica,[],[],[],"['34', '8']",[],"['7', '2']","['0', '1']",[],"['35', '23']",[],[],"['19', '8']",[],"['36', '25', '27']",[],[],[],"['2', '15']",[],[],"['11', '22', '8']",[],[],[],['24'],"['14', '12']",['57'],5.25,nan,nan,nan,nan,nan,3.9166666666666665,nan,nan,nan,1.5,nan,nan,nan,nan,10.0,1.25,2.0
222,Alnus nepalensis,[],[],[],"['34', '8']",[],['2'],"['0', '1']",[],['18'],['15'],[],"['39', '19', '6']",[],['27'],[],[],[],"['9', '2', '15']",['43'],[],"['22', '8']",['50'],[],[],"['24', '16']",[],['37'],6.25,nan,7.5,nan,nan,nan,6.125,nan,nan,nan,2.1,nan,nan,nan,nan,15.0,5.0,2.0
223,Alnus trabeculosa,[],[],[],"['3', '34', '8', '18']",[],['2'],"['0', '1']",[],['23'],[],[],"['39', '19', '8']",[],['27'],[],[],[],"['9', '2', '15']",[],[],"['11', '8']",['60'],[],[],['24'],[],['45'],4.75,nan,1.25,nan,nan,2.25,8.5,nan,nan,nan,1.75,nan,nan,nan,nan,10.0,1.5,3.5
224,Betula,"['16', '5', '13']",[],[],[],[],[],[],[],"['0', '38', '18']",[],[],[],[],[],[],[],[],[],[],[],['11'],[],[],[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
225,Betula albosinensis,[],[],[],['3'],[],[],"['0', '1']",[],['23'],[],[],"['29', '13', '27']",[],"['36', '25']",[],"['7', '14']",[],"['3', '2']",[],[],"['37', '8']",['60'],[],[],['21'],['14'],['57'],3.5,nan,1.1,nan,nan,nan,4.0,nan,nan,nan,3.5,nan,nan,nan,nan,30.0,1.0,2.5
226,Betula alnoides,[],[],[],"['3', '6']",['18'],['11'],"['0', '1']",[],"['0', '29']",['15'],[],"['37', '19']",[],['27'],[],"['14', '18']",[],"['3', '19']",[],[],"['11', '37', '8']",['54'],[],[],['18'],[],['32'],4.0,nan,5.0,nan,nan,nan,5.166666666666667,nan,nan,nan,7.5,nan,nan,nan,nan,30.0,2.5,1.75
227,Betula austrosinensis,['1'],[],[],"['3', '6']",[],[],"['0', '1']",[],['23'],['15'],[],"['8', '15', '6']",[],"['36', '25']",[],['8'],[],['9'],[],[],"['22', '37', '8']","['51', '34']",[],[],['24'],[],['25'],4.5,nan,1.85,nan,nan,2.0,4.016666666666667,nan,nan,nan,4.25,nan,nan,nan,nan,25.0,2.5,4.5
228,Betula calcicola,[],[],[],"['34', '32']",[],[],"['0', '1']",[],['23'],"['15', '4']",[],"['39', '37', '8', '2']",[],"['36', '27']",[],"['20', '14']",[],['19'],"['43', '41']",[],"['24', '37']",['57'],[],[],"['0', '14']",[],['53'],2.0,nan,8.5,nan,nan,2.0,2.6333333333333333,nan,nan,nan,1.75,nan,nan,nan,nan,4.0,2.0,2.5
229,Betula chinensis,['1'],[],[],"['8', '32']",[],[],"['0', '1']",[],"['41', '23']",[],[],"['2', '15', '6']",[],"['36', '27']",[],['7'],[],['19'],[],[],"['22', '37']","['54', '60']",[],[],['9'],[],['57'],3.0,nan,1.05,nan,nan,nan,3.95,nan,nan,nan,1.5,nan,nan,nan,nan,5.0,1.5,nan
230,Betula costata,['1'],[],[],"['3', '6']",['7'],[],"['0', '1']",[],['23'],[],[],"['39', '8', '6', '13']",[],"['36', '25']",[],['8'],[],"['3', '2', '9']",[],[],"['37', '8']",['54'],[],[],['24'],[],['57'],3.0,nan,1.0,nan,nan,nan,4.383333333333334,nan,nan,nan,2.0,nan,nan,nan,nan,30.0,3.5,2.5
231,Betula cylindrostachya,[],[],[],['3'],['18'],['7'],"['0', '1']",[],['0'],[],[],"['2', '39', '15', '6']",[],"['36', '25']",[],['9'],[],['19'],['43'],[],"['30', '22', '37']","['60', '50']",[],[],['26'],[],['25'],3.3,nan,6.0,nan,nan,1.25,4.383333333333334,nan,nan,nan,6.25,nan,nan,nan,nan,30.0,8.5,2.0
232,Betula dahurica,['1'],[],[],"['3', '8']",['7'],[],"['0', '1']",[],"['29', '23']",['15'],[],"['6', '1', '13']",[],[],[],"['22', '8']",[],"['19', '2']",[],[],"['11', '8']",['34'],[],[],['14'],[],['57'],4.25,nan,1.0,nan,nan,nan,4.166666666666667,nan,nan,nan,2.25,nan,nan,nan,nan,20.0,8.5,nan
233,Betula delavayi,['1'],[],[],['3'],['18'],['11'],"['0', '1']",[],['23'],['15'],[],"['39', '19', '6']",[],['36'],[],"['7', '14']",[],['19'],"['43', '41']",[],"['24', '22', '37']","['54', '34']",[],[],['24'],[],['17'],2.5,nan,7.5,nan,nan,1.75,6.5,nan,nan,nan,1.75,nan,nan,nan,nan,8.0,5.0,2.75
234,Betula delavayi var. delavayi,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
235,Betula delavayi var. microstachya,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
236,Betula delavayi var. polyneura,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
237,Betula ermanii,[],[],[],['8'],[],[],"['0', '1']",[],"['23', '27']",[],[],"['10', '23', '13']",[],[],[],['13'],[],"['3', '19', '2']",[],[],['37'],"['54', '36']",[],[],['21'],[],['57'],3.1,nan,1.15,nan,nan,1.9,4.233333333333333,nan,nan,nan,2.1,nan,nan,nan,nan,20.0,4.5,2.75
238,Betula ermanii var. ermanii,[],[],[],['8'],[],[],[],[],['23'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['3'],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.5,nan
239,Betula ermanii var. macrostrobila,[],[],[],['8'],[],[],[],[],['27'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['2'],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
240,Betula ermanii var. yingkiliensis,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
241,Betula fargesii,['1'],[],[],"['3', '8']",['18'],[],[],[],"['27', '24']","['5', '15']",[],"['19', '6']",[],['36'],[],[],[],['9'],[],[],"['20', '22', '37']",['54'],[],[],['21'],[],['57'],3.5,nan,1.0,nan,nan,nan,5.916666666666666,nan,nan,nan,1.25,nan,nan,nan,nan,15.0,1.5,nan
242,Betula fruticosa,['1'],[],[],['8'],[],['7'],"['0', '1']",[],['23'],['15'],[],"['6', '12', '2', '23']",[],['27'],[],['14'],[],"['10', '2']",[],[],"['11', '8', '22']",['34'],[],[],['24'],[],['57'],1.5,nan,6.5,nan,nan,1.0,4.583333333333334,nan,nan,nan,1.5,nan,nan,nan,nan,3.0,3.5,1.5
243,Betula fujianensis,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
244,Betula gmelinii,[],[],[],"['33', '8']",[],[],"['0', '1']",[],['23'],[],[],"['2', '8', '6']",[],['27'],[],['14'],[],"['10', '9', '19', '2']",[],[],['8'],['35'],[],[],['24'],[],['79'],1.75,nan,8.5,nan,nan,1.5,4.25,nan,nan,nan,1.6,nan,nan,nan,nan,3.0,4.5,3.0
245,Betula gynoterminalis,['1'],[],[],['3'],[],[],"['0', '1']",[],"['0', '29']","['15', '4']",[],['33'],[],['27'],[],['13'],[],['2'],['43'],[],"['31', '37', '8']",[],[],[],['24'],[],['57'],6.75,nan,nan,nan,nan,1.5,10.666666666666668,nan,nan,nan,nan,nan,nan,nan,nan,7.0,6.0,2.0
246,Betula halophila,['1'],[],[],"['8', '3']",['18'],['7'],"['0', '1']",[],"['29', '23']",[],[],"['8', '6']",[],[],[],"['22', '27']",[],"['3', '9']",[],[],"['22', '8']",['60'],[],[],['21'],[],['79'],2.1,nan,1.1,nan,nan,1.5,4.0,nan,nan,nan,2.5,nan,nan,nan,nan,3.0,6.5,2.0
247,Betula humilis,['1'],[],[],['8'],[],"['3', '7']","['0', '1']",[],['23'],[],[],"['39', '6', '1']",[],['27'],[],['14'],[],"['3', '2', '9']",[],[],"['30', '22', '8']",['50'],[],[],['24'],[],['57'],1.05,nan,5.0,nan,nan,1.5,3.125,nan,nan,nan,1.25,nan,nan,nan,nan,2.0,2.0,2.0
248,Betula insignis,['1'],[],[],"['3', '6']",['7'],[],"['0', '1']",[],"['33', '23']",['15'],[],"['2', '39', '6']",[],['25'],[],['7'],[],['9'],[],[],"['22', '37']",['50'],[],[],['21'],[],['17'],4.5,nan,nan,nan,nan,1.5,7.133333333333333,nan,nan,nan,nan,nan,nan,nan,nan,25.0,3.25,4.0
249,Betula jinpingensis,['1'],[],[],['3'],[],[],['1'],[],['23'],"['5', '15']",[],['19'],[],['36'],[],['9'],[],['2'],[],[],"['37', '8']",['34'],[],[],['24'],[],['34'],4.25,nan,1.1,nan,nan,nan,6.666666666666666,nan,nan,nan,4.5,nan,nan,nan,nan,nan,6.5,2.0
250,Betula jiulungensis,[],[],[],['3'],[],[],"['0', '1']",[],['23'],['4'],[],"['39', '8', '6']",[],[],[],['14'],[],"['19', '2']","['43', '41']",[],"['24', '31', '37']",['60'],[],[],['14'],[],['57'],1.85,nan,6.5,nan,nan,1.5,4.166666666666667,nan,nan,nan,1.5,nan,nan,nan,nan,12.0,2.0,2.0
251,Betula luminifera,[],[],[],"['29', '18']",['18'],['7'],"['0', '1']",[],"['0', '29']",[],[],"['39', '15', '6']",[],['36'],[],"['7', '14']",[],"['3', '9', '15']",[],[],"['22', '37']",['54'],[],[],['25'],[],['43'],4.25,nan,8.0,nan,nan,nan,3.75,nan,nan,nan,6.0,nan,nan,nan,nan,25.0,1.5,2.0
252,Betula microphylla,['1'],[],[],"['8', '32']",['18'],[],"['0', '1']",[],['23'],[],[],"['19', '8', '15', '23']",[],['27'],[],['14'],[],"['3', '9']",[],[],"['30', '22']",['60'],[],[],['24'],[],['79'],2.25,nan,7.5,nan,nan,1.5,4.0,nan,nan,nan,1.75,nan,nan,nan,nan,6.0,7.5,2.5
253,Betula microphylla var. ebinurica,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
254,Betula microphylla var. harasiica,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
255,Betula microphylla var. latibracteata,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
256,Betula microphylla var. paludosa,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
257,Betula microphylla var. tumantica,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
258,Betula middendorfii,['1'],[],[],['32'],['7'],['7'],"['0', '1']",[],"['29', '23']",[],[],"['16', '1', '13']",[],"['27', '29']",[],['20'],[],"['3', '9', '2']",['23'],[],"['11', '22', '8']",['60'],[],[],['14'],['14'],['47'],1.65,nan,8.5,nan,nan,1.5,3.1,nan,nan,nan,1.35,nan,nan,nan,nan,2.0,9.0,2.0
259,Betula ovalifolia,['1'],[],[],"['8', '32']",[],['7'],"['0', '1']",[],"['35', '23']",[],[],"['39', '8', '6']",[],['27'],[],['14'],[],"['3', '19', '9']",['41'],[],"['30', '11', '37', '8']",['34'],[],[],['24'],[],['17'],3.0,nan,9.5,nan,nan,1.5,4.583333333333333,nan,nan,nan,2.25,nan,nan,nan,nan,2.0,4.0,3.0
260,Betula pendula,['1'],[],[],"['3', '6']",['18'],[],"['0', '1']",[],['23'],[],[],"['6', '23']",[],['54'],[],"['20', '22', '21']",[],"['3', '2']",[],[],"['22', '8']",['35'],[],"['36', '30']",['15'],['12'],['79'],3.75,nan,9.0,nan,nan,1.0,4.416666666666667,nan,nan,nan,2.15,nan,nan,nan,nan,25.0,1.5,2.0
261,Betula platyphylla,"['11', '1']",[],[],['8'],['18'],[],"['0', '1']",[],"['29', '23']",[],[],"['19', '6', '23']",[],['54'],[],"['22', '21']",[],"['3', '2']",[],[],"['11', '8', '22']","['60', '50']",[],['30'],['24'],['14'],"['79', '53', '1', '57', '2']",4.75,nan,1.0,nan,nan,1.25,4.583333333333334,nan,nan,nan,3.5,nan,nan,nan,nan,30.0,1.75,1.75
262,Betula potaninii,[],[],[],"['8', '3']",['18'],['11'],"['0', '1']",[],['23'],"['15', '4']",[],"['37', '39', '8', '6']",[],['36'],[],"['20', '15']",[],['9'],"['43', '41', '13']",[],"['24', '37']",['54'],[],"['36', '30']",['14'],[],['38'],1.75,nan,5.5,nan,nan,1.0,3.5833333333333335,nan,nan,nan,1.5,nan,nan,nan,nan,5.0,2.0,1.5
263,Betula rhombibracteata,[],[],[],['3'],['18'],['7'],"['0', '1']",[],['0'],"['5', '15']",[],"['37', '12', '15']",[],['36'],[],"['24', '27']",[],"['3', '19']",[],[],"['37', '8']",['50'],[],[],"['25', '21']",[],['43'],5.75,nan,8.0,nan,nan,2.25,5.416666666666666,nan,nan,nan,10.0,nan,nan,nan,nan,7.0,1.0,4.0
264,Betula rotundifolia,['1'],[],[],[],[],['7'],"['0', '1']",[],['23'],[],[],"['39', '19', '37', '2', '13']",[],"['36', '27']",[],['14'],[],"['3', '2', '9']",[],[],"['30', '22', '8']",['50'],[],[],['24'],[],['79'],1.4,nan,7.0,nan,nan,1.8,4.375,nan,nan,nan,1.95,nan,nan,nan,nan,2.0,3.5,2.5
265,Betula schmidtii,[],[],[],[],['18'],['7'],"['0', '1']",[],['23'],['15'],[],"['0', '12', '1']",[],['36'],[],['7'],[],"['3', '19']",[],[],"['37', '8']",['60'],[],[],['24'],[],['57'],3.5,nan,7.5,nan,nan,1.5,6.0,nan,nan,nan,2.5,nan,nan,nan,nan,35.0,4.5,2.0
266,Betula tianschanica,['1'],[],[],"['3', '8']",[],['7'],"['0', '1']",[],['23'],[],[],"['8', '38', '6', '15']",[],['27'],[],"['22', '14', '27']",[],"['3', '9', '19', '2']",[],[],"['30', '22', '37']",['54'],[],[],['21'],['12'],['68'],3.5,nan,7.5,nan,nan,nan,5.666666666666666,nan,nan,nan,2.5,nan,nan,nan,nan,12.0,1.1,2.5
267,Betula trichogemma,['14'],[],[],"['8', '32']",['18'],[],"['0', '1']",[],['23'],"['5', '15', '4']",[],"['19', '8', '6']",[],"['36', '27']",[],"['17', '15']",[],['16'],['13'],[],"['31', '37', '22']",['57'],[],[],['24'],[],['25'],1.15,nan,3.5,nan,nan,2.0,2.75,nan,nan,nan,1.4,nan,nan,nan,nan,4.0,nan,2.25
268,Betula utilis,['1'],[],[],"['3', '6']",[],[],"['0', '1']",[],"['29', '23']",[],[],"['6', '13']",[],"['36', '25']",[],"['7', '20']",[],"['3', '2', '9']",[],[],"['22', '37']",['54'],[],[],['21'],[],['57'],4.25,nan,9.5,nan,nan,1.75,4.8,nan,nan,nan,4.0,nan,nan,nan,nan,35.0,1.0,2.5
269,Betulaceae,"['16', '13', '8', '9']",[],[],[],[],[],[],[],['29'],"['8', '15']",[],[],[],[],[],[],[],[],[],[],[],['85'],[],[],[],[],['72'],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
270,Carpinus,['16'],[],[],[],[],[],[],[],[],[],['4'],[],[],[],[],[],[],['15'],[],[],[],[],[],[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
271,Carpinus chuniana,[],[],[],"['8', '3']","['9', '18']","['4', '7']","['0', '1']",[],[],"['5', '15', '10']",[],"['39', '12', '2']",[],['25'],[],[],[],['19'],['43'],[],"['30', '11', '37']",['63'],['3'],[],"['24', '6', '16']",[],['17'],4.325,nan,2.5,nan,nan,3.0,6.75,nan,nan,nan,8.0,nan,nan,nan,nan,10.0,2.0,4.0
272,Carpinus cordata,[],[],[],"['3', '6']",['7'],['7'],"['0', '1']",[],[],[],"['4', '3', '6']","['2', '19', '15', '6']",[],['25'],[],[],[],"['9', '19', '2']",[],[],"['8', '31', '37', '22']",['50'],[],[],"['24', '25']",[],['57'],2.825,nan,4.25,nan,nan,2.0,5.083333333333333,nan,nan,nan,8.5,nan,nan,nan,nan,18.0,3.5,5.0
273,Carpinus cordata var. chinensis,[],[],[],[],[],[],"['0', '1']",[],[],[],[],[],[],[],[],[],[],[],[],"['6', '10']",[],[],[],[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
274,Carpinus cordata var. cordata,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['10', '2']",[],[],[],[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
275,Carpinus cordata var. mollis,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['10'],"['31', '22']",[],[],[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
276,Carpinus dayongina,[],[],[],"['8', '3']","['31', '7']",['7'],"['0', '1']",[],[],"['10', '15']",['4'],"['19', '33']",[],['27'],[],[],[],['2'],[],[],"['22', '37', '8']",['63'],[],[],"['6', '25', '16']",['14'],['32'],2.375,nan,1.1,nan,nan,2.0,5.333333333333334,nan,nan,nan,1.95,nan,nan,nan,nan,4.0,1.75,2.5
277,Carpinus fangiana,[],[],['1'],['3'],['7'],"['7', '11']","['0', '1']",[],[],['15'],"['4', '3', '6']","['19', '8', '12']",[],['25'],[],[],[],[],[],[],"['30', '37', '8']",['50'],[],[],"['24', '25']",[],['38'],3.175,nan,3.5,nan,nan,nan,8.925,nan,nan,nan,47.5,nan,nan,nan,nan,20.0,4.0,3.5
